"Step","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return__MAX","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return__MAX","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return__MAX"
"1618569","279.60767183958086","279.60767183958086","279.60767183958086","242.0694216829108","242.0694216829108","242.0694216829108","356.9558195616652","356.9558195616652","356.9558195616652"
"1618720","296.7599628337332","296.7599628337332","296.7599628337332","260.62818672608466","260.62818672608466","260.62818672608466","354.5381937769304","354.5381937769304","354.5381937769304"
"1618871","288.2078662985977","288.2078662985977","288.2078662985977","254.56833102616963","254.56833102616963","254.56833102616963","354.0630334435977","354.0630334435977","354.0630334435977"
"1619022","300.0324164888221","300.0324164888221","300.0324164888221","260.2342899947563","260.2342899947563","260.2342899947563","357.3860175183093","357.3860175183093","357.3860175183093"
"1619173","309.2514992597211","309.2514992597211","309.2514992597211","230.34405175390134","230.34405175390134","230.34405175390134","357.2239847672238","357.2239847672238","357.2239847672238"
"1619324","275.8950616991156","275.8950616991156","275.8950616991156","258.7414705499667","258.7414705499667","258.7414705499667","360.35472090113086","360.35472090113086","360.35472090113086"
"1619475","300.3068437163176","300.3068437163176","300.3068437163176","232.06290266972434","232.06290266972434","232.06290266972434","359.44798053658633","359.44798053658633","359.44798053658633"
"1619626","288.8369364565707","288.8369364565707","288.8369364565707","227.81946070341502","227.81946070341502","227.81946070341502","355.26030316216224","355.26030316216224","355.26030316216224"
"1619777","296.32405690767854","296.32405690767854","296.32405690767854","214.32338625526108","214.32338625526108","214.32338625526108","353.6366358547694","353.6366358547694","353.6366358547694"
"1619928","296.5960927287445","296.5960927287445","296.5960927287445","247.39270099705786","247.39270099705786","247.39270099705786","359.6964135890506","359.6964135890506","359.6964135890506"
"1620079","291.06785107979687","291.06785107979687","291.06785107979687","225.16937382931815","225.16937382931815","225.16937382931815","353.6662031726898","353.6662031726898","353.6662031726898"
"1620230","296.8190996265868","296.8190996265868","296.8190996265868","227.9854554418345","227.9854554418345","227.9854554418345","357.27706552683037","357.27706552683037","357.27706552683037"
"1620381","295.2409886627672","295.2409886627672","295.2409886627672","251.21203329664007","251.21203329664007","251.21203329664007","355.40184816268993","355.40184816268993","355.40184816268993"
"1620532","287.444919153105","287.444919153105","287.444919153105","212.69016832222334","212.69016832222334","212.69016832222334","354.7378616200453","354.7378616200453","354.7378616200453"
"1620683","287.51973745403524","287.51973745403524","287.51973745403524","229.4643035269715","229.4643035269715","229.4643035269715","356.2744544342971","356.2744544342971","356.2744544342971"
"1620834","294.00984648253296","294.00984648253296","294.00984648253296","263.41097889763273","263.41097889763273","263.41097889763273","358.12390404200033","358.12390404200033","358.12390404200033"
"1620985","299.75594385432527","299.75594385432527","299.75594385432527","258.08785244161965","258.08785244161965","258.08785244161965","358.80020199903106","358.80020199903106","358.80020199903106"
"1621136","297.36573253638187","297.36573253638187","297.36573253638187","259.8251022448284","259.8251022448284","259.8251022448284","357.386807489069","357.386807489069","357.386807489069"
"1621287","292.8324884823035","292.8324884823035","292.8324884823035","248.1821095461234","248.1821095461234","248.1821095461234","355.9565261529393","355.9565261529393","355.9565261529393"
"1621438","294.81663639109746","294.81663639109746","294.81663639109746","233.4733665432578","233.4733665432578","233.4733665432578","359.2760458810192","359.2760458810192","359.2760458810192"
"1621589","297.4442949105035","297.4442949105035","297.4442949105035","229.00646934583003","229.00646934583003","229.00646934583003","357.4344536028258","357.4344536028258","357.4344536028258"
"1621740","301.3670817588283","301.3670817588283","301.3670817588283","250.21343162475372","250.21343162475372","250.21343162475372","356.791292232975","356.791292232975","356.791292232975"
"1621891","305.5721916789892","305.5721916789892","305.5721916789892","219.41470654086677","219.41470654086677","219.41470654086677","350.46830343155204","350.46830343155204","350.46830343155204"
"1622042","307.14416681475234","307.14416681475234","307.14416681475234","225.1971517599413","225.1971517599413","225.1971517599413","354.7107626035031","354.7107626035031","354.7107626035031"
"1622193","304.1035247500221","304.1035247500221","304.1035247500221","223.77783058260522","223.77783058260522","223.77783058260522","358.6661648135007","358.6661648135007","358.6661648135007"
"1622344","289.9842992634921","289.9842992634921","289.9842992634921","237.29045143471527","237.29045143471527","237.29045143471527","351.6392695463246","351.6392695463246","351.6392695463246"
"1622495","299.82291891297416","299.82291891297416","299.82291891297416","213.22143322914243","213.22143322914243","213.22143322914243","358.24465449665945","358.24465449665945","358.24465449665945"
"1622646","300.70229495044185","300.70229495044185","300.70229495044185","259.99159791974216","259.99159791974216","259.99159791974216","353.77240350015944","353.77240350015944","353.77240350015944"
"1622797","308.3184800651471","308.3184800651471","308.3184800651471","259.3499245578909","259.3499245578909","259.3499245578909","355.9466023716468","355.9466023716468","355.9466023716468"
"1622948","295.03046332193674","295.03046332193674","295.03046332193674","210.03675089889134","210.03675089889134","210.03675089889134","359.59766660186153","359.59766660186153","359.59766660186153"
"1623099","294.518918796194","294.518918796194","294.518918796194","248.86235167173575","248.86235167173575","248.86235167173575","354.4650706750676","354.4650706750676","354.4650706750676"
"1623250","291.9450195394019","291.9450195394019","291.9450195394019","251.0379422610956","251.0379422610956","251.0379422610956","359.1061504193904","359.1061504193904","359.1061504193904"
"1623401","295.61911700537996","295.61911700537996","295.61911700537996","217.75738171210173","217.75738171210173","217.75738171210173","354.5919090875993","354.5919090875993","354.5919090875993"
"1623552","311.2452529168605","311.2452529168605","311.2452529168605","256.17058675504495","256.17058675504495","256.17058675504495","355.854170989855","355.854170989855","355.854170989855"
"1623703","294.0328107161762","294.0328107161762","294.0328107161762","240.3374663574515","240.3374663574515","240.3374663574515","356.4903597043805","356.4903597043805","356.4903597043805"
"1623854","295.61284566496573","295.61284566496573","295.61284566496573","228.1314005617157","228.1314005617157","228.1314005617157","359.1776965359653","359.1776965359653","359.1776965359653"
"1624005","296.4503123604992","296.4503123604992","296.4503123604992","223.03948928263947","223.03948928263947","223.03948928263947","358.38020039569335","358.38020039569335","358.38020039569335"
"1624156","307.1485421054766","307.1485421054766","307.1485421054766","256.37639052128173","256.37639052128173","256.37639052128173","358.0798649571366","358.0798649571366","358.0798649571366"
"1624307","307.4459652913923","307.4459652913923","307.4459652913923","250.5645591523901","250.5645591523901","250.5645591523901","353.618611991844","353.618611991844","353.618611991844"
"1624458","308.22023366223925","308.22023366223925","308.22023366223925","251.1030028551656","251.1030028551656","251.1030028551656","357.3732280807755","357.3732280807755","357.3732280807755"
"1624609","298.57056089814614","298.57056089814614","298.57056089814614","252.08820397027048","252.08820397027048","252.08820397027048","356.52896142311545","356.52896142311545","356.52896142311545"
"1624760","287.2886302733989","287.2886302733989","287.2886302733989","227.76170656121775","227.76170656121775","227.76170656121775","352.62914999084603","352.62914999084603","352.62914999084603"
"1624911","284.12841215796175","284.12841215796175","284.12841215796175","240.8179695438443","240.8179695438443","240.8179695438443","356.4876420182313","356.4876420182313","356.4876420182313"
"1625062","306.9919921127179","306.9919921127179","306.9919921127179","236.5453986269853","236.5453986269853","236.5453986269853","355.4396255522307","355.4396255522307","355.4396255522307"
"1625213","287.42787360385154","287.42787360385154","287.42787360385154","245.1158922427323","245.1158922427323","245.1158922427323","356.05571157184255","356.05571157184255","356.05571157184255"
"1625364","302.87905219405735","302.87905219405735","302.87905219405735","221.5960567611939","221.5960567611939","221.5960567611939","355.9659776032729","355.9659776032729","355.9659776032729"
"1625515","301.7623228739317","301.7623228739317","301.7623228739317","213.6318581017586","213.6318581017586","213.6318581017586","352.9754273985298","352.9754273985298","352.9754273985298"
"1625666","303.06131337220256","303.06131337220256","303.06131337220256","213.92698474480125","213.92698474480125","213.92698474480125","358.17599037496893","358.17599037496893","358.17599037496893"
"1625817","293.28455655841844","293.28455655841844","293.28455655841844","212.13267136885506","212.13267136885506","212.13267136885506","356.6626239549574","356.6626239549574","356.6626239549574"
"1625968","286.5073669703342","286.5073669703342","286.5073669703342","235.2060449110925","235.2060449110925","235.2060449110925","357.1091816063501","357.1091816063501","357.1091816063501"
"1626119","284.7409443492768","284.7409443492768","284.7409443492768","258.27256109296906","258.27256109296906","258.27256109296906","355.2188136327532","355.2188136327532","355.2188136327532"
"1626270","304.48965244195017","304.48965244195017","304.48965244195017","260.1438164816987","260.1438164816987","260.1438164816987","353.67228071699776","353.67228071699776","353.67228071699776"
"1626421","299.7042409058496","299.7042409058496","299.7042409058496","263.3902022998974","263.3902022998974","263.3902022998974","354.1930833788887","354.1930833788887","354.1930833788887"
"1626572","292.60844714705553","292.60844714705553","292.60844714705553","256.20807831614934","256.20807831614934","256.20807831614934","357.5145988802909","357.5145988802909","357.5145988802909"
"1626723","288.264587081982","288.264587081982","288.264587081982","222.1700109633927","222.1700109633927","222.1700109633927","359.50945654891876","359.50945654891876","359.50945654891876"
"1626874","297.3840997494623","297.3840997494623","297.3840997494623","262.3234334319244","262.3234334319244","262.3234334319244","357.0646093953324","357.0646093953324","357.0646093953324"
"1627025","294.9330897610796","294.9330897610796","294.9330897610796","256.36247660888284","256.36247660888284","256.36247660888284","354.11737727379165","354.11737727379165","354.11737727379165"
"1627176","296.03868403266824","296.03868403266824","296.03868403266824","240.18254440757684","240.18254440757684","240.18254440757684","355.93205442600544","355.93205442600544","355.93205442600544"
"1627327","295.5727313957172","295.5727313957172","295.5727313957172","245.3107495297169","245.3107495297169","245.3107495297169","353.18368233927885","353.18368233927885","353.18368233927885"
"1627478","287.46852979776594","287.46852979776594","287.46852979776594","231.0801441651732","231.0801441651732","231.0801441651732","355.5930564098531","355.5930564098531","355.5930564098531"
"1627629","293.738270668903","293.738270668903","293.738270668903","258.5682075199228","258.5682075199228","258.5682075199228","355.4378660475871","355.4378660475871","355.4378660475871"
"1627780","292.1470583923655","292.1470583923655","292.1470583923655","235.78092363313445","235.78092363313445","235.78092363313445","352.4197222288778","352.4197222288778","352.4197222288778"
"1627931","294.3436286009995","294.3436286009995","294.3436286009995","255.63328141320775","255.63328141320775","255.63328141320775","353.50423812473684","353.50423812473684","353.50423812473684"
"1628082","299.3793089180884","299.3793089180884","299.3793089180884","229.03463842788474","229.03463842788474","229.03463842788474","354.96349696326064","354.96349696326064","354.96349696326064"
"1628233","300.95283194995073","300.95283194995073","300.95283194995073","255.47229103751778","255.47229103751778","255.47229103751778","359.3914818774137","359.3914818774137","359.3914818774137"
"1628384","280.98949470967466","280.98949470967466","280.98949470967466","221.68180658662092","221.68180658662092","221.68180658662092","354.94633767788656","354.94633767788656","354.94633767788656"
"1628535","280.6745369190952","280.6745369190952","280.6745369190952","221.9576967981051","221.9576967981051","221.9576967981051","354.20677342406026","354.20677342406026","354.20677342406026"
"1628686","294.23637319886944","294.23637319886944","294.23637319886944","254.30591610761405","254.30591610761405","254.30591610761405","355.9886610568057","355.9886610568057","355.9886610568057"
"1628837","278.4505897508262","278.4505897508262","278.4505897508262","213.44327330018794","213.44327330018794","213.44327330018794","355.57317004203315","355.57317004203315","355.57317004203315"
"1628988","282.2142597934087","282.2142597934087","282.2142597934087","211.2019982178467","211.2019982178467","211.2019982178467","355.5570622546092","355.5570622546092","355.5570622546092"
"1629139","277.8951301035575","277.8951301035575","277.8951301035575","252.06923968011688","252.06923968011688","252.06923968011688","357.0529824496369","357.0529824496369","357.0529824496369"
"1629290","287.23038928658036","287.23038928658036","287.23038928658036","214.21964962582172","214.21964962582172","214.21964962582172","357.7238466139519","357.7238466139519","357.7238466139519"
"1629441","291.8059959303912","291.8059959303912","291.8059959303912","243.5340078258975","243.5340078258975","243.5340078258975","351.47320510678065","351.47320510678065","351.47320510678065"
"1629592","276.328716804509","276.328716804509","276.328716804509","231.54078855192995","231.54078855192995","231.54078855192995","358.61919838867135","358.61919838867135","358.61919838867135"
"1629743","293.2620920703352","293.2620920703352","293.2620920703352","227.21946646000586","227.21946646000586","227.21946646000586","349.6795965968994","349.6795965968994","349.6795965968994"
"1629894","278.85731251570587","278.85731251570587","278.85731251570587","230.73130739459057","230.73130739459057","230.73130739459057","352.8871501632917","352.8871501632917","352.8871501632917"
"1630045","289.0782507064377","289.0782507064377","289.0782507064377","253.2882677240115","253.2882677240115","253.2882677240115","354.1313740158396","354.1313740158396","354.1313740158396"
"1630196","288.6198676101976","288.6198676101976","288.6198676101976","250.09245727733983","250.09245727733983","250.09245727733983","351.6894053414863","351.6894053414863","351.6894053414863"
"1630347","282.69851431849975","282.69851431849975","282.69851431849975","229.70568280044873","229.70568280044873","229.70568280044873","357.4569846862952","357.4569846862952","357.4569846862952"
"1630498","278.08710240001585","278.08710240001585","278.08710240001585","248.87065415670176","248.87065415670176","248.87065415670176","351.10035973730214","351.10035973730214","351.10035973730214"
"1630649","275.5178755393599","275.5178755393599","275.5178755393599","220.5835737137164","220.5835737137164","220.5835737137164","350.1621467531639","350.1621467531639","350.1621467531639"
"1630800","278.9267245052388","278.9267245052388","278.9267245052388","226.74870136376347","226.74870136376347","226.74870136376347","354.3206918244604","354.3206918244604","354.3206918244604"
"1630951","277.7765542613513","277.7765542613513","277.7765542613513","250.32440535577555","250.32440535577555","250.32440535577555","354.5480660100989","354.5480660100989","354.5480660100989"
"1631102","284.4891778378665","284.4891778378665","284.4891778378665","257.0962770316661","257.0962770316661","257.0962770316661","357.44085857710957","357.44085857710957","357.44085857710957"
"1631253","287.8646147966635","287.8646147966635","287.8646147966635","248.58248480966327","248.58248480966327","248.58248480966327","353.87038884957656","353.87038884957656","353.87038884957656"
"1631404","288.36886904130796","288.36886904130796","288.36886904130796","221.92054689166994","221.92054689166994","221.92054689166994","356.2257063168009","356.2257063168009","356.2257063168009"
"1631555","292.2189449909594","292.2189449909594","292.2189449909594","244.27231500959726","244.27231500959726","244.27231500959726","355.43685946605706","355.43685946605706","355.43685946605706"
"1631706","282.50770935183556","282.50770935183556","282.50770935183556","248.63902329275098","248.63902329275098","248.63902329275098","345.41845251408824","345.41845251408824","345.41845251408824"
"1631857","289.48056173351245","289.48056173351245","289.48056173351245","211.531087594427","211.531087594427","211.531087594427","355.0469571500917","355.0469571500917","355.0469571500917"
"1632008","285.79135082219676","285.79135082219676","285.79135082219676","233.25541537928004","233.25541537928004","233.25541537928004","354.99161513723567","354.99161513723567","354.99161513723567"
"1632159","286.35036168234546","286.35036168234546","286.35036168234546","225.1560896132524","225.1560896132524","225.1560896132524","357.5390154097788","357.5390154097788","357.5390154097788"
"1632310","286.7024929264805","286.7024929264805","286.7024929264805","235.18083569847343","235.18083569847343","235.18083569847343","352.2032217186329","352.2032217186329","352.2032217186329"
"1632461","296.43833657258756","296.43833657258756","296.43833657258756","211.2686437974995","211.2686437974995","211.2686437974995","356.9149022341025","356.9149022341025","356.9149022341025"
"1632612","291.7076277119778","291.7076277119778","291.7076277119778","247.97015856982202","247.97015856982202","247.97015856982202","351.4153150023761","351.4153150023761","351.4153150023761"
"1632763","275.9444304475779","275.9444304475779","275.9444304475779","223.91391891648996","223.91391891648996","223.91391891648996","358.7893021859242","358.7893021859242","358.7893021859242"
"1632914","294.5574815566481","294.5574815566481","294.5574815566481","209.31723956718582","209.31723956718582","209.31723956718582","356.2814331315998","356.2814331315998","356.2814331315998"
"1633065","284.70393667700324","284.70393667700324","284.70393667700324","235.85060919036","235.85060919036","235.85060919036","355.71068589664947","355.71068589664947","355.71068589664947"
"1633216","274.9497677681091","274.9497677681091","274.9497677681091","213.85861731602589","213.85861731602589","213.85861731602589","357.3912571090337","357.3912571090337","357.3912571090337"
"1633367","299.211659255865","299.211659255865","299.211659255865","238.57861978343556","238.57861978343556","238.57861978343556","354.9230071942368","354.9230071942368","354.9230071942368"
"1633518","290.0066216703956","290.0066216703956","290.0066216703956","213.15471057969765","213.15471057969765","213.15471057969765","357.43071544502516","357.43071544502516","357.43071544502516"
"1633669","287.01104957912776","287.01104957912776","287.01104957912776","238.1643589053323","238.1643589053323","238.1643589053323","354.8157494761465","354.8157494761465","354.8157494761465"
"1633820","285.88208230678373","285.88208230678373","285.88208230678373","249.91501462894163","249.91501462894163","249.91501462894163","354.62149842249636","354.62149842249636","354.62149842249636"
"1633971","285.97279938545773","285.97279938545773","285.97279938545773","238.6196508612838","238.6196508612838","238.6196508612838","360.8265613047488","360.8265613047488","360.8265613047488"
"1634122","263.00039090939435","263.00039090939435","263.00039090939435","229.7062026080361","229.7062026080361","229.7062026080361","356.73122495390743","356.73122495390743","356.73122495390743"
"1634273","294.91713775091165","294.91713775091165","294.91713775091165","250.45190649853143","250.45190649853143","250.45190649853143","354.31678525761237","354.31678525761237","354.31678525761237"
"1634424","291.5140146150221","291.5140146150221","291.5140146150221","216.7529712516749","216.7529712516749","216.7529712516749","357.1102153667458","357.1102153667458","357.1102153667458"
"1634575","310.89264475245267","310.89264475245267","310.89264475245267","241.5184960074499","241.5184960074499","241.5184960074499","357.3219133448109","357.3219133448109","357.3219133448109"
"1634726","288.33433239487357","288.33433239487357","288.33433239487357","211.0495335582077","211.0495335582077","211.0495335582077","355.4307443963282","355.4307443963282","355.4307443963282"
"1634877","271.01222846220503","271.01222846220503","271.01222846220503","238.4681346326427","238.4681346326427","238.4681346326427","358.03844230002267","358.03844230002267","358.03844230002267"
"1635028","286.30361670525474","286.30361670525474","286.30361670525474","221.75915996343844","221.75915996343844","221.75915996343844","356.3705769994196","356.3705769994196","356.3705769994196"
"1635179","301.774136992919","301.774136992919","301.774136992919","253.11615118191418","253.11615118191418","253.11615118191418","354.73185561098774","354.73185561098774","354.73185561098774"
"1635330","300.14054985202654","300.14054985202654","300.14054985202654","217.60806047225566","217.60806047225566","217.60806047225566","359.73189778166596","359.73189778166596","359.73189778166596"
"1635481","304.81280539532196","304.81280539532196","304.81280539532196","254.7429367902307","254.7429367902307","254.7429367902307","353.853122019175","353.853122019175","353.853122019175"
"1635632","292.3729051422396","292.3729051422396","292.3729051422396","238.7236888758693","238.7236888758693","238.7236888758693","358.13852638527754","358.13852638527754","358.13852638527754"
"1635783","281.0072474940263","281.0072474940263","281.0072474940263","225.9122367739322","225.9122367739322","225.9122367739322","354.2241025419292","354.2241025419292","354.2241025419292"
"1635934","263.6348898833041","263.6348898833041","263.6348898833041","242.11674404360323","242.11674404360323","242.11674404360323","356.5938723628069","356.5938723628069","356.5938723628069"
"1636085","280.7370963248989","280.7370963248989","280.7370963248989","224.49100529701494","224.49100529701494","224.49100529701494","356.9540238959254","356.9540238959254","356.9540238959254"
"1636236","292.61939611415124","292.61939611415124","292.61939611415124","214.42105567548472","214.42105567548472","214.42105567548472","355.2996736564164","355.2996736564164","355.2996736564164"
"1636387","298.5776818991183","298.5776818991183","298.5776818991183","212.53283594301115","212.53283594301115","212.53283594301115","356.3664297380176","356.3664297380176","356.3664297380176"
"1636538","288.8510877715194","288.8510877715194","288.8510877715194","214.5478821872284","214.5478821872284","214.5478821872284","357.3595729193286","357.3595729193286","357.3595729193286"
"1636689","295.3845123637933","295.3845123637933","295.3845123637933","216.1134080643745","216.1134080643745","216.1134080643745","357.3007497429835","357.3007497429835","357.3007497429835"
"1636840","275.3845478505411","275.3845478505411","275.3845478505411","251.84864933561514","251.84864933561514","251.84864933561514","350.76244396569916","350.76244396569916","350.76244396569916"
"1636991","291.0482219644664","291.0482219644664","291.0482219644664","263.6698755928417","263.6698755928417","263.6698755928417","356.4107534592891","356.4107534592891","356.4107534592891"
"1637142","286.26804777557015","286.26804777557015","286.26804777557015","250.3463312516307","250.3463312516307","250.3463312516307","357.4483447342465","357.4483447342465","357.4483447342465"
"1637293","277.1757800547564","277.1757800547564","277.1757800547564","228.0795210707795","228.0795210707795","228.0795210707795","355.33737453504597","355.33737453504597","355.33737453504597"
"1637444","295.0888563070506","295.0888563070506","295.0888563070506","257.816962754209","257.816962754209","257.816962754209","358.3402828495617","358.3402828495617","358.3402828495617"
"1637595","272.6565310868875","272.6565310868875","272.6565310868875","248.5983667182211","248.5983667182211","248.5983667182211","354.185088626182","354.185088626182","354.185088626182"
"1637746","298.89168909243256","298.89168909243256","298.89168909243256","224.8898540111735","224.8898540111735","224.8898540111735","355.8073925553606","355.8073925553606","355.8073925553606"
"1637897","285.6409686809891","285.6409686809891","285.6409686809891","256.45558195895387","256.45558195895387","256.45558195895387","359.5322787782276","359.5322787782276","359.5322787782276"
"1638048","302.77994682113933","302.77994682113933","302.77994682113933","215.5669046325322","215.5669046325322","215.5669046325322","353.4209801500696","353.4209801500696","353.4209801500696"
"1638199","292.8349055886561","292.8349055886561","292.8349055886561","234.00582110080416","234.00582110080416","234.00582110080416","356.6788677884786","356.6788677884786","356.6788677884786"
"1638350","291.720245283142","291.720245283142","291.720245283142","223.27770581697578","223.27770581697578","223.27770581697578","355.1902986840475","355.1902986840475","355.1902986840475"
"1638501","304.4881941338725","304.4881941338725","304.4881941338725","250.8721250501934","250.8721250501934","250.8721250501934","359.7639107021977","359.7639107021977","359.7639107021977"
"1638652","304.8547865585889","304.8547865585889","304.8547865585889","259.71772061359553","259.71772061359553","259.71772061359553","358.2817250027423","358.2817250027423","358.2817250027423"
"1638803","301.60607106987624","301.60607106987624","301.60607106987624","257.3902664809191","257.3902664809191","257.3902664809191","353.4528647279193","353.4528647279193","353.4528647279193"
"1638954","289.9999366440135","289.9999366440135","289.9999366440135","258.5394081140436","258.5394081140436","258.5394081140436","353.8918603059305","353.8918603059305","353.8918603059305"
"1639105","300.727139219589","300.727139219589","300.727139219589","232.85715199134577","232.85715199134577","232.85715199134577","355.1424657871355","355.1424657871355","355.1424657871355"
"1639256","295.85288323079914","295.85288323079914","295.85288323079914","221.9442803687231","221.9442803687231","221.9442803687231","351.22395935292224","351.22395935292224","351.22395935292224"
"1639407","312.3835865806135","312.3835865806135","312.3835865806135","213.4916982415086","213.4916982415086","213.4916982415086","358.9559241834635","358.9559241834635","358.9559241834635"
"1639558","291.7200707246206","291.7200707246206","291.7200707246206","263.7602209298151","263.7602209298151","263.7602209298151","358.50758820563345","358.50758820563345","358.50758820563345"
"1639709","303.2233722934124","303.2233722934124","303.2233722934124","226.3526470007752","226.3526470007752","226.3526470007752","351.79217519890676","351.79217519890676","351.79217519890676"
"1639860","294.4800756339309","294.4800756339309","294.4800756339309","253.8470647123056","253.8470647123056","253.8470647123056","356.077398135183","356.077398135183","356.077398135183"
"1640011","293.9945402895968","293.9945402895968","293.9945402895968","249.87905467218295","249.87905467218295","249.87905467218295","356.75330668037105","356.75330668037105","356.75330668037105"
"1640162","296.22486722579936","296.22486722579936","296.22486722579936","250.83485752131875","250.83485752131875","250.83485752131875","357.93703890787054","357.93703890787054","357.93703890787054"
"1640313","291.8706081116777","291.8706081116777","291.8706081116777","263.9133457342566","263.9133457342566","263.9133457342566","356.7890059763764","356.7890059763764","356.7890059763764"
"1640464","293.18506197096195","293.18506197096195","293.18506197096195","243.50276431326344","243.50276431326344","243.50276431326344","350.8125298607006","350.8125298607006","350.8125298607006"
"1640615","293.95900132327876","293.95900132327876","293.95900132327876","233.5092267394823","233.5092267394823","233.5092267394823","354.31764639681666","354.31764639681666","354.31764639681666"
"1640766","294.60883002132067","294.60883002132067","294.60883002132067","259.50078385874156","259.50078385874156","259.50078385874156","353.6173627457237","353.6173627457237","353.6173627457237"
"1640917","293.6417865772886","293.6417865772886","293.6417865772886","257.8428608016623","257.8428608016623","257.8428608016623","355.7572368903175","355.7572368903175","355.7572368903175"
"1641068","286.97971754992426","286.97971754992426","286.97971754992426","256.22681304271373","256.22681304271373","256.22681304271373","355.1916481907674","355.1916481907674","355.1916481907674"
"1641219","293.7483787872126","293.7483787872126","293.7483787872126","255.28966052824828","255.28966052824828","255.28966052824828","356.4414063085109","356.4414063085109","356.4414063085109"
"1641370","296.3365959017287","296.3365959017287","296.3365959017287","233.55881498488387","233.55881498488387","233.55881498488387","358.4684572406756","358.4684572406756","358.4684572406756"
"1641521","295.00899838635826","295.00899838635826","295.00899838635826","229.23644880938267","229.23644880938267","229.23644880938267","351.1552856617128","351.1552856617128","351.1552856617128"
"1641672","295.9493795851626","295.9493795851626","295.9493795851626","223.2492435995478","223.2492435995478","223.2492435995478","353.53493564735294","353.53493564735294","353.53493564735294"
"1641823","291.1546418578608","291.1546418578608","291.1546418578608","256.6263499562672","256.6263499562672","256.6263499562672","355.61922379456735","355.61922379456735","355.61922379456735"
"1641974","299.9891121314902","299.9891121314902","299.9891121314902","257.5041747230635","257.5041747230635","257.5041747230635","351.19388340274344","351.19388340274344","351.19388340274344"
"1642125","299.11640149684087","299.11640149684087","299.11640149684087","255.74771455740938","255.74771455740938","255.74771455740938","358.8573134650592","358.8573134650592","358.8573134650592"
"1642276","293.3524046849804","293.3524046849804","293.3524046849804","244.72762500214992","244.72762500214992","244.72762500214992","344.4818000126622","344.4818000126622","344.4818000126622"
"1642427","295.08875165620407","295.08875165620407","295.08875165620407","263.783879838923","263.783879838923","263.783879838923","357.71154179125614","357.71154179125614","357.71154179125614"
"1642578","293.1643136620161","293.1643136620161","293.1643136620161","216.21006267868745","216.21006267868745","216.21006267868745","353.6964912232441","353.6964912232441","353.6964912232441"
"1642729","280.31536871553806","280.31536871553806","280.31536871553806","230.09724067980093","230.09724067980093","230.09724067980093","355.6483334644539","355.6483334644539","355.6483334644539"
"1642880","289.235321750037","289.235321750037","289.235321750037","238.94616416513747","238.94616416513747","238.94616416513747","355.0112459153006","355.0112459153006","355.0112459153006"
"1643031","276.4872267232489","276.4872267232489","276.4872267232489","253.02902773331297","253.02902773331297","253.02902773331297","355.9742574677339","355.9742574677339","355.9742574677339"
"1643182","277.70628714534894","277.70628714534894","277.70628714534894","247.69611949289802","247.69611949289802","247.69611949289802","355.0483973418693","355.0483973418693","355.0483973418693"
"1643333","293.7170839312929","293.7170839312929","293.7170839312929","238.30390042911054","238.30390042911054","238.30390042911054","358.04072343538996","358.04072343538996","358.04072343538996"
"1643484","289.37501101650287","289.37501101650287","289.37501101650287","228.5465988255252","228.5465988255252","228.5465988255252","355.9935584570752","355.9935584570752","355.9935584570752"
"1643635","290.47248550884774","290.47248550884774","290.47248550884774","231.70624051008662","231.70624051008662","231.70624051008662","358.90140382767663","358.90140382767663","358.90140382767663"
"1643786","291.1372419112159","291.1372419112159","291.1372419112159","237.0877704950541","237.0877704950541","237.0877704950541","355.3590243700738","355.3590243700738","355.3590243700738"
"1643937","290.40023469177413","290.40023469177413","290.40023469177413","237.4548421603797","237.4548421603797","237.4548421603797","355.4558723513918","355.4558723513918","355.4558723513918"
"1644088","301.8218954388617","301.8218954388617","301.8218954388617","260.1513044097543","260.1513044097543","260.1513044097543","357.6603618189494","357.6603618189494","357.6603618189494"
"1644239","312.5690207169267","312.5690207169267","312.5690207169267","243.5183543639683","243.5183543639683","243.5183543639683","354.4162000023448","354.4162000023448","354.4162000023448"
"1644390","306.23393350324125","306.23393350324125","306.23393350324125","229.48521895285444","229.48521895285444","229.48521895285444","354.4167842069007","354.4167842069007","354.4167842069007"
"1644541","295.3416301111099","295.3416301111099","295.3416301111099","218.27926797653805","218.27926797653805","218.27926797653805","354.37723013243135","354.37723013243135","354.37723013243135"
