"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"1537231","2183.6351009555483","2183.6351009555483","2183.6351009555483"
"1538000","2193.6252441189486","2193.6252441189486","2193.6252441189486"
"1538769","2192.5722567210464","2192.5722567210464","2192.5722567210464"
"1539538","2194.746705933578","2194.746705933578","2194.746705933578"
"1540307","2187.3019190499704","2187.3019190499704","2187.3019190499704"
"1541076","2195.010097583534","2195.010097583534","2195.010097583534"
"1541845","2193.6800071126095","2193.6800071126095","2193.6800071126095"
"1542614","2180.035754130328","2180.035754130328","2180.035754130328"
"1543383","2190.411395776289","2190.411395776289","2190.411395776289"
"1544152","2205.1907876392506","2205.1907876392506","2205.1907876392506"
"1544921","2193.7912836388514","2193.7912836388514","2193.7912836388514"
"1545690","2200.641098004735","2200.641098004735","2200.641098004735"
"1546459","2183.662433070808","2183.662433070808","2183.662433070808"
"1547228","2192.8099492206525","2192.8099492206525","2192.8099492206525"
"1547997","2193.2003064331593","2193.2003064331593","2193.2003064331593"
"1548766","2182.0927233528237","2182.0927233528237","2182.0927233528237"
"1549535","2200.8341497853494","2200.8341497853494","2200.8341497853494"
"1550304","2184.302009189157","2184.302009189157","2184.302009189157"
"1551073","2179.1972736701537","2179.1972736701537","2179.1972736701537"
"1551842","2194.755012660619","2194.755012660619","2194.755012660619"
"1552611","2196.134280275819","2196.134280275819","2196.134280275819"
"1553380","2195.865099153195","2195.865099153195","2195.865099153195"
"1554149","2198.132805837483","2198.132805837483","2198.132805837483"
"1554918","2197.3758698083734","2197.3758698083734","2197.3758698083734"
"1555687","2196.147844080246","2196.147844080246","2196.147844080246"
"1556456","2193.890671446765","2193.890671446765","2193.890671446765"
"1557225","2194.023403101657","2194.023403101657","2194.023403101657"
"1557994","2184.487161153163","2184.487161153163","2184.487161153163"
"1558763","2196.39026246954","2196.39026246954","2196.39026246954"
"1559532","2194.58341010431","2194.58341010431","2194.58341010431"
"1560301","2183.9113424388693","2183.9113424388693","2183.9113424388693"
"1561070","2183.437232653794","2183.437232653794","2183.437232653794"
"1561839","2199.935390167522","2199.935390167522","2199.935390167522"
"1562608","2198.2914379189183","2198.2914379189183","2198.2914379189183"
"1563377","2183.8221119796685","2183.8221119796685","2183.8221119796685"
"1564146","2191.9031659414245","2191.9031659414245","2191.9031659414245"
"1564915","2192.075100673948","2192.075100673948","2192.075100673948"
"1565684","2189.5185852589057","2189.5185852589057","2189.5185852589057"
"1566453","2198.4244406311695","2198.4244406311695","2198.4244406311695"
"1567222","2190.9901083058676","2190.9901083058676","2190.9901083058676"
"1567991","2182.9297992135944","2182.9297992135944","2182.9297992135944"
"1568760","2190.5563052902885","2190.5563052902885","2190.5563052902885"
"1569529","2197.333659787039","2197.333659787039","2197.333659787039"
"1570298","2184.846863678226","2184.846863678226","2184.846863678226"
"1571067","2192.195772499766","2192.195772499766","2192.195772499766"
"1571836","2199.611605349493","2199.611605349493","2199.611605349493"
"1572605","2189.5965100309945","2189.5965100309945","2189.5965100309945"
"1573374","2197.191364001542","2197.191364001542","2197.191364001542"
"1574143","2198.2587663827153","2198.2587663827153","2198.2587663827153"
"1574912","2183.2324939580635","2183.2324939580635","2183.2324939580635"
"1575681","2204.7287372240016","2204.7287372240016","2204.7287372240016"
"1576450","2184.9455713170755","2184.9455713170755","2184.9455713170755"
"1577219","2189.8699860481197","2189.8699860481197","2189.8699860481197"
"1577988","2190.7511368516653","2190.7511368516653","2190.7511368516653"
"1578757","2194.4728627901773","2194.4728627901773","2194.4728627901773"
"1579526","2193.6841453381817","2193.6841453381817","2193.6841453381817"
"1580295","2199.6959452208007","2199.6959452208007","2199.6959452208007"
"1581064","2182.3531460532595","2182.3531460532595","2182.3531460532595"
"1581833","2193.824194249037","2193.824194249037","2193.824194249037"
"1582602","2184.9569443586793","2184.9569443586793","2184.9569443586793"
"1583371","2188.850098293042","2188.850098293042","2188.850098293042"
"1584140","2184.5137786272157","2184.5137786272157","2184.5137786272157"
"1584909","2202.1866735253893","2202.1866735253893","2202.1866735253893"
"1585678","2199.0365713208835","2199.0365713208835","2199.0365713208835"
"1586447","2190.261868920855","2190.261868920855","2190.261868920855"
"1587216","2189.6598174091805","2189.6598174091805","2189.6598174091805"
"1587985","2201.4285453560565","2201.4285453560565","2201.4285453560565"
"1588754","2190.102083816316","2190.102083816316","2190.102083816316"
"1589523","2207.5161631016067","2207.5161631016067","2207.5161631016067"
"1590292","2193.295591145382","2193.295591145382","2193.295591145382"
"1591061","2190.998108296269","2190.998108296269","2190.998108296269"
"1591830","2191.7754680460207","2191.7754680460207","2191.7754680460207"
"1592599","2192.2204582436143","2192.2204582436143","2192.2204582436143"
"1593368","2203.083248594812","2203.083248594812","2203.083248594812"
"1594137","2205.527332798567","2205.527332798567","2205.527332798567"
"1594906","2200.671466042129","2200.671466042129","2200.671466042129"
"1595675","2192.9858824025773","2192.9858824025773","2192.9858824025773"
"1596444","2186.4694445485234","2186.4694445485234","2186.4694445485234"
"1597213","2200.6709460048155","2200.6709460048155","2200.6709460048155"
"1597982","2187.5442763125966","2187.5442763125966","2187.5442763125966"
"1598751","2194.111020771743","2194.111020771743","2194.111020771743"
"1599520","2186.921345251431","2186.921345251431","2186.921345251431"
"1600289","2180.3635843969573","2180.3635843969573","2180.3635843969573"
"1601058","2205.390825114825","2205.390825114825","2205.390825114825"
"1601827","2187.78007330798","2187.78007330798","2187.78007330798"
"1602596","2195.938783631028","2195.938783631028","2195.938783631028"
"1603365","2187.5109755981807","2187.5109755981807","2187.5109755981807"
"1604134","2181.4260207598554","2181.4260207598554","2181.4260207598554"
"1604903","2198.239337029269","2198.239337029269","2198.239337029269"
"1605672","2196.1282687405796","2196.1282687405796","2196.1282687405796"
"1606441","2197.4195489271124","2197.4195489271124","2197.4195489271124"
"1607210","2192.9355303748284","2192.9355303748284","2192.9355303748284"
"1607979","2198.996217289312","2198.996217289312","2198.996217289312"
"1608748","2193.285332000378","2193.285332000378","2193.285332000378"
"1609517","2198.765853823275","2198.765853823275","2198.765853823275"
"1610286","2196.3497504522766","2196.3497504522766","2196.3497504522766"
"1611055","2202.995776443116","2202.995776443116","2202.995776443116"
"1611824","2191.665142358131","2191.665142358131","2191.665142358131"
"1612593","2191.319739326116","2191.319739326116","2191.319739326116"
"1613362","2192.7350447381004","2192.7350447381004","2192.7350447381004"
"1614131","2194.860471890407","2194.860471890407","2194.860471890407"
"1614900","2192.0293021114285","2192.0293021114285","2192.0293021114285"
"1615669","2187.371865863224","2187.371865863224","2187.371865863224"
"1616438","2196.47734562078","2196.47734562078","2196.47734562078"
"1617207","2197.8455797479214","2197.8455797479214","2197.8455797479214"
"1617976","2192.5412601555754","2192.5412601555754","2192.5412601555754"
"1618745","2185.838702594117","2185.838702594117","2185.838702594117"
"1619514","2210.9298712155305","2210.9298712155305","2210.9298712155305"
"1620283","2190.8994379493665","2190.8994379493665","2190.8994379493665"
"1621052","2194.5372037949396","2194.5372037949396","2194.5372037949396"
"1621821","2196.373805184451","2196.373805184451","2196.373805184451"
"1622590","2198.859360599615","2198.859360599615","2198.859360599615"
"1623359","2197.9420966289836","2197.9420966289836","2197.9420966289836"
"1624128","2185.609441325131","2185.609441325131","2185.609441325131"
"1624897","2199.5679819908987","2199.5679819908987","2199.5679819908987"
"1625666","2197.977626427956","2197.977626427956","2197.977626427956"
"1626435","2187.050074387146","2187.050074387146","2187.050074387146"
"1627204","2195.8567261843355","2195.8567261843355","2195.8567261843355"
"1627973","2195.5411594313996","2195.5411594313996","2195.5411594313996"
"1628742","2193.11612688893","2193.11612688893","2193.11612688893"
"1629511","2199.0659773958523","2199.0659773958523","2199.0659773958523"
"1630280","2198.3996283710767","2198.3996283710767","2198.3996283710767"
"1631049","2202.712162631228","2202.712162631228","2202.712162631228"
"1631818","2198.234808324869","2198.234808324869","2198.234808324869"
"1632587","2206.690797792357","2206.690797792357","2206.690797792357"
"1633356","2201.866097229683","2201.866097229683","2201.866097229683"
"1634125","2195.861890312612","2195.861890312612","2195.861890312612"
"1634894","2195.87760409621","2195.87760409621","2195.87760409621"
"1635663","2196.6012978768977","2196.6012978768977","2196.6012978768977"
"1636432","2205.1813805088937","2205.1813805088937","2205.1813805088937"
"1637201","2193.5061575698455","2193.5061575698455","2193.5061575698455"
"1637970","2209.90076630982","2209.90076630982","2209.90076630982"
"1638739","2202.9349589811854","2202.9349589811854","2202.9349589811854"
"1639508","2197.1668780073173","2197.1668780073173","2197.1668780073173"
"1640277","2203.7027036494474","2203.7027036494474","2203.7027036494474"
"1641046","2200.2126431114048","2200.2126431114048","2200.2126431114048"
"1641815","2201.1070589086885","2201.1070589086885","2201.1070589086885"
"1642584","2194.8556298741364","2194.8556298741364","2194.8556298741364"
"1643353","2191.053194122106","2191.053194122106","2191.053194122106"
"1644122","2204.8769162261096","2204.8769162261096","2204.8769162261096"
"1644891","2203.4188243855624","2203.4188243855624","2203.4188243855624"
"1645660","2198.929759420684","2198.929759420684","2198.929759420684"
"1646429","2196.933605641557","2196.933605641557","2196.933605641557"
"1647198","2196.9300390089174","2196.9300390089174","2196.9300390089174"
"1647967","2201.8716275816205","2201.8716275816205","2201.8716275816205"
"1648736","2202.67810275032","2202.67810275032","2202.67810275032"
"1649505","2209.6014794205635","2209.6014794205635","2209.6014794205635"
"1650274","2200.3410184469903","2200.3410184469903","2200.3410184469903"
"1651043","2207.2263657615595","2207.2263657615595","2207.2263657615595"
"1651812","2188.1654969610145","2188.1654969610145","2188.1654969610145"
"1652581","2203.69709783379","2203.69709783379","2203.69709783379"
"1653350","2209.1272023932197","2209.1272023932197","2209.1272023932197"
"1654119","2198.910099177357","2198.910099177357","2198.910099177357"
"1654888","2193.278178835305","2193.278178835305","2193.278178835305"
"1655657","2197.8880306842416","2197.8880306842416","2197.8880306842416"
"1656426","2208.478863706281","2208.478863706281","2208.478863706281"
"1657195","2204.7808729209128","2204.7808729209128","2204.7808729209128"
"1657964","2200.458806936723","2200.458806936723","2200.458806936723"
"1658733","2197.0565802946853","2197.0565802946853","2197.0565802946853"
"1659502","2214.738016686588","2214.738016686588","2214.738016686588"
"1660271","2207.280178839571","2207.280178839571","2207.280178839571"
"1661040","2192.0350305954644","2192.0350305954644","2192.0350305954644"
"1661809","2210.6006260206054","2210.6006260206054","2210.6006260206054"
"1662578","2201.9704778576674","2201.9704778576674","2201.9704778576674"
"1663347","2193.168030802506","2193.168030802506","2193.168030802506"
"1664116","2206.337234991103","2206.337234991103","2206.337234991103"
"1664885","2205.292289133633","2205.292289133633","2205.292289133633"
"1665654","2214.4637753651546","2214.4637753651546","2214.4637753651546"
"1666423","2215.9932544135745","2215.9932544135745","2215.9932544135745"
"1667192","2206.4733812613067","2206.4733812613067","2206.4733812613067"
"1667961","2189.393497512745","2189.393497512745","2189.393497512745"
"1668730","2210.119589181658","2210.119589181658","2210.119589181658"
"1669499","2197.33601097283","2197.33601097283","2197.33601097283"
"1670268","2210.236159154132","2210.236159154132","2210.236159154132"
"1671037","2209.0448321542945","2209.0448321542945","2209.0448321542945"
"1671806","2206.9301197724785","2206.9301197724785","2206.9301197724785"
"1672575","2206.450408996673","2206.450408996673","2206.450408996673"
"1673344","2195.8613129614387","2195.8613129614387","2195.8613129614387"
"1674113","2198.5096158556876","2198.5096158556876","2198.5096158556876"
"1674882","2205.3591804331772","2205.3591804331772","2205.3591804331772"
"1675651","2204.9588174776045","2204.9588174776045","2204.9588174776045"
"1676420","2193.7366463678927","2193.7366463678927","2193.7366463678927"
"1677189","2203.690103727007","2203.690103727007","2203.690103727007"
"1677958","2203.4308080603428","2203.4308080603428","2203.4308080603428"
"1678727","2198.751314253337","2198.751314253337","2198.751314253337"
"1679496","2212.576235568982","2212.576235568982","2212.576235568982"
"1680265","2200.722113309627","2200.722113309627","2200.722113309627"
"1681034","2201.7150967512994","2201.7150967512994","2201.7150967512994"
"1681803","2211.89133206001","2211.89133206001","2211.89133206001"
"1682572","2212.089038748241","2212.089038748241","2212.089038748241"
"1683341","2196.2344026362753","2196.2344026362753","2196.2344026362753"
"1684110","2189.1153659735182","2189.1153659735182","2189.1153659735182"
"1684879","2207.7981009551795","2207.7981009551795","2207.7981009551795"
"1685648","2204.4616931234327","2204.4616931234327","2204.4616931234327"
"1686417","2200.28905338828","2200.28905338828","2200.28905338828"
"1687186","2204.268966385958","2204.268966385958","2204.268966385958"
"1687955","2201.544411619034","2201.544411619034","2201.544411619034"
"1688724","2199.716384864595","2199.716384864595","2199.716384864595"
"1689493","2206.646443558633","2206.646443558633","2206.646443558633"
"1690262","2214.7868602052563","2214.7868602052563","2214.7868602052563"
"1691031","2219.1146385734837","2219.1146385734837","2219.1146385734837"
"1691800","2203.393185602668","2203.393185602668","2203.393185602668"
"1692569","2200.8187777149406","2200.8187777149406","2200.8187777149406"
"1693338","2206.491579418071","2206.491579418071","2206.491579418071"
"1694107","2206.580192287423","2206.580192287423","2206.580192287423"
"1694876","2202.9691279250537","2202.9691279250537","2202.9691279250537"
"1695645","2202.366836674266","2202.366836674266","2202.366836674266"
"1696414","2197.6689882444107","2197.6689882444107","2197.6689882444107"
"1697183","2210.1295164408016","2210.1295164408016","2210.1295164408016"
"1697952","2186.152991019448","2186.152991019448","2186.152991019448"
"1698721","2201.9724007657405","2201.9724007657405","2201.9724007657405"
"1699490","2212.657031439624","2212.657031439624","2212.657031439624"
"1700259","2210.5486172454794","2210.5486172454794","2210.5486172454794"
"1701028","2207.4074465574927","2207.4074465574927","2207.4074465574927"
"1701797","2199.6020139035327","2199.6020139035327","2199.6020139035327"
"1702566","2202.651905850956","2202.651905850956","2202.651905850956"
"1703335","2193.253172472224","2193.253172472224","2193.253172472224"
"1704104","2200.299399909534","2200.299399909534","2200.299399909534"
"1704873","2208.83462356785","2208.83462356785","2208.83462356785"
"1705642","2191.8946282565703","2191.8946282565703","2191.8946282565703"
"1706411","2211.759284509328","2211.759284509328","2211.759284509328"
"1707180","2212.601524618184","2212.601524618184","2212.601524618184"
"1707949","2205.8284796297025","2205.8284796297025","2205.8284796297025"
"1708718","2208.6878792793723","2208.6878792793723","2208.6878792793723"
"1709487","2197.5381503076355","2197.5381503076355","2197.5381503076355"
"1710256","2204.8003145141724","2204.8003145141724","2204.8003145141724"
"1711025","2207.932274106918","2207.932274106918","2207.932274106918"
"1711794","2210.2730359457523","2210.2730359457523","2210.2730359457523"
"1712563","2216.7781890554434","2216.7781890554434","2216.7781890554434"
"1713332","2208.25033822746","2208.25033822746","2208.25033822746"
"1714101","2220.0782001730977","2220.0782001730977","2220.0782001730977"
"1714870","2208.6962652249886","2208.6962652249886","2208.6962652249886"
"1715639","2199.487361574422","2199.487361574422","2199.487361574422"
"1716408","2208.7272087001506","2208.7272087001506","2208.7272087001506"
"1717177","2214.5482011761424","2214.5482011761424","2214.5482011761424"
"1717946","2221.0332959270954","2221.0332959270954","2221.0332959270954"
"1718715","2207.7988902585794","2207.7988902585794","2207.7988902585794"
"1719484","2205.3332840952594","2205.3332840952594","2205.3332840952594"
"1720253","2205.4571909281367","2205.4571909281367","2205.4571909281367"
"1721022","2203.6132113090725","2203.6132113090725","2203.6132113090725"
"1721791","2196.388846429561","2196.388846429561","2196.388846429561"
"1722560","2209.5834583482415","2209.5834583482415","2209.5834583482415"
"1723329","2214.1529884985166","2214.1529884985166","2214.1529884985166"
"1724098","2203.8312230798674","2203.8312230798674","2203.8312230798674"
"1724867","2199.0954209374404","2199.0954209374404","2199.0954209374404"
"1725636","2198.713383403838","2198.713383403838","2198.713383403838"
"1726405","2211.061583745775","2211.061583745775","2211.061583745775"
"1727174","2202.182187191978","2202.182187191978","2202.182187191978"
"1727943","2195.832485364397","2195.832485364397","2195.832485364397"
"1728712","2208.157126055666","2208.157126055666","2208.157126055666"
"1729481","2206.435735191522","2206.435735191522","2206.435735191522"
"1730250","2208.2383024001433","2208.2383024001433","2208.2383024001433"
"1731019","2204.248259058947","2204.248259058947","2204.248259058947"
"1731788","2208.6286062371764","2208.6286062371764","2208.6286062371764"
"1732557","2213.3530155323606","2213.3530155323606","2213.3530155323606"
"1733326","2211.5148492675503","2211.5148492675503","2211.5148492675503"
"1734095","2211.9826172854578","2211.9826172854578","2211.9826172854578"
"1734864","2192.1020956968105","2192.1020956968105","2192.1020956968105"
"1735633","2207.81634961023","2207.81634961023","2207.81634961023"
"1736402","2216.804296478098","2216.804296478098","2216.804296478098"
"1737171","2218.198886474548","2218.198886474548","2218.198886474548"
"1737940","2202.9680681276614","2202.9680681276614","2202.9680681276614"
"1738709","2208.814031254009","2208.814031254009","2208.814031254009"
"1739478","2210.9917365574925","2210.9917365574925","2210.9917365574925"
"1740247","2205.849659222829","2205.849659222829","2205.849659222829"
"1741016","2210.148946436094","2210.148946436094","2210.148946436094"
"1741785","2209.029241358603","2209.029241358603","2209.029241358603"
"1742554","2213.5631497353334","2213.5631497353334","2213.5631497353334"
"1743323","2204.731634998206","2204.731634998206","2204.731634998206"
"1744092","2214.6034629481087","2214.6034629481087","2214.6034629481087"
"1744861","2204.7039065910535","2204.7039065910535","2204.7039065910535"
"1745630","2201.8115224916714","2201.8115224916714","2201.8115224916714"
"1746399","2207.1559501731062","2207.1559501731062","2207.1559501731062"
"1747168","2200.946096381838","2200.946096381838","2200.946096381838"
"1747937","2209.842785766862","2209.842785766862","2209.842785766862"
"1748706","2204.141962938978","2204.141962938978","2204.141962938978"
"1749475","2204.3775867558456","2204.3775867558456","2204.3775867558456"
"1750244","2206.833321921408","2206.833321921408","2206.833321921408"
"1751013","2201.6231137951336","2201.6231137951336","2201.6231137951336"
"1751782","2211.51099919975","2211.51099919975","2211.51099919975"
"1752551","2196.1356690021926","2196.1356690021926","2196.1356690021926"
"1753320","2198.8337960800077","2198.8337960800077","2198.8337960800077"
"1754089","2211.7428105688286","2211.7428105688286","2211.7428105688286"
"1754858","2206.7117132824033","2206.7117132824033","2206.7117132824033"
"1755627","2208.692306275867","2208.692306275867","2208.692306275867"
"1756396","2207.829952647438","2207.829952647438","2207.829952647438"
"1757165","2201.079321224069","2201.079321224069","2201.079321224069"
"1757934","2214.1057754596122","2214.1057754596122","2214.1057754596122"
"1758703","2196.271485203549","2196.271485203549","2196.271485203549"
"1759472","2199.756253316966","2199.756253316966","2199.756253316966"
"1760241","2199.4092366194336","2199.4092366194336","2199.4092366194336"
"1761010","2215.871391407048","2215.871391407048","2215.871391407048"
"1761779","2206.4114573253614","2206.4114573253614","2206.4114573253614"
"1762548","2216.0232482326355","2216.0232482326355","2216.0232482326355"
"1763317","2212.1711674187814","2212.1711674187814","2212.1711674187814"
"1764086","2204.209421111758","2204.209421111758","2204.209421111758"
"1764855","2189.322391106148","2189.322391106148","2189.322391106148"
"1765624","2207.0942759815175","2207.0942759815175","2207.0942759815175"
"1766393","2214.515730187962","2214.515730187962","2214.515730187962"
"1767162","2212.449712358109","2212.449712358109","2212.449712358109"
"1767931","2211.339924561163","2211.339924561163","2211.339924561163"
"1768700","2204.141350831345","2204.141350831345","2204.141350831345"
"1769469","2208.8366007816776","2208.8366007816776","2208.8366007816776"
"1770238","2212.5328405125474","2212.5328405125474","2212.5328405125474"
"1771007","2214.6423747929325","2214.6423747929325","2214.6423747929325"
"1771776","2210.514469480306","2210.514469480306","2210.514469480306"
"1772545","2206.9221301647353","2206.9221301647353","2206.9221301647353"
"1773314","2210.973471582752","2210.973471582752","2210.973471582752"
"1774083","2200.985954409704","2200.985954409704","2200.985954409704"
"1774852","2211.6861342372204","2211.6861342372204","2211.6861342372204"
"1775621","2215.7327483829654","2215.7327483829654","2215.7327483829654"
"1776390","2219.6145897904676","2219.6145897904676","2219.6145897904676"
"1777159","2222.6069153032904","2222.6069153032904","2222.6069153032904"
"1777928","2208.773678102828","2208.773678102828","2208.773678102828"
"1778697","2214.413917167905","2214.413917167905","2214.413917167905"
"1779466","2212.2396446820926","2212.2396446820926","2212.2396446820926"
"1780235","2204.3113858420566","2204.3113858420566","2204.3113858420566"
"1781004","2210.594564786286","2210.594564786286","2210.594564786286"
"1781773","2208.7040154056053","2208.7040154056053","2208.7040154056053"
"1782542","2205.960721264595","2205.960721264595","2205.960721264595"
"1783311","2203.9543422594747","2203.9543422594747","2203.9543422594747"
"1784080","2202.226197296263","2202.226197296263","2202.226197296263"
"1784849","2203.9693193741964","2203.9693193741964","2203.9693193741964"
"1785618","2218.9640617436653","2218.9640617436653","2218.9640617436653"
"1786387","2215.2244281103526","2215.2244281103526","2215.2244281103526"
"1787156","2217.61011767215","2217.61011767215","2217.61011767215"
"1787925","2215.436545878782","2215.436545878782","2215.436545878782"
"1788694","2205.553336708644","2205.553336708644","2205.553336708644"
"1789463","2209.610142775381","2209.610142775381","2209.610142775381"
"1790232","2209.6397851317356","2209.6397851317356","2209.6397851317356"
"1791001","2216.4574161824253","2216.4574161824253","2216.4574161824253"
"1791770","2202.756142892809","2202.756142892809","2202.756142892809"
"1792539","2203.944131171165","2203.944131171165","2203.944131171165"
"1793308","2209.9477780814213","2209.9477780814213","2209.9477780814213"
"1794077","2212.6945357991217","2212.6945357991217","2212.6945357991217"
"1794846","2201.508222939756","2201.508222939756","2201.508222939756"
"1795615","2205.554674738804","2205.554674738804","2205.554674738804"
"1796384","2216.9809159525144","2216.9809159525144","2216.9809159525144"
"1797153","2222.73680186292","2222.73680186292","2222.73680186292"
"1797922","2193.5011414867467","2193.5011414867467","2193.5011414867467"
"1798691","2220.5598307083746","2220.5598307083746","2220.5598307083746"
"1799460","2223.2863797597847","2223.2863797597847","2223.2863797597847"
"1800229","2197.421025904884","2197.421025904884","2197.421025904884"
"1800998","2204.3964671155977","2204.3964671155977","2204.3964671155977"
"1801767","2211.4673945380587","2211.4673945380587","2211.4673945380587"
"1802536","2208.069943294745","2208.069943294745","2208.069943294745"
"1803305","2207.5509878456137","2207.5509878456137","2207.5509878456137"
"1804074","2208.8086266369473","2208.8086266369473","2208.8086266369473"
"1804843","2205.772421480541","2205.772421480541","2205.772421480541"
"1805612","2210.330370897423","2210.330370897423","2210.330370897423"
"1806381","2207.0089888503067","2207.0089888503067","2207.0089888503067"
"1807150","2209.609655211182","2209.609655211182","2209.609655211182"
"1807919","2217.0229604617643","2217.0229604617643","2217.0229604617643"
"1808688","2206.6394325186425","2206.6394325186425","2206.6394325186425"
"1809457","2207.9055154267116","2207.9055154267116","2207.9055154267116"
"1810226","2212.270641537134","2212.270641537134","2212.270641537134"
"1810995","2205.9211542843445","2205.9211542843445","2205.9211542843445"
"1811764","2203.0241608239903","2203.0241608239903","2203.0241608239903"
"1812533","2210.3818085914504","2210.3818085914504","2210.3818085914504"
"1813302","2210.458898566431","2210.458898566431","2210.458898566431"
"1814071","2204.6971048050523","2204.6971048050523","2204.6971048050523"
"1814840","2212.0957988311775","2212.0957988311775","2212.0957988311775"
"1815609","2216.772238469855","2216.772238469855","2216.772238469855"
"1816378","2206.9087181853915","2206.9087181853915","2206.9087181853915"
"1817147","2207.7119492506927","2207.7119492506927","2207.7119492506927"
"1817916","2207.8732639171285","2207.8732639171285","2207.8732639171285"
"1818685","2204.1125200886845","2204.1125200886845","2204.1125200886845"
"1819454","2221.0580234965046","2221.0580234965046","2221.0580234965046"
"1820223","2211.6662860649926","2211.6662860649926","2211.6662860649926"
"1820992","2211.599938009818","2211.599938009818","2211.599938009818"
"1821761","2215.3228674666834","2215.3228674666834","2215.3228674666834"
"1822530","2216.15259865829","2216.15259865829","2216.15259865829"
"1823299","2214.956058670194","2214.956058670194","2214.956058670194"
"1824068","2208.3921582891344","2208.3921582891344","2208.3921582891344"
"1824837","2213.6450493020893","2213.6450493020893","2213.6450493020893"
"1825606","2210.2583088073966","2210.2583088073966","2210.2583088073966"
"1826375","2219.606101633421","2219.606101633421","2219.606101633421"
"1827144","2212.0168636378785","2212.0168636378785","2212.0168636378785"
"1827913","2216.11784030242","2216.11784030242","2216.11784030242"
"1828682","2212.826191446788","2212.826191446788","2212.826191446788"
"1829451","2208.4819844565422","2208.4819844565422","2208.4819844565422"
"1830220","2211.7132837369686","2211.7132837369686","2211.7132837369686"
"1830989","2223.069744031786","2223.069744031786","2223.069744031786"
"1831758","2216.4269619982065","2216.4269619982065","2216.4269619982065"
"1832527","2214.399475998469","2214.399475998469","2214.399475998469"
"1833296","2219.80423913501","2219.80423913501","2219.80423913501"
"1834065","2220.809550087472","2220.809550087472","2220.809550087472"
"1834834","2208.236543644055","2208.236543644055","2208.236543644055"
"1835603","2203.793338415339","2203.793338415339","2203.793338415339"
"1836372","2213.791953658076","2213.791953658076","2213.791953658076"
"1837141","2214.537492374183","2214.537492374183","2214.537492374183"
"1837910","2209.2389117986045","2209.2389117986045","2209.2389117986045"
"1838679","2213.7804852920312","2213.7804852920312","2213.7804852920312"
"1839448","2206.8139752560664","2206.8139752560664","2206.8139752560664"
"1840217","2207.756948366369","2207.756948366369","2207.756948366369"
"1840986","2210.4530811998197","2210.4530811998197","2210.4530811998197"
"1841755","2225.508920504749","2225.508920504749","2225.508920504749"
"1842524","2214.525210892758","2214.525210892758","2214.525210892758"
"1843293","2216.616914443489","2216.616914443489","2216.616914443489"
"1844062","2210.6777602501284","2210.6777602501284","2210.6777602501284"
"1844831","2218.1693983655136","2218.1693983655136","2218.1693983655136"
"1845600","2199.822955455628","2199.822955455628","2199.822955455628"
"1846369","2215.174126041984","2215.174126041984","2215.174126041984"
"1847138","2212.915291982436","2212.915291982436","2212.915291982436"
"1847907","2212.2459971902445","2212.2459971902445","2212.2459971902445"
"1848676","2207.599980209513","2207.599980209513","2207.599980209513"
"1849445","2215.8789216850946","2215.8789216850946","2215.8789216850946"
"1850214","2213.955583718425","2213.955583718425","2213.955583718425"
"1850983","2215.0672140724582","2215.0672140724582","2215.0672140724582"
"1851752","2209.9761145985854","2209.9761145985854","2209.9761145985854"
"1852521","2209.0990624286815","2209.0990624286815","2209.0990624286815"
"1853290","2216.732799070347","2216.732799070347","2216.732799070347"
"1854059","2217.7331333596712","2217.7331333596712","2217.7331333596712"
"1854828","2217.3971462259315","2217.3971462259315","2217.3971462259315"
"1855597","2219.0418437761446","2219.0418437761446","2219.0418437761446"
"1856366","2208.147382082521","2208.147382082521","2208.147382082521"
"1857135","2221.641710789079","2221.641710789079","2221.641710789079"
"1857904","2207.786938503656","2207.786938503656","2207.786938503656"
"1858673","2214.160140157834","2214.160140157834","2214.160140157834"
"1859442","2221.1446895270647","2221.1446895270647","2221.1446895270647"
"1860211","2219.5524562426835","2219.5524562426835","2219.5524562426835"
"1860980","2218.3153847118583","2218.3153847118583","2218.3153847118583"
"1861749","2220.204372294247","2220.204372294247","2220.204372294247"
"1862518","2213.7443770311784","2213.7443770311784","2213.7443770311784"
"1863287","2216.8470520977467","2216.8470520977467","2216.8470520977467"
"1864056","2211.0971137238957","2211.0971137238957","2211.0971137238957"
"1864825","2221.147596686028","2221.147596686028","2221.147596686028"
"1865594","2215.967200184353","2215.967200184353","2215.967200184353"
"1866363","2221.976689996091","2221.976689996091","2221.976689996091"
"1867132","2212.1238240287944","2212.1238240287944","2212.1238240287944"
"1867901","2217.974266361","2217.974266361","2217.974266361"
"1868670","2220.9210878995364","2220.9210878995364","2220.9210878995364"
"1869439","2206.3469562700175","2206.3469562700175","2206.3469562700175"
"1870208","2211.644362632548","2211.644362632548","2211.644362632548"
"1870977","2205.8313035303386","2205.8313035303386","2205.8313035303386"
"1871746","2210.6807527984465","2210.6807527984465","2210.6807527984465"
