"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700226160.6368287--dipo-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700226160.6368287--dipo-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700226160.6368287--dipo-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1700226040.2150228--dipo-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1700226040.2150228--dipo-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1700226040.2150228--dipo-NocturneOp9No2 - train/return__MAX"
"178408","2088.8294798365014","2088.8294798365014","2088.8294798365014","2087.610555247478","2087.610555247478","2087.610555247478"
"179177","2071.483952603914","2071.483952603914","2071.483952603914","2085.757775316134","2085.757775316134","2085.757775316134"
"179946","2084.7642972067406","2084.7642972067406","2084.7642972067406","2091.531281303945","2091.531281303945","2091.531281303945"
"180715","2092.739239581185","2092.739239581185","2092.739239581185","2074.9871744398483","2074.9871744398483","2074.9871744398483"
"181484","2083.864836431144","2083.864836431144","2083.864836431144","2086.149985604429","2086.149985604429","2086.149985604429"
"182253","2090.335657390053","2090.335657390053","2090.335657390053","2100.2677767172568","2100.2677767172568","2100.2677767172568"
"183022","2094.5580772915705","2094.5580772915705","2094.5580772915705","2081.7506089379394","2081.7506089379394","2081.7506089379394"
"183791","2089.311402445406","2089.311402445406","2089.311402445406","2088.198622349156","2088.198622349156","2088.198622349156"
"184560","2090.9335099550417","2090.9335099550417","2090.9335099550417","2081.579759851955","2081.579759851955","2081.579759851955"
"185329","2081.285485551356","2081.285485551356","2081.285485551356","2091.2521432189506","2091.2521432189506","2091.2521432189506"
"186098","2094.284258413408","2094.284258413408","2094.284258413408","2100.3701134632606","2100.3701134632606","2100.3701134632606"
"186867","2099.9166307043456","2099.9166307043456","2099.9166307043456","2078.9771910366267","2078.9771910366267","2078.9771910366267"
"187636","2082.9126473213278","2082.9126473213278","2082.9126473213278","2087.319653171814","2087.319653171814","2087.319653171814"
"188405","2075.152634504158","2075.152634504158","2075.152634504158","2079.544211908853","2079.544211908853","2079.544211908853"
"189174","2091.253746165895","2091.253746165895","2091.253746165895","2096.434370958668","2096.434370958668","2096.434370958668"
"189943","2097.7623059091557","2097.7623059091557","2097.7623059091557","2103.2793118637746","2103.2793118637746","2103.2793118637746"
"190712","2080.249000472916","2080.249000472916","2080.249000472916","2102.264563932565","2102.264563932565","2102.264563932565"
"191481","2090.337702760297","2090.337702760297","2090.337702760297","2090.100841015336","2090.100841015336","2090.100841015336"
"192250","2077.5622540637833","2077.5622540637833","2077.5622540637833","2096.992406937545","2096.992406937545","2096.992406937545"
"193019","2103.241663943926","2103.241663943926","2103.241663943926","2092.506445977588","2092.506445977588","2092.506445977588"
"193788","2108.7254826635954","2108.7254826635954","2108.7254826635954","2095.0707325409226","2095.0707325409226","2095.0707325409226"
"194557","2082.86625178589","2082.86625178589","2082.86625178589","2090.224171124258","2090.224171124258","2090.224171124258"
"195326","2094.8967966641876","2094.8967966641876","2094.8967966641876","2082.9926288566535","2082.9926288566535","2082.9926288566535"
"196095","2097.9148267266964","2097.9148267266964","2097.9148267266964","2086.139141678884","2086.139141678884","2086.139141678884"
"196864","2091.8202500327247","2091.8202500327247","2091.8202500327247","2083.667080077281","2083.667080077281","2083.667080077281"
"197633","2093.6332856905206","2093.6332856905206","2093.6332856905206","2093.9662446493257","2093.9662446493257","2093.9662446493257"
"198402","2104.658994804089","2104.658994804089","2104.658994804089","2093.0260932879933","2093.0260932879933","2093.0260932879933"
"199171","2093.431072133409","2093.431072133409","2093.431072133409","2086.699917939067","2086.699917939067","2086.699917939067"
"199940","2100.984470750184","2100.984470750184","2100.984470750184","2093.5971901090825","2093.5971901090825","2093.5971901090825"
"200709","2104.7287433867277","2104.7287433867277","2104.7287433867277","2093.736369293565","2093.736369293565","2093.736369293565"
"201478","2087.7786587366854","2087.7786587366854","2087.7786587366854","2091.0954118957047","2091.0954118957047","2091.0954118957047"
"202247","2091.9759292134013","2091.9759292134013","2091.9759292134013","2109.2966358601852","2109.2966358601852","2109.2966358601852"
"203016","2101.834219063795","2101.834219063795","2101.834219063795","2107.126127291255","2107.126127291255","2107.126127291255"
"203785","2096.592169188869","2096.592169188869","2096.592169188869","2105.21664576152","2105.21664576152","2105.21664576152"
"204554","2094.4305274441595","2094.4305274441595","2094.4305274441595","2104.004201021134","2104.004201021134","2104.004201021134"
"205323","2108.3845329200176","2108.3845329200176","2108.3845329200176","2088.559654865347","2088.559654865347","2088.559654865347"
"206092","2087.304727522785","2087.304727522785","2087.304727522785","2095.266610937835","2095.266610937835","2095.266610937835"
"206861","2097.6968229496074","2097.6968229496074","2097.6968229496074","2094.6018155989004","2094.6018155989004","2094.6018155989004"
"207630","2096.000263623712","2096.000263623712","2096.000263623712","2102.8256207850986","2102.8256207850986","2102.8256207850986"
"208399","2090.7657640652046","2090.7657640652046","2090.7657640652046","2087.3699220136164","2087.3699220136164","2087.3699220136164"
"209168","2093.5436604111646","2093.5436604111646","2093.5436604111646","2091.612068230166","2091.612068230166","2091.612068230166"
"209937","2079.929000440162","2079.929000440162","2079.929000440162","2098.1348178199783","2098.1348178199783","2098.1348178199783"
"210706","2098.1175460961813","2098.1175460961813","2098.1175460961813","2098.9397523358098","2098.9397523358098","2098.9397523358098"
"211475","2099.7951577420604","2099.7951577420604","2099.7951577420604","2094.675817665537","2094.675817665537","2094.675817665537"
"212244","2083.6958574615905","2083.6958574615905","2083.6958574615905","2104.7218916764436","2104.7218916764436","2104.7218916764436"
"213013","2101.158905208219","2101.158905208219","2101.158905208219","2106.787468628644","2106.787468628644","2106.787468628644"
"213782","2103.1466723930284","2103.1466723930284","2103.1466723930284","2116.3493655280304","2116.3493655280304","2116.3493655280304"
"214551","2114.172340226702","2114.172340226702","2114.172340226702","2114.806327646128","2114.806327646128","2114.806327646128"
"215320","2103.877704990192","2103.877704990192","2103.877704990192","2097.1116670285855","2097.1116670285855","2097.1116670285855"
"216089","2101.472248453776","2101.472248453776","2101.472248453776","2106.6528031417624","2106.6528031417624","2106.6528031417624"
"216858","2099.673796379956","2099.673796379956","2099.673796379956","2082.4284257595177","2082.4284257595177","2082.4284257595177"
"217627","2099.293162369103","2099.293162369103","2099.293162369103","2108.897535876442","2108.897535876442","2108.897535876442"
"218396","2115.900519421054","2115.900519421054","2115.900519421054","2097.971390027732","2097.971390027732","2097.971390027732"
"219165","2105.6938117933532","2105.6938117933532","2105.6938117933532","2105.7741721241273","2105.7741721241273","2105.7741721241273"
"219934","2108.2671052814762","2108.2671052814762","2108.2671052814762","2099.3532451283586","2099.3532451283586","2099.3532451283586"
"220703","2103.335990196905","2103.335990196905","2103.335990196905","2099.973085378429","2099.973085378429","2099.973085378429"
"221472","2112.752903126184","2112.752903126184","2112.752903126184","2094.6828442102264","2094.6828442102264","2094.6828442102264"
"222241","2106.242573787722","2106.242573787722","2106.242573787722","2109.996547936002","2109.996547936002","2109.996547936002"
"223010","2107.4812350610196","2107.4812350610196","2107.4812350610196","2101.4637306601967","2101.4637306601967","2101.4637306601967"
"223779","2104.948888583859","2104.948888583859","2104.948888583859","2092.367883402679","2092.367883402679","2092.367883402679"
"224548","2103.109528749345","2103.109528749345","2103.109528749345","2104.3020214142052","2104.3020214142052","2104.3020214142052"
"225317","2110.9370759410667","2110.9370759410667","2110.9370759410667","2108.981328811579","2108.981328811579","2108.981328811579"
"226086","2108.051937307438","2108.051937307438","2108.051937307438","2098.911208592586","2098.911208592586","2098.911208592586"
"226855","2091.254542796131","2091.254542796131","2091.254542796131","2117.7352202128304","2117.7352202128304","2117.7352202128304"
"227624","2113.1348817354865","2113.1348817354865","2113.1348817354865","2122.8618960252425","2122.8618960252425","2122.8618960252425"
"228393","2107.038599979874","2107.038599979874","2107.038599979874","2116.587623720722","2116.587623720722","2116.587623720722"
"229162","2113.9008117888793","2113.9008117888793","2113.9008117888793","2103.924510694583","2103.924510694583","2103.924510694583"
"229931","2110.5547149411327","2110.5547149411327","2110.5547149411327","2112.1536420809284","2112.1536420809284","2112.1536420809284"
"230700","2113.369240759504","2113.369240759504","2113.369240759504","2102.953750222386","2102.953750222386","2102.953750222386"
"231469","2111.2040936108074","2111.2040936108074","2111.2040936108074","2105.266003883209","2105.266003883209","2105.266003883209"
"232238","2110.7510525899684","2110.7510525899684","2110.7510525899684","2110.976887036243","2110.976887036243","2110.976887036243"
"233007","2114.0064201578566","2114.0064201578566","2114.0064201578566","2112.4703395994597","2112.4703395994597","2112.4703395994597"
"233776","2109.4687830907324","2109.4687830907324","2109.4687830907324","2109.469404432908","2109.469404432908","2109.469404432908"
"234545","2114.7356966550883","2114.7356966550883","2114.7356966550883","2105.0404373594242","2105.0404373594242","2105.0404373594242"
"235314","2125.5669701910756","2125.5669701910756","2125.5669701910756","2120.1359284316572","2120.1359284316572","2120.1359284316572"
"236083","2112.290256189764","2112.290256189764","2112.290256189764","2107.0111131209505","2107.0111131209505","2107.0111131209505"
"236852","2108.5248641114563","2108.5248641114563","2108.5248641114563","2118.372026912193","2118.372026912193","2118.372026912193"
"237621","2102.987828755803","2102.987828755803","2102.987828755803","2118.868000257575","2118.868000257575","2118.868000257575"
"238390","2128.0283388090133","2128.0283388090133","2128.0283388090133","2118.828432427282","2118.828432427282","2118.828432427282"
"239159","2114.7371787279703","2114.7371787279703","2114.7371787279703","2122.8126826590264","2122.8126826590264","2122.8126826590264"
"239928","2117.239425539196","2117.239425539196","2117.239425539196","2118.5274027638343","2118.5274027638343","2118.5274027638343"
"240697","2133.076663897416","2133.076663897416","2133.076663897416","2090.256745790153","2090.256745790153","2090.256745790153"
"241466","2110.554135504741","2110.554135504741","2110.554135504741","2118.8847131775537","2118.8847131775537","2118.8847131775537"
"242235","2123.5435567948416","2123.5435567948416","2123.5435567948416","2115.1679991143046","2115.1679991143046","2115.1679991143046"
"243004","2124.5768226990494","2124.5768226990494","2124.5768226990494","2129.599839233854","2129.599839233854","2129.599839233854"
"243773","2105.627426770116","2105.627426770116","2105.627426770116","2113.785399205424","2113.785399205424","2113.785399205424"
"244542","2118.5076093542953","2118.5076093542953","2118.5076093542953","2113.057188740905","2113.057188740905","2113.057188740905"
"245311","2104.003336695921","2104.003336695921","2104.003336695921","2122.064107400029","2122.064107400029","2122.064107400029"
"246080","2111.858246217399","2111.858246217399","2111.858246217399","2122.62722953753","2122.62722953753","2122.62722953753"
"246849","2123.693782570816","2123.693782570816","2123.693782570816","2107.359050669502","2107.359050669502","2107.359050669502"
"247618","2123.102332676372","2123.102332676372","2123.102332676372","2113.849282232568","2113.849282232568","2113.849282232568"
"248387","2112.015184764592","2112.015184764592","2112.015184764592","2125.4642637171996","2125.4642637171996","2125.4642637171996"
"249156","2113.781767409612","2113.781767409612","2113.781767409612","2117.4325471317634","2117.4325471317634","2117.4325471317634"
"249925","2131.728306219049","2131.728306219049","2131.728306219049","2131.755853265179","2131.755853265179","2131.755853265179"
"250694","2123.387431947576","2123.387431947576","2123.387431947576","2117.8350894389455","2117.8350894389455","2117.8350894389455"
"251463","2115.5195325885925","2115.5195325885925","2115.5195325885925","2117.9396563460464","2117.9396563460464","2117.9396563460464"
"252232","2121.8774056489183","2121.8774056489183","2121.8774056489183","2113.6654554197557","2113.6654554197557","2113.6654554197557"
"253001","2128.625267755858","2128.625267755858","2128.625267755858","2120.4788365177833","2120.4788365177833","2120.4788365177833"
"253770","2119.411639480121","2119.411639480121","2119.411639480121","2110.142530413224","2110.142530413224","2110.142530413224"
"254539","2127.450472464021","2127.450472464021","2127.450472464021","2121.163075291721","2121.163075291721","2121.163075291721"
"255308","2124.2925454896263","2124.2925454896263","2124.2925454896263","2122.7748590909355","2122.7748590909355","2122.7748590909355"
"256077","2123.7166690644485","2123.7166690644485","2123.7166690644485","2126.2663443665706","2126.2663443665706","2126.2663443665706"
"256846","2124.563252455029","2124.563252455029","2124.563252455029","2127.837640138287","2127.837640138287","2127.837640138287"
"257615","2120.8502732954444","2120.8502732954444","2120.8502732954444","2116.569187295445","2116.569187295445","2116.569187295445"
"258384","2123.7471230272517","2123.7471230272517","2123.7471230272517","2118.5440055675754","2118.5440055675754","2118.5440055675754"
"259153","2125.3652797771806","2125.3652797771806","2125.3652797771806","2126.9247128206307","2126.9247128206307","2126.9247128206307"
"259922","2114.363206633154","2114.363206633154","2114.363206633154","2130.7496776639505","2130.7496776639505","2130.7496776639505"
"260691","2116.244189737995","2116.244189737995","2116.244189737995","2112.56241792972","2112.56241792972","2112.56241792972"
"261460","2115.911547628794","2115.911547628794","2115.911547628794","2125.9140396158946","2125.9140396158946","2125.9140396158946"
"262229","2113.268873089073","2113.268873089073","2113.268873089073","2121.197414579479","2121.197414579479","2121.197414579479"
"262998","2114.1033556102443","2114.1033556102443","2114.1033556102443","2130.7585446162248","2130.7585446162248","2130.7585446162248"
"263767","2113.6696801626754","2113.6696801626754","2113.6696801626754","2116.926071890362","2116.926071890362","2116.926071890362"
"264536","2116.883044635073","2116.883044635073","2116.883044635073","2116.750860046141","2116.750860046141","2116.750860046141"
"265305","2095.018893981464","2095.018893981464","2095.018893981464","2135.4032172755988","2135.4032172755988","2135.4032172755988"
"266074","2122.913661880217","2122.913661880217","2122.913661880217","2124.2832742084547","2124.2832742084547","2124.2832742084547"
"266843","2135.8294312329513","2135.8294312329513","2135.8294312329513","2129.9420387398222","2129.9420387398222","2129.9420387398222"
"267612","2119.9262281611336","2119.9262281611336","2119.9262281611336","2129.885007835246","2129.885007835246","2129.885007835246"
"268381","2124.0817326908436","2124.0817326908436","2124.0817326908436","2132.5935264105947","2132.5935264105947","2132.5935264105947"
"269150","2133.783033050142","2133.783033050142","2133.783033050142","2123.9232389240947","2123.9232389240947","2123.9232389240947"
"269919","2113.03180170431","2113.03180170431","2113.03180170431","2125.160169581038","2125.160169581038","2125.160169581038"
"270688","2116.0061296478348","2116.0061296478348","2116.0061296478348","2119.9477358624395","2119.9477358624395","2119.9477358624395"
"271457","2131.0243760952935","2131.0243760952935","2131.0243760952935","2128.122595315151","2128.122595315151","2128.122595315151"
"272226","2120.0310864923113","2120.0310864923113","2120.0310864923113","2126.5327658536276","2126.5327658536276","2126.5327658536276"
"272995","2119.3244932659063","2119.3244932659063","2119.3244932659063","2110.7456521624867","2110.7456521624867","2110.7456521624867"
"273764","2121.0346602424033","2121.0346602424033","2121.0346602424033","2129.136585012485","2129.136585012485","2129.136585012485"
"274533","2133.2215715083366","2133.2215715083366","2133.2215715083366","2138.2647936385924","2138.2647936385924","2138.2647936385924"
"275302","2087.227842301327","2087.227842301327","2087.227842301327","2128.914623618646","2128.914623618646","2128.914623618646"
"276071","2123.895470835185","2123.895470835185","2123.895470835185","2124.339041026758","2124.339041026758","2124.339041026758"
"276840","2129.5644529932965","2129.5644529932965","2129.5644529932965","2121.780427475322","2121.780427475322","2121.780427475322"
"277609","2120.931152245359","2120.931152245359","2120.931152245359","2130.283555107691","2130.283555107691","2130.283555107691"
"278378","2122.467102624207","2122.467102624207","2122.467102624207","2125.1364948992737","2125.1364948992737","2125.1364948992737"
"279147","2126.265986707781","2126.265986707781","2126.265986707781","2125.625708944638","2125.625708944638","2125.625708944638"
"279916","2130.6955802077036","2130.6955802077036","2130.6955802077036","2115.5466840986587","2115.5466840986587","2115.5466840986587"
"280685","2118.909920984991","2118.909920984991","2118.909920984991","2143.7736101233786","2143.7736101233786","2143.7736101233786"
"281454","2129.5968913715496","2129.5968913715496","2129.5968913715496","2135.6588207097584","2135.6588207097584","2135.6588207097584"
"282223","2134.9168624048807","2134.9168624048807","2134.9168624048807","2127.764814647515","2127.764814647515","2127.764814647515"
"282992","2102.052296595608","2102.052296595608","2102.052296595608","2123.5860645753337","2123.5860645753337","2123.5860645753337"
"283761","2111.8052242893627","2111.8052242893627","2111.8052242893627","2132.0172877062355","2132.0172877062355","2132.0172877062355"
"284530","2124.859660995179","2124.859660995179","2124.859660995179","2128.1920653403195","2128.1920653403195","2128.1920653403195"
"285299","2132.580818609128","2132.580818609128","2132.580818609128","2129.733891665594","2129.733891665594","2129.733891665594"
"286068","2126.3051190251617","2126.3051190251617","2126.3051190251617","2134.698603921551","2134.698603921551","2134.698603921551"
"286837","2135.555528308367","2135.555528308367","2135.555528308367","2141.3608624370663","2141.3608624370663","2141.3608624370663"
"287606","2124.574557454774","2124.574557454774","2124.574557454774","2133.4708256261843","2133.4708256261843","2133.4708256261843"
"288375","2130.933127164544","2130.933127164544","2130.933127164544","2117.8331873754596","2117.8331873754596","2117.8331873754596"
"289144","2134.8860879927247","2134.8860879927247","2134.8860879927247","2117.3207870536808","2117.3207870536808","2117.3207870536808"
"289913","2121.8903491312694","2121.8903491312694","2121.8903491312694","2127.556949321347","2127.556949321347","2127.556949321347"
"290682","2126.205474392335","2126.205474392335","2126.205474392335","2125.437641904017","2125.437641904017","2125.437641904017"
"291451","2137.802748245321","2137.802748245321","2137.802748245321","2130.5383359772513","2130.5383359772513","2130.5383359772513"
"292220","2126.2962104075496","2126.2962104075496","2126.2962104075496","2130.364871923992","2130.364871923992","2130.364871923992"
"292989","2127.170321593408","2127.170321593408","2127.170321593408","2132.1479333758607","2132.1479333758607","2132.1479333758607"
"293758","2129.7178570781875","2129.7178570781875","2129.7178570781875","2123.604056425485","2123.604056425485","2123.604056425485"
"294527","2129.994447640707","2129.994447640707","2129.994447640707","2138.9248089462226","2138.9248089462226","2138.9248089462226"
"295296","2115.762393105555","2115.762393105555","2115.762393105555","2137.8910684204934","2137.8910684204934","2137.8910684204934"
"296065","2139.527292246878","2139.527292246878","2139.527292246878","2142.23938779927","2142.23938779927","2142.23938779927"
"296834","2131.1700871848952","2131.1700871848952","2131.1700871848952","2119.584208265057","2119.584208265057","2119.584208265057"
"297603","2120.4878060777605","2120.4878060777605","2120.4878060777605","2137.642354930389","2137.642354930389","2137.642354930389"
"298372","2145.5402685726563","2145.5402685726563","2145.5402685726563","2134.186844095912","2134.186844095912","2134.186844095912"
"299141","2138.3519321599765","2138.3519321599765","2138.3519321599765","2115.361229011889","2115.361229011889","2115.361229011889"
"299910","2138.6379773247068","2138.6379773247068","2138.6379773247068","2131.8615279538753","2131.8615279538753","2131.8615279538753"
"300679","2124.4312423785327","2124.4312423785327","2124.4312423785327","2131.9509416926635","2131.9509416926635","2131.9509416926635"
"301448","2138.419598265824","2138.419598265824","2138.419598265824","2130.793220747508","2130.793220747508","2130.793220747508"
"302217","2137.051453369214","2137.051453369214","2137.051453369214","2126.7874799947704","2126.7874799947704","2126.7874799947704"
"302986","2125.2240067330167","2125.2240067330167","2125.2240067330167","2119.117659602723","2119.117659602723","2119.117659602723"
"303755","2139.806088720624","2139.806088720624","2139.806088720624","2130.906923072407","2130.906923072407","2130.906923072407"
"304524","2130.5102023575078","2130.5102023575078","2130.5102023575078","2132.6480648678707","2132.6480648678707","2132.6480648678707"
"305293","2133.389971995973","2133.389971995973","2133.389971995973","2110.4328511924195","2110.4328511924195","2110.4328511924195"
"306062","2135.675797741296","2135.675797741296","2135.675797741296","2137.962113227072","2137.962113227072","2137.962113227072"
"306831","2141.8049571602355","2141.8049571602355","2141.8049571602355","2136.434368610895","2136.434368610895","2136.434368610895"
"307600","2138.240261211553","2138.240261211553","2138.240261211553","2136.172173687951","2136.172173687951","2136.172173687951"
"308369","2142.2408355728267","2142.2408355728267","2142.2408355728267","2134.675903593736","2134.675903593736","2134.675903593736"
"309138","2130.478216232461","2130.478216232461","2130.478216232461","2124.28948978716","2124.28948978716","2124.28948978716"
"309907","2140.077431698857","2140.077431698857","2140.077431698857","2131.222831916528","2131.222831916528","2131.222831916528"
"310676","2126.041772945487","2126.041772945487","2126.041772945487","2132.5172896230074","2132.5172896230074","2132.5172896230074"
"311445","2143.5976785266225","2143.5976785266225","2143.5976785266225","2139.2310306523295","2139.2310306523295","2139.2310306523295"
"312214","2144.9391582630624","2144.9391582630624","2144.9391582630624","2134.8291643919574","2134.8291643919574","2134.8291643919574"
"312983","2136.8129211830123","2136.8129211830123","2136.8129211830123","2128.4183839322645","2128.4183839322645","2128.4183839322645"
"313752","2142.3968287164853","2142.3968287164853","2142.3968287164853","2130.810660741433","2130.810660741433","2130.810660741433"
"314521","2135.364049074015","2135.364049074015","2135.364049074015","2133.785218955374","2133.785218955374","2133.785218955374"
"315290","2140.887455051599","2140.887455051599","2140.887455051599","2134.69322921807","2134.69322921807","2134.69322921807"
"316059","2131.9409663540023","2131.9409663540023","2131.9409663540023","2124.701416223097","2124.701416223097","2124.701416223097"
"316828","2125.346507107526","2125.346507107526","2125.346507107526","2125.5656325086375","2125.5656325086375","2125.5656325086375"
"317597","2145.4484738591373","2145.4484738591373","2145.4484738591373","2136.5609777267387","2136.5609777267387","2136.5609777267387"
"318366","2131.433823226816","2131.433823226816","2131.433823226816","2144.160038468697","2144.160038468697","2144.160038468697"
"319135","2126.805702547005","2126.805702547005","2126.805702547005","2132.3077375450025","2132.3077375450025","2132.3077375450025"
"319904","2142.750655573931","2142.750655573931","2142.750655573931","2131.6123463248696","2131.6123463248696","2131.6123463248696"
"320673","2114.1956793912173","2114.1956793912173","2114.1956793912173","2120.5213602925555","2120.5213602925555","2120.5213602925555"
"321442","2143.788090511998","2143.788090511998","2143.788090511998","2132.3866903556363","2132.3866903556363","2132.3866903556363"
"322211","2114.489594031382","2114.489594031382","2114.489594031382","2128.8700215697713","2128.8700215697713","2128.8700215697713"
"322980","2139.9563224975664","2139.9563224975664","2139.9563224975664","2135.960963972536","2135.960963972536","2135.960963972536"
"323749","2148.4666340831873","2148.4666340831873","2148.4666340831873","2137.812948466529","2137.812948466529","2137.812948466529"
"324518","2143.6944346759997","2143.6944346759997","2143.6944346759997","2124.059868820003","2124.059868820003","2124.059868820003"
"325287","2138.676675146165","2138.676675146165","2138.676675146165","2145.1575153096414","2145.1575153096414","2145.1575153096414"
"326056","2141.9473734630556","2141.9473734630556","2141.9473734630556","2139.0094251638034","2139.0094251638034","2139.0094251638034"
"326825","2142.4364724230777","2142.4364724230777","2142.4364724230777","2127.8770656850556","2127.8770656850556","2127.8770656850556"
"327594","2141.6570697822776","2141.6570697822776","2141.6570697822776","2125.300598367026","2125.300598367026","2125.300598367026"
"328363","2127.819955786546","2127.819955786546","2127.819955786546","2123.257436728549","2123.257436728549","2123.257436728549"
"329132","2153.535827582828","2153.535827582828","2153.535827582828","2140.491610074607","2140.491610074607","2140.491610074607"
"329901","2135.477530146427","2135.477530146427","2135.477530146427","2134.73138247974","2134.73138247974","2134.73138247974"
"330670","2143.33015740591","2143.33015740591","2143.33015740591","2120.022446118137","2120.022446118137","2120.022446118137"
"331439","2144.510368476463","2144.510368476463","2144.510368476463","2142.6620136832917","2142.6620136832917","2142.6620136832917"
"332208","2125.5716693968325","2125.5716693968325","2125.5716693968325","2128.776731593906","2128.776731593906","2128.776731593906"
"332977","2142.284529428048","2142.284529428048","2142.284529428048","2145.1174199860707","2145.1174199860707","2145.1174199860707"
"333746","2146.792632683691","2146.792632683691","2146.792632683691","2121.7840823142355","2121.7840823142355","2121.7840823142355"
"334515","2150.20738014804","2150.20738014804","2150.20738014804","2131.1355634047163","2131.1355634047163","2131.1355634047163"
"335284","2153.3974646310544","2153.3974646310544","2153.3974646310544","2133.139368960953","2133.139368960953","2133.139368960953"
"336053","2133.61852494557","2133.61852494557","2133.61852494557","2143.92575188136","2143.92575188136","2143.92575188136"
"336822","2136.9306159271996","2136.9306159271996","2136.9306159271996","2146.188870957339","2146.188870957339","2146.188870957339"
"337591","2143.2174696293437","2143.2174696293437","2143.2174696293437","2127.095748092019","2127.095748092019","2127.095748092019"
"338360","2141.115635257158","2141.115635257158","2141.115635257158","2132.3067206928586","2132.3067206928586","2132.3067206928586"
"339129","2145.880369706079","2145.880369706079","2145.880369706079","2125.994245107911","2125.994245107911","2125.994245107911"
"339898","2150.345797262378","2150.345797262378","2150.345797262378","2141.042443051493","2141.042443051493","2141.042443051493"
"340667","2142.4883076764413","2142.4883076764413","2142.4883076764413","2125.1274156432105","2125.1274156432105","2125.1274156432105"
"341436","2140.6936209568685","2140.6936209568685","2140.6936209568685","2149.596706321489","2149.596706321489","2149.596706321489"
"342205","2149.585453681562","2149.585453681562","2149.585453681562","2144.0108328841347","2144.0108328841347","2144.0108328841347"
"342974","2150.0343294047366","2150.0343294047366","2150.0343294047366","2123.0809053701905","2123.0809053701905","2123.0809053701905"
"343743","2141.3587626800595","2141.3587626800595","2141.3587626800595","2135.1726763953548","2135.1726763953548","2135.1726763953548"
"344512","2141.647055607085","2141.647055607085","2141.647055607085","2145.804545351274","2145.804545351274","2145.804545351274"
"345281","2157.594576944972","2157.594576944972","2157.594576944972","2126.570470531749","2126.570470531749","2126.570470531749"
"346050","2131.2765823055965","2131.2765823055965","2131.2765823055965","2130.5846926634827","2130.5846926634827","2130.5846926634827"
"346819","2141.623780032513","2141.623780032513","2141.623780032513","2133.8000062073284","2133.8000062073284","2133.8000062073284"
"347588","2136.2037496938055","2136.2037496938055","2136.2037496938055","2145.044331433463","2145.044331433463","2145.044331433463"
"348357","2138.391103708639","2138.391103708639","2138.391103708639","2144.6440778474102","2144.6440778474102","2144.6440778474102"
"349126","2134.184526302283","2134.184526302283","2134.184526302283","2141.195128170665","2141.195128170665","2141.195128170665"
"349895","2148.4729901270493","2148.4729901270493","2148.4729901270493","2131.8726146218037","2131.8726146218037","2131.8726146218037"
"350664","2135.6848494596848","2135.6848494596848","2135.6848494596848","2123.2911158954635","2123.2911158954635","2123.2911158954635"
"351433","2134.696851726475","2134.696851726475","2134.696851726475","2128.3076185538343","2128.3076185538343","2128.3076185538343"
"352202","2143.149069783404","2143.149069783404","2143.149069783404","2144.563101150544","2144.563101150544","2144.563101150544"
"352971","2149.6814236553064","2149.6814236553064","2149.6814236553064","2124.5717075508346","2124.5717075508346","2124.5717075508346"
"353740","2150.4053826531676","2150.4053826531676","2150.4053826531676","2132.716944031236","2132.716944031236","2132.716944031236"
"354509","2135.598749523119","2135.598749523119","2135.598749523119","2127.8968411271885","2127.8968411271885","2127.8968411271885"
"355278","2143.1978704231706","2143.1978704231706","2143.1978704231706","2129.930799255011","2129.930799255011","2129.930799255011"
"356047","2154.6487521711833","2154.6487521711833","2154.6487521711833","2143.6439674688104","2143.6439674688104","2143.6439674688104"
"356816","2143.5834697739347","2143.5834697739347","2143.5834697739347","2147.521022843213","2147.521022843213","2147.521022843213"
"357585","2127.557193677319","2127.557193677319","2127.557193677319","2133.839958958397","2133.839958958397","2133.839958958397"
"358354","2136.0827373159595","2136.0827373159595","2136.0827373159595","2131.7895944040906","2131.7895944040906","2131.7895944040906"
"359123","2140.365725732011","2140.365725732011","2140.365725732011","2126.605390834677","2126.605390834677","2126.605390834677"
"359892","2141.7155444651844","2141.7155444651844","2141.7155444651844","2140.9469273795735","2140.9469273795735","2140.9469273795735"
"360661","2142.330311754556","2142.330311754556","2142.330311754556","2130.0943351101296","2130.0943351101296","2130.0943351101296"
"361430","2146.0239772798323","2146.0239772798323","2146.0239772798323","2136.535037596957","2136.535037596957","2136.535037596957"
"362199","2137.5371374991378","2137.5371374991378","2137.5371374991378","2132.2451719357523","2132.2451719357523","2132.2451719357523"
"362968","2143.471213392795","2143.471213392795","2143.471213392795","2152.179126030145","2152.179126030145","2152.179126030145"
"363737","2142.9831603084267","2142.9831603084267","2142.9831603084267","2148.368820161883","2148.368820161883","2148.368820161883"
"364506","2152.7202622524255","2152.7202622524255","2152.7202622524255","2143.905244498111","2143.905244498111","2143.905244498111"
