"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MAX"
"364506","2060.8269253745784","2060.8269253745784","2060.8269253745784","2163.851845556297","2163.851845556297","2163.851845556297"
"365275","2064.901210918067","2064.901210918067","2064.901210918067","2181.4896446635585","2181.4896446635585","2181.4896446635585"
"366044","2041.058220372127","2041.058220372127","2041.058220372127","2174.8505061464266","2174.8505061464266","2174.8505061464266"
"366813","2050.229334054452","2050.229334054452","2050.229334054452","2174.0488480617614","2174.0488480617614","2174.0488480617614"
"367582","2075.778751082281","2075.778751082281","2075.778751082281","2173.587137277197","2173.587137277197","2173.587137277197"
"368351","2058.0542254684933","2058.0542254684933","2058.0542254684933","2180.9081624675478","2180.9081624675478","2180.9081624675478"
"369120","2054.196830669121","2054.196830669121","2054.196830669121","2182.8273785992915","2182.8273785992915","2182.8273785992915"
"369889","2050.8149431866386","2050.8149431866386","2050.8149431866386","2172.1683553289836","2172.1683553289836","2172.1683553289836"
"370658","2059.2288922075472","2059.2288922075472","2059.2288922075472","2175.5124092225674","2175.5124092225674","2175.5124092225674"
"371427","2061.218442787799","2061.218442787799","2061.218442787799","2182.1377950188526","2182.1377950188526","2182.1377950188526"
"372196","2030.6195505584167","2030.6195505584167","2030.6195505584167","2169.4654645244887","2169.4654645244887","2169.4654645244887"
"372965","2056.3568544734608","2056.3568544734608","2056.3568544734608","2180.072265024154","2180.072265024154","2180.072265024154"
"373734","2040.6406655456342","2040.6406655456342","2040.6406655456342","2179.8155318590093","2179.8155318590093","2179.8155318590093"
"374503","2070.595494281745","2070.595494281745","2070.595494281745","2177.4833916833395","2177.4833916833395","2177.4833916833395"
"375272","2042.3916345188761","2042.3916345188761","2042.3916345188761","2178.1517051448823","2178.1517051448823","2178.1517051448823"
"376041","2053.7338112342563","2053.7338112342563","2053.7338112342563","2176.6708614466","2176.6708614466","2176.6708614466"
"376810","2080.853902338412","2080.853902338412","2080.853902338412","2177.1473154293017","2177.1473154293017","2177.1473154293017"
"377579","2037.4542792752359","2037.4542792752359","2037.4542792752359","2175.847676002514","2175.847676002514","2175.847676002514"
"378348","2052.6678898509153","2052.6678898509153","2052.6678898509153","2179.3875380763347","2179.3875380763347","2179.3875380763347"
"379117","2047.9830331753667","2047.9830331753667","2047.9830331753667","2183.9960931368682","2183.9960931368682","2183.9960931368682"
"379886","2073.8748890751667","2073.8748890751667","2073.8748890751667","2178.6152004957617","2178.6152004957617","2178.6152004957617"
"380655","2061.2408252157243","2061.2408252157243","2061.2408252157243","2168.299648463852","2168.299648463852","2168.299648463852"
"381424","2058.653931261995","2058.653931261995","2058.653931261995","2172.6799600813974","2172.6799600813974","2172.6799600813974"
"382193","2048.3053468437297","2048.3053468437297","2048.3053468437297","2177.3145583855285","2177.3145583855285","2177.3145583855285"
"382962","2046.0521574733405","2046.0521574733405","2046.0521574733405","2189.948660353254","2189.948660353254","2189.948660353254"
"383731","2057.6228851502915","2057.6228851502915","2057.6228851502915","2179.162151497741","2179.162151497741","2179.162151497741"
"384500","2060.650642360014","2060.650642360014","2060.650642360014","2184.884237207762","2184.884237207762","2184.884237207762"
"385269","2048.788503926209","2048.788503926209","2048.788503926209","2179.289608421053","2179.289608421053","2179.289608421053"
"386038","2043.3388157757315","2043.3388157757315","2043.3388157757315","2187.1263565648283","2187.1263565648283","2187.1263565648283"
"386807","2070.6074073011937","2070.6074073011937","2070.6074073011937","2173.98844954773","2173.98844954773","2173.98844954773"
"387576","2057.954342689883","2057.954342689883","2057.954342689883","2185.04872732608","2185.04872732608","2185.04872732608"
"388345","2071.5707100371606","2071.5707100371606","2071.5707100371606","2181.1577493683058","2181.1577493683058","2181.1577493683058"
"389114","2069.2963963852385","2069.2963963852385","2069.2963963852385","2179.1406018340804","2179.1406018340804","2179.1406018340804"
"389883","2068.7665691579778","2068.7665691579778","2068.7665691579778","2179.2517507516636","2179.2517507516636","2179.2517507516636"
"390652","2054.184084973724","2054.184084973724","2054.184084973724","2171.388506886811","2171.388506886811","2171.388506886811"
"391421","2038.7174295394439","2038.7174295394439","2038.7174295394439","2192.7745012077507","2192.7745012077507","2192.7745012077507"
"392190","2065.2519542878013","2065.2519542878013","2065.2519542878013","2170.4049762336267","2170.4049762336267","2170.4049762336267"
"392959","2035.353843661033","2035.353843661033","2035.353843661033","2180.266301886596","2180.266301886596","2180.266301886596"
"393728","2064.8233429860784","2064.8233429860784","2064.8233429860784","2175.5452074923373","2175.5452074923373","2175.5452074923373"
"394497","2051.887393904005","2051.887393904005","2051.887393904005","2180.785796640032","2180.785796640032","2180.785796640032"
"395266","2064.985854063162","2064.985854063162","2064.985854063162","2184.5649951691207","2184.5649951691207","2184.5649951691207"
"396035","2064.266272069265","2064.266272069265","2064.266272069265","2173.390033129347","2173.390033129347","2173.390033129347"
"396804","2071.09830608911","2071.09830608911","2071.09830608911","2169.7373589521053","2169.7373589521053","2169.7373589521053"
"397573","2052.7512222163937","2052.7512222163937","2052.7512222163937","2180.250754192998","2180.250754192998","2180.250754192998"
"398342","2053.492636908103","2053.492636908103","2053.492636908103","2172.2162232965716","2172.2162232965716","2172.2162232965716"
"399111","2061.8139061406346","2061.8139061406346","2061.8139061406346","2174.0901590811104","2174.0901590811104","2174.0901590811104"
"399880","2071.3273302670978","2071.3273302670978","2071.3273302670978","2185.924071916404","2185.924071916404","2185.924071916404"
"400649","2054.7600865948743","2054.7600865948743","2054.7600865948743","2179.735448809173","2179.735448809173","2179.735448809173"
"401418","2048.970401025966","2048.970401025966","2048.970401025966","2178.434639230307","2178.434639230307","2178.434639230307"
"402187","2053.6127251931052","2053.6127251931052","2053.6127251931052","2183.417722620963","2183.417722620963","2183.417722620963"
"402956","2071.2613785794642","2071.2613785794642","2071.2613785794642","2179.3184693178227","2179.3184693178227","2179.3184693178227"
"403725","2052.915990414043","2052.915990414043","2052.915990414043","2181.254905772162","2181.254905772162","2181.254905772162"
"404494","2062.2737400139285","2062.2737400139285","2062.2737400139285","2181.448666260944","2181.448666260944","2181.448666260944"
"405263","2071.1641471579696","2071.1641471579696","2071.1641471579696","2179.8439274087946","2179.8439274087946","2179.8439274087946"
"406032","2064.9055375871662","2064.9055375871662","2064.9055375871662","2170.4526144002134","2170.4526144002134","2170.4526144002134"
"406801","2053.8612648027593","2053.8612648027593","2053.8612648027593","2182.800998905862","2182.800998905862","2182.800998905862"
"407570","2062.895977730213","2062.895977730213","2062.895977730213","2185.601596618066","2185.601596618066","2185.601596618066"
"408339","2053.852467464049","2053.852467464049","2053.852467464049","2187.581486643756","2187.581486643756","2187.581486643756"
"409108","2057.641009512514","2057.641009512514","2057.641009512514","2171.986922326721","2171.986922326721","2171.986922326721"
"409877","2047.2171835843617","2047.2171835843617","2047.2171835843617","2178.0470048426287","2178.0470048426287","2178.0470048426287"
"410646","2061.159832300224","2061.159832300224","2061.159832300224","2185.059243069908","2185.059243069908","2185.059243069908"
"411415","2057.7008752096854","2057.7008752096854","2057.7008752096854","2170.136946851751","2170.136946851751","2170.136946851751"
"412184","2053.0389017064063","2053.0389017064063","2053.0389017064063","2190.7154866732126","2190.7154866732126","2190.7154866732126"
"412953","2044.4723710294306","2044.4723710294306","2044.4723710294306","2169.246963705968","2169.246963705968","2169.246963705968"
"413722","2055.561450345551","2055.561450345551","2055.561450345551","2187.401969468616","2187.401969468616","2187.401969468616"
"414491","2053.578304290221","2053.578304290221","2053.578304290221","2183.891483994927","2183.891483994927","2183.891483994927"
"415260","2036.1786817381092","2036.1786817381092","2036.1786817381092","2179.5514614708463","2179.5514614708463","2179.5514614708463"
"416029","2065.092293092449","2065.092293092449","2065.092293092449","2179.337956992121","2179.337956992121","2179.337956992121"
"416798","2053.265635341615","2053.265635341615","2053.265635341615","2167.13233703223","2167.13233703223","2167.13233703223"
"417567","2054.58968607832","2054.58968607832","2054.58968607832","2182.34488615989","2182.34488615989","2182.34488615989"
"418336","2054.7915000689677","2054.7915000689677","2054.7915000689677","2174.419244319858","2174.419244319858","2174.419244319858"
"419105","2073.266436367986","2073.266436367986","2073.266436367986","2184.5596097600674","2184.5596097600674","2184.5596097600674"
"419874","2053.3601888904927","2053.3601888904927","2053.3601888904927","2186.5159508920833","2186.5159508920833","2186.5159508920833"
"420643","2058.462984448716","2058.462984448716","2058.462984448716","2179.635478639048","2179.635478639048","2179.635478639048"
"421412","2070.7212167434323","2070.7212167434323","2070.7212167434323","2176.1032507399696","2176.1032507399696","2176.1032507399696"
"422181","2067.1067058150343","2067.1067058150343","2067.1067058150343","2179.5550225356155","2179.5550225356155","2179.5550225356155"
"422950","2065.6880702335884","2065.6880702335884","2065.6880702335884","2185.723751297593","2185.723751297593","2185.723751297593"
"423719","2064.173153386065","2064.173153386065","2064.173153386065","2174.159848982039","2174.159848982039","2174.159848982039"
"424488","2054.5392195299924","2054.5392195299924","2054.5392195299924","2178.5183940164407","2178.5183940164407","2178.5183940164407"
"425257","2060.7642073668426","2060.7642073668426","2060.7642073668426","2183.106019308964","2183.106019308964","2183.106019308964"
"426026","2046.2280468950505","2046.2280468950505","2046.2280468950505","2187.4010308767683","2187.4010308767683","2187.4010308767683"
"426795","2060.6628854190985","2060.6628854190985","2060.6628854190985","2186.6131771325304","2186.6131771325304","2186.6131771325304"
"427564","2082.676086266338","2082.676086266338","2082.676086266338","2186.782539200162","2186.782539200162","2186.782539200162"
"428333","2047.6420747622399","2047.6420747622399","2047.6420747622399","2190.579203535472","2190.579203535472","2190.579203535472"
"429102","2077.245499782855","2077.245499782855","2077.245499782855","2181.544080723752","2181.544080723752","2181.544080723752"
"429871","2064.1397443903293","2064.1397443903293","2064.1397443903293","2185.049533716918","2185.049533716918","2185.049533716918"
"430640","2056.0546107440077","2056.0546107440077","2056.0546107440077","2188.3323968681384","2188.3323968681384","2188.3323968681384"
"431409","2052.3651232758457","2052.3651232758457","2052.3651232758457","2192.5218200655418","2192.5218200655418","2192.5218200655418"
"432178","2053.4992137974723","2053.4992137974723","2053.4992137974723","2178.769967315736","2178.769967315736","2178.769967315736"
"432947","2043.4108963063907","2043.4108963063907","2043.4108963063907","2184.8854703904535","2184.8854703904535","2184.8854703904535"
"433716","2040.2082506536988","2040.2082506536988","2040.2082506536988","2176.5419642708603","2176.5419642708603","2176.5419642708603"
"434485","2081.633195845321","2081.633195845321","2081.633195845321","2180.1875166548857","2180.1875166548857","2180.1875166548857"
"435254","2063.095277530555","2063.095277530555","2063.095277530555","2188.3984384521036","2188.3984384521036","2188.3984384521036"
"436023","2041.2420029387563","2041.2420029387563","2041.2420029387563","2181.5144994924194","2181.5144994924194","2181.5144994924194"
"436792","2045.8822631276441","2045.8822631276441","2045.8822631276441","2167.4989805518053","2167.4989805518053","2167.4989805518053"
"437561","2059.005146240811","2059.005146240811","2059.005146240811","2178.422929782908","2178.422929782908","2178.422929782908"
"438330","2036.2716744549055","2036.2716744549055","2036.2716744549055","2179.717391444056","2179.717391444056","2179.717391444056"
"439099","2053.7495368116806","2053.7495368116806","2053.7495368116806","2182.8470832560415","2182.8470832560415","2182.8470832560415"
"439868","2058.4145449417256","2058.4145449417256","2058.4145449417256","2178.773893284135","2178.773893284135","2178.773893284135"
"440637","2044.671323720893","2044.671323720893","2044.671323720893","2180.0874510766466","2180.0874510766466","2180.0874510766466"
"441406","2056.094939756465","2056.094939756465","2056.094939756465","2184.177875573253","2184.177875573253","2184.177875573253"
"442175","2058.8796644987215","2058.8796644987215","2058.8796644987215","2180.0697948973","2180.0697948973","2180.0697948973"
"442944","2061.441118229398","2061.441118229398","2061.441118229398","2190.805383943798","2190.805383943798","2190.805383943798"
"443713","2067.4498489429407","2067.4498489429407","2067.4498489429407","2187.2627201030336","2187.2627201030336","2187.2627201030336"
"444482","2066.492215666449","2066.492215666449","2066.492215666449","2188.1326645332883","2188.1326645332883","2188.1326645332883"
"445251","2055.495632352147","2055.495632352147","2055.495632352147","2183.569798356238","2183.569798356238","2183.569798356238"
"446020","2071.6327859418284","2071.6327859418284","2071.6327859418284","2188.91581715767","2188.91581715767","2188.91581715767"
"446789","2060.733540203026","2060.733540203026","2060.733540203026","2186.2309015753995","2186.2309015753995","2186.2309015753995"
"447558","2030.0702872156746","2030.0702872156746","2030.0702872156746","2183.3235015580035","2183.3235015580035","2183.3235015580035"
"448327","2071.165674741685","2071.165674741685","2071.165674741685","2175.5158141275756","2175.5158141275756","2175.5158141275756"
"449096","2069.203816317317","2069.203816317317","2069.203816317317","2178.689313598407","2178.689313598407","2178.689313598407"
"449865","2048.065691554075","2048.065691554075","2048.065691554075","2185.9927621556544","2185.9927621556544","2185.9927621556544"
"450634","2064.4087228677827","2064.4087228677827","2064.4087228677827","2197.2340178573427","2197.2340178573427","2197.2340178573427"
"451403","2062.0698469109134","2062.0698469109134","2062.0698469109134","2189.3610378328685","2189.3610378328685","2189.3610378328685"
"452172","2065.7856921494426","2065.7856921494426","2065.7856921494426","2191.3778450124832","2191.3778450124832","2191.3778450124832"
"452941","2080.49485921741","2080.49485921741","2080.49485921741","2186.9577328339774","2186.9577328339774","2186.9577328339774"
"453710","2059.631568769806","2059.631568769806","2059.631568769806","2171.210686261887","2171.210686261887","2171.210686261887"
"454479","2047.6388967967473","2047.6388967967473","2047.6388967967473","2187.0514940220355","2187.0514940220355","2187.0514940220355"
"455248","2049.048506595595","2049.048506595595","2049.048506595595","2189.7958520034267","2189.7958520034267","2189.7958520034267"
"456017","2047.7420790038375","2047.7420790038375","2047.7420790038375","2181.167602869463","2181.167602869463","2181.167602869463"
"456786","2064.601883238673","2064.601883238673","2064.601883238673","2187.2500662865305","2187.2500662865305","2187.2500662865305"
"457555","2053.6220648531616","2053.6220648531616","2053.6220648531616","2187.501839840668","2187.501839840668","2187.501839840668"
"458324","2050.8686107195554","2050.8686107195554","2050.8686107195554","2195.612140549578","2195.612140549578","2195.612140549578"
"459093","2058.2460509122066","2058.2460509122066","2058.2460509122066","2178.5546890681594","2178.5546890681594","2178.5546890681594"
"459862","2056.2699869186563","2056.2699869186563","2056.2699869186563","2191.8731538198203","2191.8731538198203","2191.8731538198203"
"460631","2057.057866697194","2057.057866697194","2057.057866697194","2179.742680062723","2179.742680062723","2179.742680062723"
"461400","2056.2035475879334","2056.2035475879334","2056.2035475879334","2183.369077800308","2183.369077800308","2183.369077800308"
"462169","2050.0936907285527","2050.0936907285527","2050.0936907285527","2189.7070910288844","2189.7070910288844","2189.7070910288844"
"462938","2068.6007652173885","2068.6007652173885","2068.6007652173885","2186.5282639962993","2186.5282639962993","2186.5282639962993"
"463707","2069.0797131716618","2069.0797131716618","2069.0797131716618","2181.155019048264","2181.155019048264","2181.155019048264"
"464476","2068.883736004539","2068.883736004539","2068.883736004539","2184.9191428773433","2184.9191428773433","2184.9191428773433"
"465245","2072.468711450082","2072.468711450082","2072.468711450082","2192.531472599876","2192.531472599876","2192.531472599876"
"466014","2082.6294978899437","2082.6294978899437","2082.6294978899437","2194.8305630603377","2194.8305630603377","2194.8305630603377"
"466783","2047.8941000681873","2047.8941000681873","2047.8941000681873","2186.1112343686887","2186.1112343686887","2186.1112343686887"
"467552","2071.587941913798","2071.587941913798","2071.587941913798","2179.019291835366","2179.019291835366","2179.019291835366"
"468321","2068.970419973169","2068.970419973169","2068.970419973169","2174.5408259543087","2174.5408259543087","2174.5408259543087"
"469090","2055.7549717502725","2055.7549717502725","2055.7549717502725","2196.5690077958893","2196.5690077958893","2196.5690077958893"
"469859","2066.739278360974","2066.739278360974","2066.739278360974","2195.4254552640386","2195.4254552640386","2195.4254552640386"
"470628","2041.8657867044942","2041.8657867044942","2041.8657867044942","2183.379733721995","2183.379733721995","2183.379733721995"
"471397","2057.7154677090025","2057.7154677090025","2057.7154677090025","2175.984803632601","2175.984803632601","2175.984803632601"
"472166","2070.4770131802175","2070.4770131802175","2070.4770131802175","2187.6392828521175","2187.6392828521175","2187.6392828521175"
"472935","2042.6514122565786","2042.6514122565786","2042.6514122565786","2185.578035859535","2185.578035859535","2185.578035859535"
"473704","2042.675466861169","2042.675466861169","2042.675466861169","2184.81662006252","2184.81662006252","2184.81662006252"
"474473","2056.6775418812194","2056.6775418812194","2056.6775418812194","2176.0079392089992","2176.0079392089992","2176.0079392089992"
"475242","2055.226358095266","2055.226358095266","2055.226358095266","2189.778562793644","2189.778562793644","2189.778562793644"
"476011","2067.143757254347","2067.143757254347","2067.143757254347","2184.5727933948774","2184.5727933948774","2184.5727933948774"
"476780","2055.831717893342","2055.831717893342","2055.831717893342","2194.5140920156186","2194.5140920156186","2194.5140920156186"
"477549","2067.082188518419","2067.082188518419","2067.082188518419","2188.014783534798","2188.014783534798","2188.014783534798"
"478318","2068.413144274638","2068.413144274638","2068.413144274638","2181.676442136321","2181.676442136321","2181.676442136321"
"479087","2075.137798269629","2075.137798269629","2075.137798269629","2192.9854244855783","2192.9854244855783","2192.9854244855783"
"479856","2051.6118086428455","2051.6118086428455","2051.6118086428455","2178.084478441128","2178.084478441128","2178.084478441128"
"480625","2058.3951937504266","2058.3951937504266","2058.3951937504266","2183.7397156730076","2183.7397156730076","2183.7397156730076"
"481394","2068.6608600745503","2068.6608600745503","2068.6608600745503","2184.5776494338656","2184.5776494338656","2184.5776494338656"
"482163","2061.001830783312","2061.001830783312","2061.001830783312","2178.2407031702305","2178.2407031702305","2178.2407031702305"
"482932","2079.9674585912985","2079.9674585912985","2079.9674585912985","2185.730900686847","2185.730900686847","2185.730900686847"
"483701","2058.1148746127915","2058.1148746127915","2058.1148746127915","2188.605534930787","2188.605534930787","2188.605534930787"
"484470","2064.3549198849396","2064.3549198849396","2064.3549198849396","2194.035486139543","2194.035486139543","2194.035486139543"
"485239","2079.3197435840766","2079.3197435840766","2079.3197435840766","2184.7246011993216","2184.7246011993216","2184.7246011993216"
"486008","2073.434055023945","2073.434055023945","2073.434055023945","2180.508786967864","2180.508786967864","2180.508786967864"
"486777","2063.5791268091166","2063.5791268091166","2063.5791268091166","2176.4851053050033","2176.4851053050033","2176.4851053050033"
"487546","2077.903727465472","2077.903727465472","2077.903727465472","2180.6897330605775","2180.6897330605775","2180.6897330605775"
"488315","2062.4610006309167","2062.4610006309167","2062.4610006309167","2186.534132331594","2186.534132331594","2186.534132331594"
"489084","2064.030345226567","2064.030345226567","2064.030345226567","2194.5520667196934","2194.5520667196934","2194.5520667196934"
"489853","2058.8561412614645","2058.8561412614645","2058.8561412614645","2189.545257489303","2189.545257489303","2189.545257489303"
"490622","2066.3963441348064","2066.3963441348064","2066.3963441348064","2179.6680495186147","2179.6680495186147","2179.6680495186147"
"491391","2061.625701632504","2061.625701632504","2061.625701632504","2196.443275300653","2196.443275300653","2196.443275300653"
"492160","2068.30200581068","2068.30200581068","2068.30200581068","2191.936875651485","2191.936875651485","2191.936875651485"
"492929","2059.8246748902725","2059.8246748902725","2059.8246748902725","2176.9197496230736","2176.9197496230736","2176.9197496230736"
"493698","2064.362478888032","2064.362478888032","2064.362478888032","2185.1909124009094","2185.1909124009094","2185.1909124009094"
"494467","2074.4656550578493","2074.4656550578493","2074.4656550578493","2187.282535671925","2187.282535671925","2187.282535671925"
"495236","2053.473628429599","2053.473628429599","2053.473628429599","2198.7961050905787","2198.7961050905787","2198.7961050905787"
"496005","2064.7162763522","2064.7162763522","2064.7162763522","2190.9824438406017","2190.9824438406017","2190.9824438406017"
"496774","2055.6390356437996","2055.6390356437996","2055.6390356437996","2179.2029755214617","2179.2029755214617","2179.2029755214617"
"497543","2052.7979165595348","2052.7979165595348","2052.7979165595348","2172.7301572832816","2172.7301572832816","2172.7301572832816"
"498312","2060.9634552560206","2060.9634552560206","2060.9634552560206","2191.5277467896785","2191.5277467896785","2191.5277467896785"
"499081","2056.3121748639473","2056.3121748639473","2056.3121748639473","2183.8933687203385","2183.8933687203385","2183.8933687203385"
"499850","2064.1897656352935","2064.1897656352935","2064.1897656352935","2189.433565682852","2189.433565682852","2189.433565682852"
"500619","2064.9790009281173","2064.9790009281173","2064.9790009281173","2194.461213475165","2194.461213475165","2194.461213475165"
"501388","2060.8552550196187","2060.8552550196187","2060.8552550196187","2198.5114406919433","2198.5114406919433","2198.5114406919433"
"502157","2044.9811243840272","2044.9811243840272","2044.9811243840272","2193.763724089426","2193.763724089426","2193.763724089426"
"502926","2057.5223270358397","2057.5223270358397","2057.5223270358397","2191.0176525856295","2191.0176525856295","2191.0176525856295"
"503695","2047.090003971883","2047.090003971883","2047.090003971883","2187.4504492978845","2187.4504492978845","2187.4504492978845"
"504464","2059.8269622722755","2059.8269622722755","2059.8269622722755","2186.9640676128115","2186.9640676128115","2186.9640676128115"
"505233","2074.5492876072058","2074.5492876072058","2074.5492876072058","2187.8031602620777","2187.8031602620777","2187.8031602620777"
"506002","2073.1751186272045","2073.1751186272045","2073.1751186272045","2180.7369766812917","2180.7369766812917","2180.7369766812917"
"506771","2072.5081457785673","2072.5081457785673","2072.5081457785673","2193.4691778814663","2193.4691778814663","2193.4691778814663"
"507540","2064.0000830282493","2064.0000830282493","2064.0000830282493","2177.7403770244355","2177.7403770244355","2177.7403770244355"
"508309","2048.4620419993244","2048.4620419993244","2048.4620419993244","2179.484860146283","2179.484860146283","2179.484860146283"
"509078","2052.1771503401615","2052.1771503401615","2052.1771503401615","2182.4593980445757","2182.4593980445757","2182.4593980445757"
"509847","2047.472760590414","2047.472760590414","2047.472760590414","2179.259946193144","2179.259946193144","2179.259946193144"
"510616","2062.400570472333","2062.400570472333","2062.400570472333","2194.1131392965217","2194.1131392965217","2194.1131392965217"
"511385","2071.939256422638","2071.939256422638","2071.939256422638","2187.6362054460146","2187.6362054460146","2187.6362054460146"
"512154","2065.163634794416","2065.163634794416","2065.163634794416","2195.9172378827197","2195.9172378827197","2195.9172378827197"
"512923","2062.75338641225","2062.75338641225","2062.75338641225","2191.5618687894093","2191.5618687894093","2191.5618687894093"
"513692","2074.3080702701136","2074.3080702701136","2074.3080702701136","2175.337300918908","2175.337300918908","2175.337300918908"
"514461","2073.9174722415187","2073.9174722415187","2073.9174722415187","2190.1448800761727","2190.1448800761727","2190.1448800761727"
"515230","2059.594181402398","2059.594181402398","2059.594181402398","2188.6186120747934","2188.6186120747934","2188.6186120747934"
"515999","2051.1785998986106","2051.1785998986106","2051.1785998986106","2184.961925038612","2184.961925038612","2184.961925038612"
"516768","2059.573126753047","2059.573126753047","2059.573126753047","2183.84553195822","2183.84553195822","2183.84553195822"
"517537","2067.7379154032883","2067.7379154032883","2067.7379154032883","2180.523196453641","2180.523196453641","2180.523196453641"
"518306","2055.1574897126447","2055.1574897126447","2055.1574897126447","2193.2247125476238","2193.2247125476238","2193.2247125476238"
"519075","2066.716486160074","2066.716486160074","2066.716486160074","2190.9783503574013","2190.9783503574013","2190.9783503574013"
"519844","2079.8782482847055","2079.8782482847055","2079.8782482847055","2192.6831919036576","2192.6831919036576","2192.6831919036576"
"520613","2058.495956180547","2058.495956180547","2058.495956180547","2185.088572074824","2185.088572074824","2185.088572074824"
"521382","2056.9052764378075","2056.9052764378075","2056.9052764378075","2187.388287375286","2187.388287375286","2187.388287375286"
"522151","2067.8384053985087","2067.8384053985087","2067.8384053985087","2194.938507029529","2194.938507029529","2194.938507029529"
"522920","2060.6850225643393","2060.6850225643393","2060.6850225643393","2191.423201669129","2191.423201669129","2191.423201669129"
"523689","2044.012605638233","2044.012605638233","2044.012605638233","2178.5152110157032","2178.5152110157032","2178.5152110157032"
"524458","2060.680328488887","2060.680328488887","2060.680328488887","2198.3356334196415","2198.3356334196415","2198.3356334196415"
"525227","2045.60508500948","2045.60508500948","2045.60508500948","2184.4473917715923","2184.4473917715923","2184.4473917715923"
"525996","2072.6546112113324","2072.6546112113324","2072.6546112113324","2194.9345477713505","2194.9345477713505","2194.9345477713505"
"526765","2059.0740258881274","2059.0740258881274","2059.0740258881274","2190.3167517068746","2190.3167517068746","2190.3167517068746"
"527534","2054.649696530976","2054.649696530976","2054.649696530976","2175.832966827597","2175.832966827597","2175.832966827597"
"528303","2062.6056953239035","2062.6056953239035","2062.6056953239035","2182.6546622274623","2182.6546622274623","2182.6546622274623"
"529072","2068.3864962486455","2068.3864962486455","2068.3864962486455","2180.665248940105","2180.665248940105","2180.665248940105"
"529841","2061.1918880752437","2061.1918880752437","2061.1918880752437","2192.3756840978963","2192.3756840978963","2192.3756840978963"
"530610","2063.8955191264736","2063.8955191264736","2063.8955191264736","2199.504061595568","2199.504061595568","2199.504061595568"
"531379","2089.975535643034","2089.975535643034","2089.975535643034","2177.0336500812264","2177.0336500812264","2177.0336500812264"
"532148","2064.7505794360322","2064.7505794360322","2064.7505794360322","2166.8545023942434","2166.8545023942434","2166.8545023942434"
"532917","2068.910996612588","2068.910996612588","2068.910996612588","2171.003112043147","2171.003112043147","2171.003112043147"
"533686","2056.8549083334206","2056.8549083334206","2056.8549083334206","2191.31462682251","2191.31462682251","2191.31462682251"
"534455","2063.7883989305205","2063.7883989305205","2063.7883989305205","2193.195320449922","2193.195320449922","2193.195320449922"
"535224","2062.5965654418537","2062.5965654418537","2062.5965654418537","2191.8848554593005","2191.8848554593005","2191.8848554593005"
"535993","2069.3082374706837","2069.3082374706837","2069.3082374706837","2188.4000178157435","2188.4000178157435","2188.4000178157435"
"536762","2058.1151757241255","2058.1151757241255","2058.1151757241255","2191.42974490106","2191.42974490106","2191.42974490106"
"537531","","","","2187.3346342647014","2187.3346342647014","2187.3346342647014"
"538300","","","","2199.5263643389085","2199.5263643389085","2199.5263643389085"
"539069","","","","2181.735155073004","2181.735155073004","2181.735155073004"
"539838","","","","2191.38894977549","2191.38894977549","2191.38894977549"
"540607","","","","2191.669269634307","2191.669269634307","2191.669269634307"
"541376","","","","2188.8051213935223","2188.8051213935223","2188.8051213935223"
"542145","","","","2183.7859209958333","2183.7859209958333","2183.7859209958333"
"542914","","","","2186.9692913714384","2186.9692913714384","2186.9692913714384"
"543683","","","","2184.344841818974","2184.344841818974","2184.344841818974"
"544452","","","","2186.970752576164","2186.970752576164","2186.970752576164"
"545221","","","","2178.998685896803","2178.998685896803","2178.998685896803"
"545990","","","","2187.6480612520454","2187.6480612520454","2187.6480612520454"
"546759","","","","2192.159253116147","2192.159253116147","2192.159253116147"
"547528","","","","2185.413909055042","2185.413909055042","2185.413909055042"
"548297","","","","2190.033581680125","2190.033581680125","2190.033581680125"
"549066","","","","2202.2052889697284","2202.2052889697284","2202.2052889697284"
"549835","","","","2190.1652883129095","2190.1652883129095","2190.1652883129095"
"550604","","","","2190.2010739419725","2190.2010739419725","2190.2010739419725"
"551373","","","","2192.8316869042987","2192.8316869042987","2192.8316869042987"
"552142","","","","2186.5033089621256","2186.5033089621256","2186.5033089621256"
"552911","","","","2182.7067138244547","2182.7067138244547","2182.7067138244547"
"553680","","","","2187.4029488029105","2187.4029488029105","2187.4029488029105"
"554449","","","","2187.6148564071364","2187.6148564071364","2187.6148564071364"
"555218","","","","2193.425679884132","2193.425679884132","2193.425679884132"
"555987","","","","2185.6456200128205","2185.6456200128205","2185.6456200128205"
