"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700057138.4773772--dipoDroQ-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700057138.4773772--dipoDroQ-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700057138.4773772--dipoDroQ-clipaction-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MAX"
"13731","1351.1451158167558","1351.1451158167558","1351.1451158167558","1219.8819265288075","1219.8819265288075","1219.8819265288075"
"14328","1352.325868650076","1352.325868650076","1352.325868650076","1202.7404524015938","1202.7404524015938","1202.7404524015938"
"14925","1382.6809847819452","1382.6809847819452","1382.6809847819452","1229.3158846406075","1229.3158846406075","1229.3158846406075"
"15522","1371.8617223215226","1371.8617223215226","1371.8617223215226","1255.501167325173","1255.501167325173","1255.501167325173"
"16119","1395.8311367146594","1395.8311367146594","1395.8311367146594","1253.6368884860788","1253.6368884860788","1253.6368884860788"
"16716","1406.9967941398718","1406.9967941398718","1406.9967941398718","1285.0834213983558","1285.0834213983558","1285.0834213983558"
"17313","1445.51914095656","1445.51914095656","1445.51914095656","1276.773407407663","1276.773407407663","1276.773407407663"
"17910","1451.402444421988","1451.402444421988","1451.402444421988","1282.8431549808327","1282.8431549808327","1282.8431549808327"
"18507","1462.7359105140192","1462.7359105140192","1462.7359105140192","1292.2836899300355","1292.2836899300355","1292.2836899300355"
"19104","1449.8687350139603","1449.8687350139603","1449.8687350139603","1329.0776864546813","1329.0776864546813","1329.0776864546813"
"19701","1456.8674061836014","1456.8674061836014","1456.8674061836014","1340.27439337284","1340.27439337284","1340.27439337284"
"20298","1479.222731700746","1479.222731700746","1479.222731700746","1378.7504173885814","1378.7504173885814","1378.7504173885814"
"20895","1476.1023158923458","1476.1023158923458","1476.1023158923458","1389.5604232114774","1389.5604232114774","1389.5604232114774"
"21492","1508.2444289729308","1508.2444289729308","1508.2444289729308","1397.7436642666655","1397.7436642666655","1397.7436642666655"
"22089","1507.0911596701458","1507.0911596701458","1507.0911596701458","1416.8814670757467","1416.8814670757467","1416.8814670757467"
"22686","1505.5217506630656","1505.5217506630656","1505.5217506630656","1446.4238048898885","1446.4238048898885","1446.4238048898885"
"23283","1523.1688849126542","1523.1688849126542","1523.1688849126542","1461.335865065241","1461.335865065241","1461.335865065241"
"23880","1515.2427405230485","1515.2427405230485","1515.2427405230485","1462.8567020663431","1462.8567020663431","1462.8567020663431"
"24477","1538.8840469233214","1538.8840469233214","1538.8840469233214","1462.997192501133","1462.997192501133","1462.997192501133"
"25074","1541.8083518258895","1541.8083518258895","1541.8083518258895","1487.2938053043124","1487.2938053043124","1487.2938053043124"
"25671","1540.8116627190657","1540.8116627190657","1540.8116627190657","1474.1555790016398","1474.1555790016398","1474.1555790016398"
"26268","1541.3880051368446","1541.3880051368446","1541.3880051368446","1503.2352795840181","1503.2352795840181","1503.2352795840181"
"26865","1553.664145788043","1553.664145788043","1553.664145788043","1520.3811753524813","1520.3811753524813","1520.3811753524813"
"27462","1559.5316931779876","1559.5316931779876","1559.5316931779876","1539.2224615847388","1539.2224615847388","1539.2224615847388"
"28059","1556.1498604280011","1556.1498604280011","1556.1498604280011","1525.0215131514963","1525.0215131514963","1525.0215131514963"
"28656","1552.6903394066887","1552.6903394066887","1552.6903394066887","1546.406311644502","1546.406311644502","1546.406311644502"
"29253","1575.5416687371558","1575.5416687371558","1575.5416687371558","1532.6241198733464","1532.6241198733464","1532.6241198733464"
"29850","1560.435702132808","1560.435702132808","1560.435702132808","1554.3417692543915","1554.3417692543915","1554.3417692543915"
"30447","1552.0132449297637","1552.0132449297637","1552.0132449297637","1566.4937264431123","1566.4937264431123","1566.4937264431123"
"31044","1570.3499198951422","1570.3499198951422","1570.3499198951422","1573.4111332600921","1573.4111332600921","1573.4111332600921"
"31641","1580.6884188681515","1580.6884188681515","1580.6884188681515","1564.5940684071986","1564.5940684071986","1564.5940684071986"
"32238","1575.9308076718355","1575.9308076718355","1575.9308076718355","1590.0942389839367","1590.0942389839367","1590.0942389839367"
"32835","1587.9747299195355","1587.9747299195355","1587.9747299195355","1597.4836140400735","1597.4836140400735","1597.4836140400735"
"33432","1593.2832791582575","1593.2832791582575","1593.2832791582575","1595.0543370907808","1595.0543370907808","1595.0543370907808"
"34029","1603.079865422771","1603.079865422771","1603.079865422771","1591.7890926773825","1591.7890926773825","1591.7890926773825"
"34626","1593.6639834399398","1593.6639834399398","1593.6639834399398","1603.9479548693528","1603.9479548693528","1603.9479548693528"
"35223","1594.7182810955735","1594.7182810955735","1594.7182810955735","1610.1920032593544","1610.1920032593544","1610.1920032593544"
"35820","1597.4947864069259","1597.4947864069259","1597.4947864069259","1617.684116789715","1617.684116789715","1617.684116789715"
"36417","1605.8163776479726","1605.8163776479726","1605.8163776479726","1622.3670013662763","1622.3670013662763","1622.3670013662763"
"37014","1595.095515341512","1595.095515341512","1595.095515341512","1620.0441637339259","1620.0441637339259","1620.0441637339259"
"37611","1611.2417389188486","1611.2417389188486","1611.2417389188486","1623.137792417641","1623.137792417641","1623.137792417641"
"38208","1607.386420210822","1607.386420210822","1607.386420210822","1624.8123407208554","1624.8123407208554","1624.8123407208554"
"38805","1617.4543495826035","1617.4543495826035","1617.4543495826035","1632.8427308248718","1632.8427308248718","1632.8427308248718"
"39402","1606.19411194892","1606.19411194892","1606.19411194892","1625.453283423035","1625.453283423035","1625.453283423035"
"39999","1625.4264318046717","1625.4264318046717","1625.4264318046717","1627.600408829814","1627.600408829814","1627.600408829814"
"40596","1618.899664661512","1618.899664661512","1618.899664661512","1634.0221329612784","1634.0221329612784","1634.0221329612784"
"41193","1622.665142904064","1622.665142904064","1622.665142904064","1641.5758271644397","1641.5758271644397","1641.5758271644397"
"41790","1605.4243482597665","1605.4243482597665","1605.4243482597665","1647.6450766678745","1647.6450766678745","1647.6450766678745"
"42387","1614.2655038725163","1614.2655038725163","1614.2655038725163","1650.6718971498797","1650.6718971498797","1650.6718971498797"
"42984","1631.1828568613932","1631.1828568613932","1631.1828568613932","1651.2293326406066","1651.2293326406066","1651.2293326406066"
"43581","1630.3831441901575","1630.3831441901575","1630.3831441901575","1649.5210264678356","1649.5210264678356","1649.5210264678356"
"44178","1631.4567840546333","1631.4567840546333","1631.4567840546333","1649.510325438965","1649.510325438965","1649.510325438965"
"44775","1627.2718401013724","1627.2718401013724","1627.2718401013724","1664.0604642087526","1664.0604642087526","1664.0604642087526"
"45372","1640.6263197029737","1640.6263197029737","1640.6263197029737","1658.011306692402","1658.011306692402","1658.011306692402"
"45969","1643.960306945406","1643.960306945406","1643.960306945406","1667.077547520854","1667.077547520854","1667.077547520854"
"46566","1620.0711694319334","1620.0711694319334","1620.0711694319334","1661.7383446678023","1661.7383446678023","1661.7383446678023"
"47163","1628.602404880912","1628.602404880912","1628.602404880912","1666.0308170316298","1666.0308170316298","1666.0308170316298"
"47760","1638.7555256205583","1638.7555256205583","1638.7555256205583","1662.306506202373","1662.306506202373","1662.306506202373"
"48357","1643.7482451198273","1643.7482451198273","1643.7482451198273","1670.8816624316319","1670.8816624316319","1670.8816624316319"
"48954","1625.9689704115206","1625.9689704115206","1625.9689704115206","1679.05494493685","1679.05494493685","1679.05494493685"
"49551","1636.2585397914054","1636.2585397914054","1636.2585397914054","1683.1316905838078","1683.1316905838078","1683.1316905838078"
"50148","1633.5877544471339","1633.5877544471339","1633.5877544471339","1682.6001172138328","1682.6001172138328","1682.6001172138328"
"50745","1626.9038807583495","1626.9038807583495","1626.9038807583495","1677.2377613511298","1677.2377613511298","1677.2377613511298"
"51342","1646.2732497283887","1646.2732497283887","1646.2732497283887","1682.9304086867085","1682.9304086867085","1682.9304086867085"
"51939","1644.8743736158854","1644.8743736158854","1644.8743736158854","1687.386784095946","1687.386784095946","1687.386784095946"
"52536","1632.1706876131013","1632.1706876131013","1632.1706876131013","1687.6467540381066","1687.6467540381066","1687.6467540381066"
"53133","1641.7916081323276","1641.7916081323276","1641.7916081323276","1685.310624484949","1685.310624484949","1685.310624484949"
"53730","1656.8802675204372","1656.8802675204372","1656.8802675204372","1680.1668214584406","1680.1668214584406","1680.1668214584406"
"54327","1644.2342280011974","1644.2342280011974","1644.2342280011974","1685.8809998451718","1685.8809998451718","1685.8809998451718"
"54924","1642.989203506419","1642.989203506419","1642.989203506419","1689.8089879214617","1689.8089879214617","1689.8089879214617"
"55521","1627.1849465641296","1627.1849465641296","1627.1849465641296","1699.7296541512421","1699.7296541512421","1699.7296541512421"
"56118","1643.38079734577","1643.38079734577","1643.38079734577","1693.6415469650315","1693.6415469650315","1693.6415469650315"
"56715","1636.5202080608653","1636.5202080608653","1636.5202080608653","1697.474264307214","1697.474264307214","1697.474264307214"
"57312","1636.4640468530004","1636.4640468530004","1636.4640468530004","1689.1669605824054","1689.1669605824054","1689.1669605824054"
"57909","1661.613402296541","1661.613402296541","1661.613402296541","1687.911667657791","1687.911667657791","1687.911667657791"
"58506","1654.761602371977","1654.761602371977","1654.761602371977","1701.7375753991819","1701.7375753991819","1701.7375753991819"
"59103","1658.1556236877113","1658.1556236877113","1658.1556236877113","1701.5578442952983","1701.5578442952983","1701.5578442952983"
"59700","1642.741205657356","1642.741205657356","1642.741205657356","1703.6942221012712","1703.6942221012712","1703.6942221012712"
"60297","1635.547752331672","1635.547752331672","1635.547752331672","1698.429355140229","1698.429355140229","1698.429355140229"
"60894","1634.2868247194972","1634.2868247194972","1634.2868247194972","1707.378735885161","1707.378735885161","1707.378735885161"
"61491","1618.052373601629","1618.052373601629","1618.052373601629","1700.8882294306152","1700.8882294306152","1700.8882294306152"
"62088","1646.2628723054934","1646.2628723054934","1646.2628723054934","1707.8192121198213","1707.8192121198213","1707.8192121198213"
"62685","1652.6549210767514","1652.6549210767514","1652.6549210767514","1696.4739211097929","1696.4739211097929","1696.4739211097929"
"63282","1673.4289219793732","1673.4289219793732","1673.4289219793732","1700.6275937837083","1700.6275937837083","1700.6275937837083"
"63879","1656.79246049946","1656.79246049946","1656.79246049946","1711.5835670504327","1711.5835670504327","1711.5835670504327"
"64476","1661.7724074874782","1661.7724074874782","1661.7724074874782","1710.0783966405281","1710.0783966405281","1710.0783966405281"
"65073","1641.669019971702","1641.669019971702","1641.669019971702","1694.2453544312227","1694.2453544312227","1694.2453544312227"
"65670","1640.399448923993","1640.399448923993","1640.399448923993","1701.9910034589604","1701.9910034589604","1701.9910034589604"
"66267","1650.9186471794742","1650.9186471794742","1650.9186471794742","1702.5865713935007","1702.5865713935007","1702.5865713935007"
"66864","1652.14694599759","1652.14694599759","1652.14694599759","1715.5426384048603","1715.5426384048603","1715.5426384048603"
"67461","1673.5861961980775","1673.5861961980775","1673.5861961980775","1706.3345212122877","1706.3345212122877","1706.3345212122877"
"68058","1645.9981372255763","1645.9981372255763","1645.9981372255763","1714.9314914891852","1714.9314914891852","1714.9314914891852"
"68655","1645.1076103899263","1645.1076103899263","1645.1076103899263","1701.8667427101486","1701.8667427101486","1701.8667427101486"
"69252","1650.656046779511","1650.656046779511","1650.656046779511","1718.7989676629768","1718.7989676629768","1718.7989676629768"
"69849","1674.7497824865995","1674.7497824865995","1674.7497824865995","1705.0242372356045","1705.0242372356045","1705.0242372356045"
"70446","1640.390538268633","1640.390538268633","1640.390538268633","1708.8737228328612","1708.8737228328612","1708.8737228328612"
"71043","1664.4683908414802","1664.4683908414802","1664.4683908414802","1699.2140105382045","1699.2140105382045","1699.2140105382045"
"71640","1652.7396810084654","1652.7396810084654","1652.7396810084654","1715.3864469363978","1715.3864469363978","1715.3864469363978"
"72237","1618.1300751198783","1618.1300751198783","1618.1300751198783","1717.1377471058083","1717.1377471058083","1717.1377471058083"
"72834","1677.0524376296128","1677.0524376296128","1677.0524376296128","1720.8028768918941","1720.8028768918941","1720.8028768918941"
"73431","1663.8242531017008","1663.8242531017008","1663.8242531017008","1725.062354769967","1725.062354769967","1725.062354769967"
"74028","1686.5840438509617","1686.5840438509617","1686.5840438509617","1706.4895671194145","1706.4895671194145","1706.4895671194145"
"74625","1664.688438506235","1664.688438506235","1664.688438506235","1729.4276861774374","1729.4276861774374","1729.4276861774374"
"75222","1672.6220522230192","1672.6220522230192","1672.6220522230192","1731.3390196697592","1731.3390196697592","1731.3390196697592"
"75819","1670.1202252908179","1670.1202252908179","1670.1202252908179","1720.0198744795618","1720.0198744795618","1720.0198744795618"
"76416","1657.4164465931337","1657.4164465931337","1657.4164465931337","1722.144045868114","1722.144045868114","1722.144045868114"
"77013","1654.0129573362133","1654.0129573362133","1654.0129573362133","1734.2017046996266","1734.2017046996266","1734.2017046996266"
"77610","1681.7202705722868","1681.7202705722868","1681.7202705722868","1725.371270441009","1725.371270441009","1725.371270441009"
"78207","1671.9545722632845","1671.9545722632845","1671.9545722632845","1725.0552385998108","1725.0552385998108","1725.0552385998108"
"78804","1686.3819704523046","1686.3819704523046","1686.3819704523046","1712.4711005185247","1712.4711005185247","1712.4711005185247"
"79401","1672.6682176255933","1672.6682176255933","1672.6682176255933","1731.0566690209341","1731.0566690209341","1731.0566690209341"
"79998","1684.1353201339184","1684.1353201339184","1684.1353201339184","1731.8693503839693","1731.8693503839693","1731.8693503839693"
"80595","1674.3971233633538","1674.3971233633538","1674.3971233633538","1729.4904842435722","1729.4904842435722","1729.4904842435722"
"81192","1683.756014757754","1683.756014757754","1683.756014757754","1736.640265103926","1736.640265103926","1736.640265103926"
"81789","1692.6056665509745","1692.6056665509745","1692.6056665509745","1730.9063118243218","1730.9063118243218","1730.9063118243218"
"82386","1680.884294785877","1680.884294785877","1680.884294785877","1717.6739099019828","1717.6739099019828","1717.6739099019828"
"82983","1699.4488272897313","1699.4488272897313","1699.4488272897313","1733.339882599877","1733.339882599877","1733.339882599877"
"83580","1683.1937306849268","1683.1937306849268","1683.1937306849268","1736.0824867254632","1736.0824867254632","1736.0824867254632"
"84177","1708.9646446834042","1708.9646446834042","1708.9646446834042","1732.7280181638687","1732.7280181638687","1732.7280181638687"
"84774","1672.4499147641875","1672.4499147641875","1672.4499147641875","1730.7435428875615","1730.7435428875615","1730.7435428875615"
"85371","1700.1325431555451","1700.1325431555451","1700.1325431555451","1723.014789882492","1723.014789882492","1723.014789882492"
"85968","1670.225551738519","1670.225551738519","1670.225551738519","1738.1323646756514","1738.1323646756514","1738.1323646756514"
"86565","1673.7029166722423","1673.7029166722423","1673.7029166722423","1732.301048399409","1732.301048399409","1732.301048399409"
"87162","1692.3312895924876","1692.3312895924876","1692.3312895924876","1727.459108211139","1727.459108211139","1727.459108211139"
"87759","1715.0218582741068","1715.0218582741068","1715.0218582741068","1705.406517345362","1705.406517345362","1705.406517345362"
"88356","1705.4973255723808","1705.4973255723808","1705.4973255723808","1734.9481856861255","1734.9481856861255","1734.9481856861255"
"88953","1714.3210577720333","1714.3210577720333","1714.3210577720333","1732.8564325330017","1732.8564325330017","1732.8564325330017"
"89550","1685.0486496485992","1685.0486496485992","1685.0486496485992","1738.7764113267835","1738.7764113267835","1738.7764113267835"
"90147","1693.272194447007","1693.272194447007","1693.272194447007","1750.8449675509578","1750.8449675509578","1750.8449675509578"
"90744","1715.6927732156407","1715.6927732156407","1715.6927732156407","1733.719358426563","1733.719358426563","1733.719358426563"
"91341","1672.5259848980554","1672.5259848980554","1672.5259848980554","1747.5627377956057","1747.5627377956057","1747.5627377956057"
"91938","1702.599953807316","1702.599953807316","1702.599953807316","1753.811798131168","1753.811798131168","1753.811798131168"
"92535","1672.8189040245034","1672.8189040245034","1672.8189040245034","1748.9760901298505","1748.9760901298505","1748.9760901298505"
"93132","1714.9123273602863","1714.9123273602863","1714.9123273602863","1747.806839779414","1747.806839779414","1747.806839779414"
"93729","1700.2613756074516","1700.2613756074516","1700.2613756074516","1742.86436949466","1742.86436949466","1742.86436949466"
"94326","1697.3533776801337","1697.3533776801337","1697.3533776801337","1746.5537231358269","1746.5537231358269","1746.5537231358269"
"94923","1717.0409107425248","1717.0409107425248","1717.0409107425248","1745.1276484427774","1745.1276484427774","1745.1276484427774"
"95520","1704.687313819069","1704.687313819069","1704.687313819069","1742.9768216368984","1742.9768216368984","1742.9768216368984"
"96117","1711.5964862561557","1711.5964862561557","1711.5964862561557","1733.8707264869934","1733.8707264869934","1733.8707264869934"
"96714","1705.2612754903978","1705.2612754903978","1705.2612754903978","1746.1268451648432","1746.1268451648432","1746.1268451648432"
"97311","1713.7290958224376","1713.7290958224376","1713.7290958224376","1757.300033088469","1757.300033088469","1757.300033088469"
"97908","1709.3596114050397","1709.3596114050397","1709.3596114050397","1742.72171878735","1742.72171878735","1742.72171878735"
"98505","1685.7857715033588","1685.7857715033588","1685.7857715033588","1753.1128216452078","1753.1128216452078","1753.1128216452078"
"99102","1715.6586364143575","1715.6586364143575","1715.6586364143575","1760.1263329788555","1760.1263329788555","1760.1263329788555"
"99699","1699.3724026552209","1699.3724026552209","1699.3724026552209","1740.8164912658278","1740.8164912658278","1740.8164912658278"
"100296","1683.190060565112","1683.190060565112","1683.190060565112","1741.6481030141724","1741.6481030141724","1741.6481030141724"
"100893","1691.1708107544573","1691.1708107544573","1691.1708107544573","1755.0357015531745","1755.0357015531745","1755.0357015531745"
"101490","1694.7745495186678","1694.7745495186678","1694.7745495186678","1737.1384914398795","1737.1384914398795","1737.1384914398795"
"102087","1704.2264727415745","1704.2264727415745","1704.2264727415745","1760.9426174550529","1760.9426174550529","1760.9426174550529"
"102684","1705.2425270780548","1705.2425270780548","1705.2425270780548","1758.084162930141","1758.084162930141","1758.084162930141"
"103281","1699.6473097416642","1699.6473097416642","1699.6473097416642","1767.5489247007436","1767.5489247007436","1767.5489247007436"
"103878","1720.5229249418576","1720.5229249418576","1720.5229249418576","1752.928117651924","1752.928117651924","1752.928117651924"
"104475","1687.5931082479228","1687.5931082479228","1687.5931082479228","1772.561133648961","1772.561133648961","1772.561133648961"
"105072","1710.3945623768477","1710.3945623768477","1710.3945623768477","1750.1608645049","1750.1608645049","1750.1608645049"
"105669","1730.2166622421214","1730.2166622421214","1730.2166622421214","1770.8739854089822","1770.8739854089822","1770.8739854089822"
"106266","1698.704139682541","1698.704139682541","1698.704139682541","1765.1702040481998","1765.1702040481998","1765.1702040481998"
"106863","1708.231334899252","1708.231334899252","1708.231334899252","1757.1514466390713","1757.1514466390713","1757.1514466390713"
"107460","1721.578078057012","1721.578078057012","1721.578078057012","1785.397577232893","1785.397577232893","1785.397577232893"
"108057","1737.195554498955","1737.195554498955","1737.195554498955","1747.222909972521","1747.222909972521","1747.222909972521"
"108654","1708.8117541418937","1708.8117541418937","1708.8117541418937","1770.5061687514153","1770.5061687514153","1770.5061687514153"
"109251","1705.1577089350176","1705.1577089350176","1705.1577089350176","1770.1921451191743","1770.1921451191743","1770.1921451191743"
"109848","1705.4406864058476","1705.4406864058476","1705.4406864058476","1767.0867842194366","1767.0867842194366","1767.0867842194366"
"110445","1718.8987822614938","1718.8987822614938","1718.8987822614938","1743.542627034131","1743.542627034131","1743.542627034131"
"111042","1717.6533148137714","1717.6533148137714","1717.6533148137714","1759.7348974226627","1759.7348974226627","1759.7348974226627"
"111639","1710.9319062906306","1710.9319062906306","1710.9319062906306","1757.3751125537212","1757.3751125537212","1757.3751125537212"
"112236","1712.5586676232053","1712.5586676232053","1712.5586676232053","1757.243613362596","1757.243613362596","1757.243613362596"
"112833","1731.8649659708844","1731.8649659708844","1731.8649659708844","1762.3572399680793","1762.3572399680793","1762.3572399680793"
"113430","1700.9798497906731","1700.9798497906731","1700.9798497906731","1776.761662367896","1776.761662367896","1776.761662367896"
"114027","1702.989752859446","1702.989752859446","1702.989752859446","1771.5396733469536","1771.5396733469536","1771.5396733469536"
"114624","1715.472311417015","1715.472311417015","1715.472311417015","1772.8531504835105","1772.8531504835105","1772.8531504835105"
"115221","1729.732330596418","1729.732330596418","1729.732330596418","1762.8447558775724","1762.8447558775724","1762.8447558775724"
"115818","1730.754020928749","1730.754020928749","1730.754020928749","1745.581146290604","1745.581146290604","1745.581146290604"
"116415","1721.5452231091645","1721.5452231091645","1721.5452231091645","1775.1933085636201","1775.1933085636201","1775.1933085636201"
"117012","1739.5569355586808","1739.5569355586808","1739.5569355586808","1758.1999351833401","1758.1999351833401","1758.1999351833401"
"117609","1710.185506681235","1710.185506681235","1710.185506681235","1756.9783234147199","1756.9783234147199","1756.9783234147199"
"118206","1712.9291713541702","1712.9291713541702","1712.9291713541702","1766.1149524799068","1766.1149524799068","1766.1149524799068"
"118803","1724.8905766331773","1724.8905766331773","1724.8905766331773","1779.5753442628218","1779.5753442628218","1779.5753442628218"
"119400","1727.3250337912593","1727.3250337912593","1727.3250337912593","1768.5332411983372","1768.5332411983372","1768.5332411983372"
"119997","1729.8159165233933","1729.8159165233933","1729.8159165233933","1785.7531642811502","1785.7531642811502","1785.7531642811502"
"120594","1728.2880695216045","1728.2880695216045","1728.2880695216045","1753.7074531798726","1753.7074531798726","1753.7074531798726"
"121191","1713.8896931581116","1713.8896931581116","1713.8896931581116","1753.8518156740283","1753.8518156740283","1753.8518156740283"
"121788","1739.6422176057406","1739.6422176057406","1739.6422176057406","1760.0365021483296","1760.0365021483296","1760.0365021483296"
"122385","1723.7452494770323","1723.7452494770323","1723.7452494770323","1758.2738829203201","1758.2738829203201","1758.2738829203201"
"122982","1735.3118659845184","1735.3118659845184","1735.3118659845184","1774.845737027356","1774.845737027356","1774.845737027356"
"123579","1744.2978752926742","1744.2978752926742","1744.2978752926742","1766.0682740889367","1766.0682740889367","1766.0682740889367"
"124176","1739.9917601914055","1739.9917601914055","1739.9917601914055","1771.0335382689004","1771.0335382689004","1771.0335382689004"
"124773","1730.3849118304724","1730.3849118304724","1730.3849118304724","1769.8943516468128","1769.8943516468128","1769.8943516468128"
"125370","1744.3077807580737","1744.3077807580737","1744.3077807580737","1785.187352311455","1785.187352311455","1785.187352311455"
"125967","1733.5090994805619","1733.5090994805619","1733.5090994805619","1760.238052410908","1760.238052410908","1760.238052410908"
"126564","1733.025877393525","1733.025877393525","1733.025877393525","1777.909536205521","1777.909536205521","1777.909536205521"
"127161","1718.6313428669946","1718.6313428669946","1718.6313428669946","1767.0453733619333","1767.0453733619333","1767.0453733619333"
"127758","1727.835457998303","1727.835457998303","1727.835457998303","1773.0038578490971","1773.0038578490971","1773.0038578490971"
"128355","1729.9250584082463","1729.9250584082463","1729.9250584082463","1770.1392337051332","1770.1392337051332","1770.1392337051332"
"128952","1735.1682672250456","1735.1682672250456","1735.1682672250456","1760.1592293980968","1760.1592293980968","1760.1592293980968"
"129549","1742.8099063595528","1742.8099063595528","1742.8099063595528","1784.0213353205675","1784.0213353205675","1784.0213353205675"
"130146","1729.018716778883","1729.018716778883","1729.018716778883","1773.8131896239104","1773.8131896239104","1773.8131896239104"
"130743","1720.4586134889882","1720.4586134889882","1720.4586134889882","1782.566456679122","1782.566456679122","1782.566456679122"
"131340","1729.558741783654","1729.558741783654","1729.558741783654","1780.5096393195865","1780.5096393195865","1780.5096393195865"
"131937","1731.0945812628693","1731.0945812628693","1731.0945812628693","1782.5351886362403","1782.5351886362403","1782.5351886362403"
"132534","1733.0967452152108","1733.0967452152108","1733.0967452152108","1779.798629890648","1779.798629890648","1779.798629890648"
"133131","1708.3614492581773","1708.3614492581773","1708.3614492581773","1773.65794780502","1773.65794780502","1773.65794780502"
"133728","1738.5451956496424","1738.5451956496424","1738.5451956496424","1783.2426059179177","1783.2426059179177","1783.2426059179177"
"134325","1751.5387346314249","1751.5387346314249","1751.5387346314249","1767.989811600689","1767.989811600689","1767.989811600689"
"134922","1737.4908546445834","1737.4908546445834","1737.4908546445834","1780.7643432095977","1780.7643432095977","1780.7643432095977"
"135519","1734.452148520709","1734.452148520709","1734.452148520709","1780.9752512398934","1780.9752512398934","1780.9752512398934"
"136116","1728.146444618728","1728.146444618728","1728.146444618728","1770.8762027954117","1770.8762027954117","1770.8762027954117"
"136713","1728.7980140403072","1728.7980140403072","1728.7980140403072","1786.1925473334288","1786.1925473334288","1786.1925473334288"
"137310","1731.0190732403194","1731.0190732403194","1731.0190732403194","1773.2708418935454","1773.2708418935454","1773.2708418935454"
