"Step","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700045843__test - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700045843__test - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700045843__test - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MAX"
"240697","1293.6138357201207","1293.6138357201207","1293.6138357201207","1462.1704549856922","1462.1704549856922","1462.1704549856922","1352.5223826254319","1352.5223826254319","1352.5223826254319"
"241466","1244.5463468318846","1244.5463468318846","1244.5463468318846","1451.7786295958558","1451.7786295958558","1451.7786295958558","1354.9343750425478","1354.9343750425478","1354.9343750425478"
"242235","1316.8253023077407","1316.8253023077407","1316.8253023077407","1429.9807857019787","1429.9807857019787","1429.9807857019787","1352.4045468691454","1352.4045468691454","1352.4045468691454"
"243004","1312.6664786121632","1312.6664786121632","1312.6664786121632","1457.7056146804691","1457.7056146804691","1457.7056146804691","1357.2212556304396","1357.2212556304396","1357.2212556304396"
"243773","1317.453559615054","1317.453559615054","1317.453559615054","1441.8415617908763","1441.8415617908763","1441.8415617908763","1349.7829405694981","1349.7829405694981","1349.7829405694981"
"244542","1235.9196006199872","1235.9196006199872","1235.9196006199872","1420.3436408692444","1420.3436408692444","1420.3436408692444","1366.1881033938273","1366.1881033938273","1366.1881033938273"
"245311","1196.3452936185424","1196.3452936185424","1196.3452936185424","1407.7500501507818","1407.7500501507818","1407.7500501507818","1340.3670108774163","1340.3670108774163","1340.3670108774163"
"246080","1268.548764888893","1268.548764888893","1268.548764888893","1365.2007340794978","1365.2007340794978","1365.2007340794978","1337.409981289991","1337.409981289991","1337.409981289991"
"246849","1295.7823915802285","1295.7823915802285","1295.7823915802285","1401.054512631131","1401.054512631131","1401.054512631131","1360.3915423208352","1360.3915423208352","1360.3915423208352"
"247618","1298.731653750903","1298.731653750903","1298.731653750903","1404.1498692583768","1404.1498692583768","1404.1498692583768","1371.2770542967276","1371.2770542967276","1371.2770542967276"
"248387","1326.6012888700918","1326.6012888700918","1326.6012888700918","1420.2309520738363","1420.2309520738363","1420.2309520738363","1367.8016641397817","1367.8016641397817","1367.8016641397817"
"249156","1295.8222670900477","1295.8222670900477","1295.8222670900477","1402.3481779948472","1402.3481779948472","1402.3481779948472","1366.0761957452203","1366.0761957452203","1366.0761957452203"
"249925","1354.9533905279643","1354.9533905279643","1354.9533905279643","1395.6535345440357","1395.6535345440357","1395.6535345440357","1356.2832171523162","1356.2832171523162","1356.2832171523162"
"250694","1362.8289144026614","1362.8289144026614","1362.8289144026614","1376.7950506996197","1376.7950506996197","1376.7950506996197","1351.0413706568452","1351.0413706568452","1351.0413706568452"
"251463","1376.595311091975","1376.595311091975","1376.595311091975","1397.3154834713453","1397.3154834713453","1397.3154834713453","1345.1031599740832","1345.1031599740832","1345.1031599740832"
"252232","1378.2260104425775","1378.2260104425775","1378.2260104425775","1432.9491738835156","1432.9491738835156","1432.9491738835156","1333.6683169954663","1333.6683169954663","1333.6683169954663"
"253001","1381.1168489383713","1381.1168489383713","1381.1168489383713","1403.185540065856","1403.185540065856","1403.185540065856","1340.774885426575","1340.774885426575","1340.774885426575"
"253770","1381.0770042850827","1381.0770042850827","1381.0770042850827","1422.2594718558444","1422.2594718558444","1422.2594718558444","1330.6343922109315","1330.6343922109315","1330.6343922109315"
"254539","1389.8733026561426","1389.8733026561426","1389.8733026561426","1427.6603944690373","1427.6603944690373","1427.6603944690373","1326.0673872954123","1326.0673872954123","1326.0673872954123"
"255308","1387.1900655355241","1387.1900655355241","1387.1900655355241","1415.1756457770853","1415.1756457770853","1415.1756457770853","1316.1765686284334","1316.1765686284334","1316.1765686284334"
"256077","1395.700307427839","1395.700307427839","1395.700307427839","1428.6847625591784","1428.6847625591784","1428.6847625591784","1325.8575291894786","1325.8575291894786","1325.8575291894786"
"256846","1378.8027998160887","1378.8027998160887","1378.8027998160887","1418.5167165159073","1418.5167165159073","1418.5167165159073","1324.4779941025881","1324.4779941025881","1324.4779941025881"
"257615","1379.0301685721954","1379.0301685721954","1379.0301685721954","1457.4043455984847","1457.4043455984847","1457.4043455984847","1314.8711383340276","1314.8711383340276","1314.8711383340276"
"258384","1379.703789507793","1379.703789507793","1379.703789507793","1452.5922418361185","1452.5922418361185","1452.5922418361185","1324.3008132906996","1324.3008132906996","1324.3008132906996"
"259153","1382.4978134074206","1382.4978134074206","1382.4978134074206","1457.488968280392","1457.488968280392","1457.488968280392","1337.363648999671","1337.363648999671","1337.363648999671"
"259922","1390.4325975526197","1390.4325975526197","1390.4325975526197","1458.0550981653155","1458.0550981653155","1458.0550981653155","1329.5164809489233","1329.5164809489233","1329.5164809489233"
"260691","1401.4302025014567","1401.4302025014567","1401.4302025014567","1438.847445198573","1438.847445198573","1438.847445198573","1323.126807220661","1323.126807220661","1323.126807220661"
"261460","1402.7537324290552","1402.7537324290552","1402.7537324290552","1433.9341723031355","1433.9341723031355","1433.9341723031355","1329.7836582958023","1329.7836582958023","1329.7836582958023"
"262229","1397.8241423433565","1397.8241423433565","1397.8241423433565","1441.2554067745014","1441.2554067745014","1441.2554067745014","1334.7432926692886","1334.7432926692886","1334.7432926692886"
"262998","1398.6756955501858","1398.6756955501858","1398.6756955501858","1451.021266783201","1451.021266783201","1451.021266783201","1325.4496414265552","1325.4496414265552","1325.4496414265552"
"263767","1393.0667898575318","1393.0667898575318","1393.0667898575318","1443.7583721244","1443.7583721244","1443.7583721244","1335.9011080271932","1335.9011080271932","1335.9011080271932"
"264536","1389.9494862229815","1389.9494862229815","1389.9494862229815","1452.9935600372748","1452.9935600372748","1452.9935600372748","1344.2842857315252","1344.2842857315252","1344.2842857315252"
"265305","1342.245465592665","1342.245465592665","1342.245465592665","1442.110010039556","1442.110010039556","1442.110010039556","1336.208954802815","1336.208954802815","1336.208954802815"
"266074","1330.7452094886241","1330.7452094886241","1330.7452094886241","1454.7540738219936","1454.7540738219936","1454.7540738219936","1335.6853433910383","1335.6853433910383","1335.6853433910383"
"266843","1302.4922195068566","1302.4922195068566","1302.4922195068566","1460.4073874424928","1460.4073874424928","1460.4073874424928","1332.1113765683476","1332.1113765683476","1332.1113765683476"
"267612","1399.3058039460768","1399.3058039460768","1399.3058039460768","1457.2093710609997","1457.2093710609997","1457.2093710609997","1361.9794832374573","1361.9794832374573","1361.9794832374573"
"268381","1396.4546177267725","1396.4546177267725","1396.4546177267725","1448.9075287573503","1448.9075287573503","1448.9075287573503","1363.6338049484725","1363.6338049484725","1363.6338049484725"
"269150","1387.3045093894536","1387.3045093894536","1387.3045093894536","1456.1040890365146","1456.1040890365146","1456.1040890365146","1367.2616536997627","1367.2616536997627","1367.2616536997627"
"269919","1348.332247980463","1348.332247980463","1348.332247980463","1446.5041594929087","1446.5041594929087","1446.5041594929087","1375.112027584898","1375.112027584898","1375.112027584898"
"270688","1391.8136127491982","1391.8136127491982","1391.8136127491982","1443.7358102636042","1443.7358102636042","1443.7358102636042","1386.6285120954142","1386.6285120954142","1386.6285120954142"
"271457","1354.8980104784282","1354.8980104784282","1354.8980104784282","1440.1448003192668","1440.1448003192668","1440.1448003192668","1385.8516734492466","1385.8516734492466","1385.8516734492466"
"272226","1398.2292968890881","1398.2292968890881","1398.2292968890881","1427.1430991187437","1427.1430991187437","1427.1430991187437","1387.0996370481644","1387.0996370481644","1387.0996370481644"
"272995","1404.6785653302006","1404.6785653302006","1404.6785653302006","1429.7547268897656","1429.7547268897656","1429.7547268897656","1391.8684706441784","1391.8684706441784","1391.8684706441784"
"273764","1403.5401245206394","1403.5401245206394","1403.5401245206394","1424.2944969280777","1424.2944969280777","1424.2944969280777","1391.1993417037693","1391.1993417037693","1391.1993417037693"
"274533","1410.461203309845","1410.461203309845","1410.461203309845","1438.092205461871","1438.092205461871","1438.092205461871","1384.101933954141","1384.101933954141","1384.101933954141"
"275302","1404.5913334998654","1404.5913334998654","1404.5913334998654","1420.1475710661898","1420.1475710661898","1420.1475710661898","1365.6665062145112","1365.6665062145112","1365.6665062145112"
"276071","1412.1083859731878","1412.1083859731878","1412.1083859731878","1425.0134290929393","1425.0134290929393","1425.0134290929393","1377.99486133646","1377.99486133646","1377.99486133646"
"276840","1408.174543864752","1408.174543864752","1408.174543864752","1427.8255147303398","1427.8255147303398","1427.8255147303398","1371.3089292305588","1371.3089292305588","1371.3089292305588"
"277609","1407.9344795310735","1407.9344795310735","1407.9344795310735","1442.0537682559418","1442.0537682559418","1442.0537682559418","1345.3483523260254","1345.3483523260254","1345.3483523260254"
"278378","1408.6768446921678","1408.6768446921678","1408.6768446921678","1456.83773248257","1456.83773248257","1456.83773248257","1348.956693847083","1348.956693847083","1348.956693847083"
"279147","1403.960455102912","1403.960455102912","1403.960455102912","1442.144532135944","1442.144532135944","1442.144532135944","1344.016705186092","1344.016705186092","1344.016705186092"
"279916","1413.5272930874676","1413.5272930874676","1413.5272930874676","1471.584907331164","1471.584907331164","1471.584907331164","1348.3955447953178","1348.3955447953178","1348.3955447953178"
"280685","1395.1641329124375","1395.1641329124375","1395.1641329124375","1482.9694947340563","1482.9694947340563","1482.9694947340563","1351.6582998875458","1351.6582998875458","1351.6582998875458"
"281454","1408.3902238665682","1408.3902238665682","1408.3902238665682","1460.8804946657847","1460.8804946657847","1460.8804946657847","1370.8085736035953","1370.8085736035953","1370.8085736035953"
"282223","1404.0130852010723","1404.0130852010723","1404.0130852010723","1480.863767603864","1480.863767603864","1480.863767603864","1368.1585033020888","1368.1585033020888","1368.1585033020888"
"282992","1412.518126114848","1412.518126114848","1412.518126114848","1494.9012790470897","1494.9012790470897","1494.9012790470897","1376.9931389314627","1376.9931389314627","1376.9931389314627"
"283761","1408.4573136970319","1408.4573136970319","1408.4573136970319","1489.4428120233724","1489.4428120233724","1489.4428120233724","1380.842190007721","1380.842190007721","1380.842190007721"
"284530","1334.9195483353901","1334.9195483353901","1334.9195483353901","1492.92972039201","1492.92972039201","1492.92972039201","1381.0276895122918","1381.0276895122918","1381.0276895122918"
"285299","1300.3276936148773","1300.3276936148773","1300.3276936148773","1498.3288972477712","1498.3288972477712","1498.3288972477712","1367.0220965164408","1367.0220965164408","1367.0220965164408"
"286068","1355.0449120239696","1355.0449120239696","1355.0449120239696","1506.0054242818305","1506.0054242818305","1506.0054242818305","1368.0678249885543","1368.0678249885543","1368.0678249885543"
"286837","1415.083887045222","1415.083887045222","1415.083887045222","1514.0858279040044","1514.0858279040044","1514.0858279040044","1378.0819349534165","1378.0819349534165","1378.0819349534165"
"287606","1416.2817129509745","1416.2817129509745","1416.2817129509745","1507.2836614335818","1507.2836614335818","1507.2836614335818","1373.9827408023598","1373.9827408023598","1373.9827408023598"
"288375","1408.4518388483116","1408.4518388483116","1408.4518388483116","1503.6191479133013","1503.6191479133013","1503.6191479133013","1364.0940151549248","1364.0940151549248","1364.0940151549248"
"289144","1402.7422275531464","1402.7422275531464","1402.7422275531464","1506.7916200290178","1506.7916200290178","1506.7916200290178","1377.4495734803731","1377.4495734803731","1377.4495734803731"
"289913","1354.1619065637221","1354.1619065637221","1354.1619065637221","1499.3623482579706","1499.3623482579706","1499.3623482579706","1373.6574768392347","1373.6574768392347","1373.6574768392347"
"290682","1356.527902442994","1356.527902442994","1356.527902442994","1495.1518596854446","1495.1518596854446","1495.1518596854446","1369.8052805584136","1369.8052805584136","1369.8052805584136"
"291451","1409.0217021864494","1409.0217021864494","1409.0217021864494","1495.6897307918707","1495.6897307918707","1495.6897307918707","1371.186681492295","1371.186681492295","1371.186681492295"
"292220","1358.501391682648","1358.501391682648","1358.501391682648","1476.7815673236553","1476.7815673236553","1476.7815673236553","1376.2941538388916","1376.2941538388916","1376.2941538388916"
"292989","1342.9104807899666","1342.9104807899666","1342.9104807899666","1459.8157631153956","1459.8157631153956","1459.8157631153956","1373.8417343984017","1373.8417343984017","1373.8417343984017"
"293758","1409.800507519983","1409.800507519983","1409.800507519983","1484.4775316692715","1484.4775316692715","1484.4775316692715","1363.876572939283","1363.876572939283","1363.876572939283"
"294527","1363.3960028942645","1363.3960028942645","1363.3960028942645","1475.9579163012563","1475.9579163012563","1475.9579163012563","1359.5431463316443","1359.5431463316443","1359.5431463316443"
"295296","1417.2562988378093","1417.2562988378093","1417.2562988378093","1448.8904498713946","1448.8904498713946","1448.8904498713946","1337.528851158112","1337.528851158112","1337.528851158112"
"296065","1413.6842499150182","1413.6842499150182","1413.6842499150182","1430.6850275649138","1430.6850275649138","1430.6850275649138","1353.569704235975","1353.569704235975","1353.569704235975"
"296834","1407.694424090966","1407.694424090966","1407.694424090966","1415.4092898442898","1415.4092898442898","1415.4092898442898","1364.9187360054143","1364.9187360054143","1364.9187360054143"
"297603","1411.9292323289794","1411.9292323289794","1411.9292323289794","1419.1708796645971","1419.1708796645971","1419.1708796645971","1351.0712757466495","1351.0712757466495","1351.0712757466495"
"298372","1354.7036890725471","1354.7036890725471","1354.7036890725471","1412.6930323642246","1412.6930323642246","1412.6930323642246","1349.6924957574226","1349.6924957574226","1349.6924957574226"
"299141","1346.7546993503229","1346.7546993503229","1346.7546993503229","1410.376559917566","1410.376559917566","1410.376559917566","1345.7063195860264","1345.7063195860264","1345.7063195860264"
"299910","1339.8747412915468","1339.8747412915468","1339.8747412915468","1391.555826377029","1391.555826377029","1391.555826377029","1340.5702271849373","1340.5702271849373","1340.5702271849373"
"300679","1391.277318990953","1391.277318990953","1391.277318990953","1391.4904420773737","1391.4904420773737","1391.4904420773737","1337.2018540550944","1337.2018540550944","1337.2018540550944"
"301448","1375.4449854005818","1375.4449854005818","1375.4449854005818","1390.1629200000461","1390.1629200000461","1390.1629200000461","1319.8851840594423","1319.8851840594423","1319.8851840594423"
"302217","1390.0125739376006","1390.0125739376006","1390.0125739376006","1412.6588096977787","1412.6588096977787","1412.6588096977787","1338.0851273287956","1338.0851273287956","1338.0851273287956"
"302986","1392.9191293243043","1392.9191293243043","1392.9191293243043","1455.0420524925","1455.0420524925","1455.0420524925","1297.056776489574","1297.056776489574","1297.056776489574"
"303755","1364.2789125829843","1364.2789125829843","1364.2789125829843","1442.5395965678363","1442.5395965678363","1442.5395965678363","1293.9439561290953","1293.9439561290953","1293.9439561290953"
"304524","1405.2271988257082","1405.2271988257082","1405.2271988257082","1466.3397863367784","1466.3397863367784","1466.3397863367784","1304.4570883587403","1304.4570883587403","1304.4570883587403"
"305293","1398.937964843807","1398.937964843807","1398.937964843807","1469.7251111321598","1469.7251111321598","1469.7251111321598","1305.9223485683976","1305.9223485683976","1305.9223485683976"
"306062","1400.402512833331","1400.402512833331","1400.402512833331","1459.3632543330832","1459.3632543330832","1459.3632543330832","1310.9298424247738","1310.9298424247738","1310.9298424247738"
"306831","1410.908426657886","1410.908426657886","1410.908426657886","1469.7262975506524","1469.7262975506524","1469.7262975506524","1333.902684103814","1333.902684103814","1333.902684103814"
"307600","1410.5973967680613","1410.5973967680613","1410.5973967680613","1449.1047603501695","1449.1047603501695","1449.1047603501695","1332.6171127705165","1332.6171127705165","1332.6171127705165"
"308369","1412.2541705385413","1412.2541705385413","1412.2541705385413","1475.3111362032753","1475.3111362032753","1475.3111362032753","1344.638281807046","1344.638281807046","1344.638281807046"
"309138","1405.7566045809915","1405.7566045809915","1405.7566045809915","1424.8920193159936","1424.8920193159936","1424.8920193159936","1348.0550061274475","1348.0550061274475","1348.0550061274475"
"309907","1413.0988483803126","1413.0988483803126","1413.0988483803126","1426.5230976573669","1426.5230976573669","1426.5230976573669","1362.4894432217006","1362.4894432217006","1362.4894432217006"
"310676","1387.34855870889","1387.34855870889","1387.34855870889","1434.431865428194","1434.431865428194","1434.431865428194","1380.4126094539415","1380.4126094539415","1380.4126094539415"
"311445","1412.50950405112","1412.50950405112","1412.50950405112","1431.3315029974672","1431.3315029974672","1431.3315029974672","1366.1188176271512","1366.1188176271512","1366.1188176271512"
"312214","1406.6262954715164","1406.6262954715164","1406.6262954715164","1470.6288779850106","1470.6288779850106","1470.6288779850106","1379.919338827885","1379.919338827885","1379.919338827885"
"312983","1408.4837572671813","1408.4837572671813","1408.4837572671813","1472.185927428068","1472.185927428068","1472.185927428068","1388.6540436940418","1388.6540436940418","1388.6540436940418"
"313752","1408.9063986402223","1408.9063986402223","1408.9063986402223","1498.8536389743101","1498.8536389743101","1498.8536389743101","1366.8638237471282","1366.8638237471282","1366.8638237471282"
"314521","1407.5119350856967","1407.5119350856967","1407.5119350856967","1476.2222137297201","1476.2222137297201","1476.2222137297201","1380.1347049244096","1380.1347049244096","1380.1347049244096"
"315290","1409.5419284434277","1409.5419284434277","1409.5419284434277","1474.902160110805","1474.902160110805","1474.902160110805","1392.4031482774585","1392.4031482774585","1392.4031482774585"
"316059","1407.33059404225","1407.33059404225","1407.33059404225","1457.2938337944818","1457.2938337944818","1457.2938337944818","1387.182233712216","1387.182233712216","1387.182233712216"
"316828","1410.222394117403","1410.222394117403","1410.222394117403","1449.306333072494","1449.306333072494","1449.306333072494","1400.5230023551603","1400.5230023551603","1400.5230023551603"
"317597","1402.9484917269979","1402.9484917269979","1402.9484917269979","1432.6155039192681","1432.6155039192681","1432.6155039192681","1400.4396174569827","1400.4396174569827","1400.4396174569827"
"318366","1410.8365228781256","1410.8365228781256","1410.8365228781256","1460.6571565269644","1460.6571565269644","1460.6571565269644","1401.8623420880601","1401.8623420880601","1401.8623420880601"
"319135","1409.7820472115375","1409.7820472115375","1409.7820472115375","1462.8825237365309","1462.8825237365309","1462.8825237365309","1409.5324322449478","1409.5324322449478","1409.5324322449478"
"319904","1410.8411774068788","1410.8411774068788","1410.8411774068788","1419.1044992264542","1419.1044992264542","1419.1044992264542","1397.566902349365","1397.566902349365","1397.566902349365"
"320673","1413.8139037290246","1413.8139037290246","1413.8139037290246","1467.231152772765","1467.231152772765","1467.231152772765","1389.9607459660297","1389.9607459660297","1389.9607459660297"
"321442","1413.862402410687","1413.862402410687","1413.862402410687","1440.5365838622904","1440.5365838622904","1440.5365838622904","1396.6036794843565","1396.6036794843565","1396.6036794843565"
"322211","1416.903251745125","1416.903251745125","1416.903251745125","1445.804838656355","1445.804838656355","1445.804838656355","1401.1559247224595","1401.1559247224595","1401.1559247224595"
"322980","1416.0885752344454","1416.0885752344454","1416.0885752344454","1415.8741120734794","1415.8741120734794","1415.8741120734794","1385.4717190758097","1385.4717190758097","1385.4717190758097"
"323749","1415.512135270631","1415.512135270631","1415.512135270631","1402.880935612345","1402.880935612345","1402.880935612345","1387.3800596453805","1387.3800596453805","1387.3800596453805"
"324518","1415.6575405997419","1415.6575405997419","1415.6575405997419","1411.7222173947114","1411.7222173947114","1411.7222173947114","1387.216189704423","1387.216189704423","1387.216189704423"
"325287","1415.5208114656991","1415.5208114656991","1415.5208114656991","1421.4654121653223","1421.4654121653223","1421.4654121653223","1397.978634811299","1397.978634811299","1397.978634811299"
"326056","1412.7303222010567","1412.7303222010567","1412.7303222010567","1371.188725963716","1371.188725963716","1371.188725963716","1398.019543883904","1398.019543883904","1398.019543883904"
"326825","1409.0858536791668","1409.0858536791668","1409.0858536791668","1365.2346304376506","1365.2346304376506","1365.2346304376506","1407.865994330687","1407.865994330687","1407.865994330687"
"327594","1396.762624146949","1396.762624146949","1396.762624146949","1353.5085201912225","1353.5085201912225","1353.5085201912225","1400.912403945347","1400.912403945347","1400.912403945347"
"328363","1412.3330202473992","1412.3330202473992","1412.3330202473992","1394.657657564388","1394.657657564388","1394.657657564388","1408.6350576866437","1408.6350576866437","1408.6350576866437"
"329132","1412.6318615623566","1412.6318615623566","1412.6318615623566","1347.4378658152332","1347.4378658152332","1347.4378658152332","1413.4943862029638","1413.4943862029638","1413.4943862029638"
"329901","1409.0021194663132","1409.0021194663132","1409.0021194663132","1375.5935818064313","1375.5935818064313","1375.5935818064313","1411.076564328501","1411.076564328501","1411.076564328501"
"330670","1420.9928438941772","1420.9928438941772","1420.9928438941772","1397.4371638928856","1397.4371638928856","1397.4371638928856","1401.8281549226417","1401.8281549226417","1401.8281549226417"
"331439","1416.4862219972051","1416.4862219972051","1416.4862219972051","1395.077115796485","1395.077115796485","1395.077115796485","1418.7121575520437","1418.7121575520437","1418.7121575520437"
"332208","1418.9543400951495","1418.9543400951495","1418.9543400951495","1406.4758728923102","1406.4758728923102","1406.4758728923102","1422.8829023611038","1422.8829023611038","1422.8829023611038"
"332977","1421.6094731196433","1421.6094731196433","1421.6094731196433","1442.1552890332634","1442.1552890332634","1442.1552890332634","1430.1758115495795","1430.1758115495795","1430.1758115495795"
"333746","1425.8228039158435","1425.8228039158435","1425.8228039158435","1451.1043429261938","1451.1043429261938","1451.1043429261938","1427.2014340507505","1427.2014340507505","1427.2014340507505"
"334515","1414.4033368531677","1414.4033368531677","1414.4033368531677","1463.0675335822239","1463.0675335822239","1463.0675335822239","1430.975660086638","1430.975660086638","1430.975660086638"
"335284","1413.652714301699","1413.652714301699","1413.652714301699","1469.2320460716032","1469.2320460716032","1469.2320460716032","1422.6768113067926","1422.6768113067926","1422.6768113067926"
"336053","1410.5883473638698","1410.5883473638698","1410.5883473638698","1461.7172543738368","1461.7172543738368","1461.7172543738368","1441.4906244906556","1441.4906244906556","1441.4906244906556"
"336822","1417.7613125555085","1417.7613125555085","1417.7613125555085","1438.3375726101242","1438.3375726101242","1438.3375726101242","1422.9992806735765","1422.9992806735765","1422.9992806735765"
"337591","1425.6433004119533","1425.6433004119533","1425.6433004119533","1444.8538003996437","1444.8538003996437","1444.8538003996437","1434.7433994307553","1434.7433994307553","1434.7433994307553"
"338360","1423.0847975221675","1423.0847975221675","1423.0847975221675","1431.226700346406","1431.226700346406","1431.226700346406","1428.1460046349885","1428.1460046349885","1428.1460046349885"
"339129","1424.49842531717","1424.49842531717","1424.49842531717","1445.7118034639109","1445.7118034639109","1445.7118034639109","1411.2147540917863","1411.2147540917863","1411.2147540917863"
"339898","1413.0092400625222","1413.0092400625222","1413.0092400625222","1423.5180471776064","1423.5180471776064","1423.5180471776064","1417.0480460676881","1417.0480460676881","1417.0480460676881"
"340667","1344.494511504962","1344.494511504962","1344.494511504962","1454.8457809362317","1454.8457809362317","1454.8457809362317","1418.5274193061227","1418.5274193061227","1418.5274193061227"
"341436","1413.9066135672429","1413.9066135672429","1413.9066135672429","1454.7724360976704","1454.7724360976704","1454.7724360976704","1421.4098369057779","1421.4098369057779","1421.4098369057779"
"342205","1409.7592008478725","1409.7592008478725","1409.7592008478725","1452.5873225242703","1452.5873225242703","1452.5873225242703","1417.9803145859823","1417.9803145859823","1417.9803145859823"
"342974","1422.304277637096","1422.304277637096","1422.304277637096","1464.5029291790242","1464.5029291790242","1464.5029291790242","1405.7196634685986","1405.7196634685986","1405.7196634685986"
"343743","1419.3553528740742","1419.3553528740742","1419.3553528740742","1442.8171153043536","1442.8171153043536","1442.8171153043536","1397.1903315706131","1397.1903315706131","1397.1903315706131"
"344512","1424.3455648019344","1424.3455648019344","1424.3455648019344","1458.4784059963636","1458.4784059963636","1458.4784059963636","1396.5377102676487","1396.5377102676487","1396.5377102676487"
"345281","1419.7268263259825","1419.7268263259825","1419.7268263259825","1456.9870913253565","1456.9870913253565","1456.9870913253565","1402.2552718681184","1402.2552718681184","1402.2552718681184"
"346050","1370.8760989829866","1370.8760989829866","1370.8760989829866","1463.461799198572","1463.461799198572","1463.461799198572","1396.3749723814742","1396.3749723814742","1396.3749723814742"
"346819","1416.7652300292507","1416.7652300292507","1416.7652300292507","1459.4896768325818","1459.4896768325818","1459.4896768325818","1403.0935715655808","1403.0935715655808","1403.0935715655808"
"347588","1411.9200599067806","1411.9200599067806","1411.9200599067806","1439.0699530196514","1439.0699530196514","1439.0699530196514","1412.8360715850354","1412.8360715850354","1412.8360715850354"
"348357","1411.3835077806684","1411.3835077806684","1411.3835077806684","1426.8990484231429","1426.8990484231429","1426.8990484231429","1400.8130387107321","1400.8130387107321","1400.8130387107321"
"349126","1422.037219094839","1422.037219094839","1422.037219094839","1406.6766837311732","1406.6766837311732","1406.6766837311732","1404.5299299078217","1404.5299299078217","1404.5299299078217"
"349895","1418.6798143423073","1418.6798143423073","1418.6798143423073","1379.6488778798655","1379.6488778798655","1379.6488778798655","1411.1377363439956","1411.1377363439956","1411.1377363439956"
"350664","1404.8575409578398","1404.8575409578398","1404.8575409578398","1359.519731786427","1359.519731786427","1359.519731786427","1413.9818266563448","1413.9818266563448","1413.9818266563448"
"351433","1415.3389943299444","1415.3389943299444","1415.3389943299444","1359.8889295603385","1359.8889295603385","1359.8889295603385","1413.600137584653","1413.600137584653","1413.600137584653"
"352202","1412.3255074680185","1412.3255074680185","1412.3255074680185","1335.7825611098253","1335.7825611098253","1335.7825611098253","1412.2407641456746","1412.2407641456746","1412.2407641456746"
"352971","1420.636544473436","1420.636544473436","1420.636544473436","1305.3650639135462","1305.3650639135462","1305.3650639135462","1415.7759353538042","1415.7759353538042","1415.7759353538042"
"353740","1417.4275363583922","1417.4275363583922","1417.4275363583922","1297.2967334924658","1297.2967334924658","1297.2967334924658","1416.5884026942258","1416.5884026942258","1416.5884026942258"
"354509","1421.765534780726","1421.765534780726","1421.765534780726","1311.9555917732314","1311.9555917732314","1311.9555917732314","1405.7866673281173","1405.7866673281173","1405.7866673281173"
"355278","1416.7373547591078","1416.7373547591078","1416.7373547591078","1308.1013766850501","1308.1013766850501","1308.1013766850501","1390.8875579437458","1390.8875579437458","1390.8875579437458"
"356047","1414.7939912134282","1414.7939912134282","1414.7939912134282","1301.55674868641","1301.55674868641","1301.55674868641","1392.593161410974","1392.593161410974","1392.593161410974"
"356816","1412.896442879129","1412.896442879129","1412.896442879129","1340.4189916869584","1340.4189916869584","1340.4189916869584","1400.1690371150703","1400.1690371150703","1400.1690371150703"
"357585","1406.8845390478966","1406.8845390478966","1406.8845390478966","1332.6452556599281","1332.6452556599281","1332.6452556599281","1398.901541647852","1398.901541647852","1398.901541647852"
"358354","1414.0112491916038","1414.0112491916038","1414.0112491916038","1331.7768360094174","1331.7768360094174","1331.7768360094174","1389.5120549756382","1389.5120549756382","1389.5120549756382"
"359123","1413.9361267000404","1413.9361267000404","1413.9361267000404","1357.3329959885823","1357.3329959885823","1357.3329959885823","1394.872127667056","1394.872127667056","1394.872127667056"
"359892","1407.6680062637315","1407.6680062637315","1407.6680062637315","1316.025303780765","1316.025303780765","1316.025303780765","1390.5694221837052","1390.5694221837052","1390.5694221837052"
"360661","1421.5025090009267","1421.5025090009267","1421.5025090009267","1357.6641621602841","1357.6641621602841","1357.6641621602841","1390.386846324909","1390.386846324909","1390.386846324909"
"361430","1315.1661729664856","1315.1661729664856","1315.1661729664856","1365.3047435621424","1365.3047435621424","1365.3047435621424","1383.0296186876005","1383.0296186876005","1383.0296186876005"
"362199","1358.813423057575","1358.813423057575","1358.813423057575","1368.1393815072047","1368.1393815072047","1368.1393815072047","1380.250447918645","1380.250447918645","1380.250447918645"
"362968","1328.5575877540382","1328.5575877540382","1328.5575877540382","1416.1596920862453","1416.1596920862453","1416.1596920862453","1389.4626943082972","1389.4626943082972","1389.4626943082972"
"363737","1409.687064835631","1409.687064835631","1409.687064835631","1417.5067114186772","1417.5067114186772","1417.5067114186772","1374.1859869176762","1374.1859869176762","1374.1859869176762"
