"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"31752","1451.4504277782064","1451.4504277782064","1451.4504277782064"
"32340","1460.104772921526","1460.104772921526","1460.104772921526"
"32928","1459.029331645657","1459.029331645657","1459.029331645657"
"33516","1473.25882359184","1473.25882359184","1473.25882359184"
"34104","1447.689606462216","1447.689606462216","1447.689606462216"
"34692","1487.871078268981","1487.871078268981","1487.871078268981"
"35280","1464.1461859548072","1464.1461859548072","1464.1461859548072"
"35868","1501.8410396478212","1501.8410396478212","1501.8410396478212"
"36456","1489.3127240509455","1489.3127240509455","1489.3127240509455"
"37044","1511.0446748478973","1511.0446748478973","1511.0446748478973"
"37632","1510.5434021786796","1510.5434021786796","1510.5434021786796"
"38220","1511.7320799514835","1511.7320799514835","1511.7320799514835"
"38808","1493.1568756698452","1493.1568756698452","1493.1568756698452"
"39396","1495.339046357881","1495.339046357881","1495.339046357881"
"39984","1526.6183924733177","1526.6183924733177","1526.6183924733177"
"40572","1506.2758759699552","1506.2758759699552","1506.2758759699552"
"41160","1530.6914725894042","1530.6914725894042","1530.6914725894042"
"41748","1516.9433626008317","1516.9433626008317","1516.9433626008317"
"42336","1530.274738777863","1530.274738777863","1530.274738777863"
"42924","1513.0399139752667","1513.0399139752667","1513.0399139752667"
"43512","1533.1071007939997","1533.1071007939997","1533.1071007939997"
"44100","1534.9410861282206","1534.9410861282206","1534.9410861282206"
"44688","1547.4349759518495","1547.4349759518495","1547.4349759518495"
"45276","1548.6187967712174","1548.6187967712174","1548.6187967712174"
"45864","1546.368188681896","1546.368188681896","1546.368188681896"
"46452","1530.3380839700935","1530.3380839700935","1530.3380839700935"
"47040","1557.4472347720798","1557.4472347720798","1557.4472347720798"
"47628","1544.2875861266398","1544.2875861266398","1544.2875861266398"
"48216","1561.221600297604","1561.221600297604","1561.221600297604"
"48804","1553.3468220255463","1553.3468220255463","1553.3468220255463"
"49392","1559.432386100579","1559.432386100579","1559.432386100579"
"49980","1565.0830261254384","1565.0830261254384","1565.0830261254384"
"50568","1564.698699007464","1564.698699007464","1564.698699007464"
"51156","1573.7992342330729","1573.7992342330729","1573.7992342330729"
"51744","1583.8730932828707","1583.8730932828707","1583.8730932828707"
"52332","1566.65047347796","1566.65047347796","1566.65047347796"
"52920","1554.261450855652","1554.261450855652","1554.261450855652"
"53508","1573.5161303210275","1573.5161303210275","1573.5161303210275"
"54096","1579.9981563780304","1579.9981563780304","1579.9981563780304"
"54684","1596.8037581780443","1596.8037581780443","1596.8037581780443"
"55272","1592.6031533651283","1592.6031533651283","1592.6031533651283"
"55860","1574.1588527948938","1574.1588527948938","1574.1588527948938"
"56448","1587.3593923729554","1587.3593923729554","1587.3593923729554"
"57036","1586.5780023367065","1586.5780023367065","1586.5780023367065"
"57624","1588.038690702048","1588.038690702048","1588.038690702048"
"58212","1579.4815684149842","1579.4815684149842","1579.4815684149842"
"58800","1593.4547553557088","1593.4547553557088","1593.4547553557088"
"59388","1581.593891227726","1581.593891227726","1581.593891227726"
"59976","1587.9492748697362","1587.9492748697362","1587.9492748697362"
"60564","1575.4675548756625","1575.4675548756625","1575.4675548756625"
"61152","1583.6296724422205","1583.6296724422205","1583.6296724422205"
"61740","1613.1557849098087","1613.1557849098087","1613.1557849098087"
"62328","1599.6348225162926","1599.6348225162926","1599.6348225162926"
"62916","1625.2298517613544","1625.2298517613544","1625.2298517613544"
"63504","1608.1990843105177","1608.1990843105177","1608.1990843105177"
"64092","1618.2445757876585","1618.2445757876585","1618.2445757876585"
"64680","1622.1131406247314","1622.1131406247314","1622.1131406247314"
"65268","1595.2236257574707","1595.2236257574707","1595.2236257574707"
"65856","1591.4083142998738","1591.4083142998738","1591.4083142998738"
"66444","1592.8108878244805","1592.8108878244805","1592.8108878244805"
"67032","1599.4171727985554","1599.4171727985554","1599.4171727985554"
"67620","1625.714379781337","1625.714379781337","1625.714379781337"
"68208","1626.8569579591888","1626.8569579591888","1626.8569579591888"
"68796","1601.9447369931847","1601.9447369931847","1601.9447369931847"
"69384","1613.8112826705903","1613.8112826705903","1613.8112826705903"
"69972","1619.4103090557796","1619.4103090557796","1619.4103090557796"
"70560","1626.5380964708056","1626.5380964708056","1626.5380964708056"
"71148","1602.389660967324","1602.389660967324","1602.389660967324"
"71736","1639.1468122052763","1639.1468122052763","1639.1468122052763"
"72324","1633.752807060581","1633.752807060581","1633.752807060581"
"72912","1588.259326908079","1588.259326908079","1588.259326908079"
"73500","1623.2275782723748","1623.2275782723748","1623.2275782723748"
"74088","1625.4030596539676","1625.4030596539676","1625.4030596539676"
"74676","1622.9537611887934","1622.9537611887934","1622.9537611887934"
"75264","1633.3325944478663","1633.3325944478663","1633.3325944478663"
"75852","1637.2188459085169","1637.2188459085169","1637.2188459085169"
"76440","1624.8939700008057","1624.8939700008057","1624.8939700008057"
"77028","1611.6502975989977","1611.6502975989977","1611.6502975989977"
"77616","1637.8884809479464","1637.8884809479464","1637.8884809479464"
"78204","1627.6476033641786","1627.6476033641786","1627.6476033641786"
"78792","1656.6239458410298","1656.6239458410298","1656.6239458410298"
"79380","1654.6325683531372","1654.6325683531372","1654.6325683531372"
"79968","1642.1179047161627","1642.1179047161627","1642.1179047161627"
"80556","1641.960686781397","1641.960686781397","1641.960686781397"
"81144","1633.6720489906363","1633.6720489906363","1633.6720489906363"
"81732","1645.5580162829942","1645.5580162829942","1645.5580162829942"
"82320","1649.6646531269935","1649.6646531269935","1649.6646531269935"
"82908","1637.9963412664424","1637.9963412664424","1637.9963412664424"
"83496","1650.434488643004","1650.434488643004","1650.434488643004"
"84084","1647.7959391088873","1647.7959391088873","1647.7959391088873"
"84672","1626.9312913018562","1626.9312913018562","1626.9312913018562"
"85260","1639.5721028394803","1639.5721028394803","1639.5721028394803"
"85848","1641.5416130055141","1641.5416130055141","1641.5416130055141"
"86436","1666.3820082930997","1666.3820082930997","1666.3820082930997"
"87024","1663.2700782309823","1663.2700782309823","1663.2700782309823"
"87612","1678.4794903949678","1678.4794903949678","1678.4794903949678"
"88200","1662.2884742607225","1662.2884742607225","1662.2884742607225"
"88788","1643.6135326638814","1643.6135326638814","1643.6135326638814"
"89376","1656.9143648953127","1656.9143648953127","1656.9143648953127"
"89964","1678.5064752332692","1678.5064752332692","1678.5064752332692"
"90552","1649.612059375466","1649.612059375466","1649.612059375466"
"91140","1645.7203472487395","1645.7203472487395","1645.7203472487395"
"91728","1662.1085156785157","1662.1085156785157","1662.1085156785157"
"92316","1670.5036465987168","1670.5036465987168","1670.5036465987168"
"92904","1667.9219173967267","1667.9219173967267","1667.9219173967267"
"93492","1666.026692958964","1666.026692958964","1666.026692958964"
"94080","1647.843001781467","1647.843001781467","1647.843001781467"
"94668","1654.35335475699","1654.35335475699","1654.35335475699"
"95256","1653.8520238769106","1653.8520238769106","1653.8520238769106"
"95844","1642.7203519921436","1642.7203519921436","1642.7203519921436"
"96432","1656.1215648825794","1656.1215648825794","1656.1215648825794"
"97020","1647.26206968776","1647.26206968776","1647.26206968776"
"97608","1657.1190532407102","1657.1190532407102","1657.1190532407102"
"98196","1674.6735952827391","1674.6735952827391","1674.6735952827391"
"98784","1653.3145223262634","1653.3145223262634","1653.3145223262634"
"99372","1643.4312009008904","1643.4312009008904","1643.4312009008904"
"99960","1668.725934299225","1668.725934299225","1668.725934299225"
"100548","1692.0339910885918","1692.0339910885918","1692.0339910885918"
"101136","1669.1289040414565","1669.1289040414565","1669.1289040414565"
"101724","1658.390631075074","1658.390631075074","1658.390631075074"
"102312","1666.3069168182997","1666.3069168182997","1666.3069168182997"
"102900","1656.0285758704035","1656.0285758704035","1656.0285758704035"
"103488","1669.238669937386","1669.238669937386","1669.238669937386"
"104076","1672.107030925212","1672.107030925212","1672.107030925212"
"104664","1683.5900211582812","1683.5900211582812","1683.5900211582812"
"105252","1646.6148714054993","1646.6148714054993","1646.6148714054993"
"105840","1659.2528874614106","1659.2528874614106","1659.2528874614106"
"106428","1690.4835524878768","1690.4835524878768","1690.4835524878768"
"107016","1675.7727795349065","1675.7727795349065","1675.7727795349065"
"107604","1687.4084696944676","1687.4084696944676","1687.4084696944676"
"108192","1668.3345885426809","1668.3345885426809","1668.3345885426809"
"108780","1669.7537392035968","1669.7537392035968","1669.7537392035968"
"109368","1673.2813803403992","1673.2813803403992","1673.2813803403992"
"109956","1655.6349471134722","1655.6349471134722","1655.6349471134722"
"110544","1683.8521018932552","1683.8521018932552","1683.8521018932552"
"111132","1667.220609230035","1667.220609230035","1667.220609230035"
"111720","1691.427135289519","1691.427135289519","1691.427135289519"
"112308","1658.0220312828144","1658.0220312828144","1658.0220312828144"
"112896","1672.2785709422335","1672.2785709422335","1672.2785709422335"
"113484","1668.7309217254613","1668.7309217254613","1668.7309217254613"
"114072","1680.8892961978172","1680.8892961978172","1680.8892961978172"
"114660","1674.8057388758923","1674.8057388758923","1674.8057388758923"
"115248","1686.812238128128","1686.812238128128","1686.812238128128"
"115836","1684.182695858842","1684.182695858842","1684.182695858842"
"116424","1685.8154967311843","1685.8154967311843","1685.8154967311843"
"117012","1678.073271939477","1678.073271939477","1678.073271939477"
"117600","1683.6864790149216","1683.6864790149216","1683.6864790149216"
"118188","1689.8424515056358","1689.8424515056358","1689.8424515056358"
"118776","1681.2178123494484","1681.2178123494484","1681.2178123494484"
"119364","1673.370601842046","1673.370601842046","1673.370601842046"
"119952","1680.9277316211346","1680.9277316211346","1680.9277316211346"
"120540","1664.528202342241","1664.528202342241","1664.528202342241"
"121128","1688.026496203168","1688.026496203168","1688.026496203168"
"121716","1678.9877355924093","1678.9877355924093","1678.9877355924093"
"122304","1669.295880422659","1669.295880422659","1669.295880422659"
"122892","1688.8700757721524","1688.8700757721524","1688.8700757721524"
"123480","1676.256935799028","1676.256935799028","1676.256935799028"
"124068","1688.1108512211542","1688.1108512211542","1688.1108512211542"
"124656","1687.708951656064","1687.708951656064","1687.708951656064"
"125244","1680.92117521235","1680.92117521235","1680.92117521235"
"125832","1679.2888122732509","1679.2888122732509","1679.2888122732509"
"126420","1655.8303037281278","1655.8303037281278","1655.8303037281278"
"127008","1649.1299721810726","1649.1299721810726","1649.1299721810726"
"127596","1678.6816266770315","1678.6816266770315","1678.6816266770315"
"128184","1655.7970505383864","1655.7970505383864","1655.7970505383864"
"128772","1692.6264031364196","1692.6264031364196","1692.6264031364196"
"129360","1667.9552413015938","1667.9552413015938","1667.9552413015938"
"129948","1700.2274236116873","1700.2274236116873","1700.2274236116873"
"130536","1667.491415267313","1667.491415267313","1667.491415267313"
"131124","1692.9470810120179","1692.9470810120179","1692.9470810120179"
"131712","1633.0323819226235","1633.0323819226235","1633.0323819226235"
"132300","1680.5341802257142","1680.5341802257142","1680.5341802257142"
"132888","1679.8631294665813","1679.8631294665813","1679.8631294665813"
"133476","1680.2297342811075","1680.2297342811075","1680.2297342811075"
"134064","1685.6259461427421","1685.6259461427421","1685.6259461427421"
"134652","1690.4718700585238","1690.4718700585238","1690.4718700585238"
"135240","1680.91935068579","1680.91935068579","1680.91935068579"
"135828","1676.2437201435412","1676.2437201435412","1676.2437201435412"
"136416","1659.0502504918409","1659.0502504918409","1659.0502504918409"
"137004","1666.3974749074644","1666.3974749074644","1666.3974749074644"
"137592","1683.6106652191945","1683.6106652191945","1683.6106652191945"
"138180","1698.3045262658798","1698.3045262658798","1698.3045262658798"
"138768","1678.9410851724738","1678.9410851724738","1678.9410851724738"
"139356","1670.712924556499","1670.712924556499","1670.712924556499"
"139944","1678.4335390275767","1678.4335390275767","1678.4335390275767"
"140532","1684.211113310507","1684.211113310507","1684.211113310507"
"141120","1689.2112288057247","1689.2112288057247","1689.2112288057247"
"141708","1693.7889141871985","1693.7889141871985","1693.7889141871985"
"142296","1689.365328024186","1689.365328024186","1689.365328024186"
"142884","1686.6558189654625","1686.6558189654625","1686.6558189654625"
"143472","1690.596248567872","1690.596248567872","1690.596248567872"
"144060","1658.9949053805753","1658.9949053805753","1658.9949053805753"
"144648","1704.6878202041676","1704.6878202041676","1704.6878202041676"
"145236","1674.8419304577637","1674.8419304577637","1674.8419304577637"
"145824","1684.43263253702","1684.43263253702","1684.43263253702"
"146412","1695.7405396168483","1695.7405396168483","1695.7405396168483"
"147000","1696.2874391335818","1696.2874391335818","1696.2874391335818"
"147588","1701.7243741644334","1701.7243741644334","1701.7243741644334"
"148176","1703.7318211912639","1703.7318211912639","1703.7318211912639"
"148764","1712.4424071832998","1712.4424071832998","1712.4424071832998"
"149352","1686.9562739524592","1686.9562739524592","1686.9562739524592"
"149940","1709.8798317326725","1709.8798317326725","1709.8798317326725"
"150528","1694.4789646750344","1694.4789646750344","1694.4789646750344"
"151116","1705.887001398635","1705.887001398635","1705.887001398635"
"151704","1693.4808462889582","1693.4808462889582","1693.4808462889582"
"152292","1681.4839022598076","1681.4839022598076","1681.4839022598076"
"152880","1690.9397663564896","1690.9397663564896","1690.9397663564896"
"153468","1705.59869411473","1705.59869411473","1705.59869411473"
"154056","1704.9124867564715","1704.9124867564715","1704.9124867564715"
"154644","1661.3914346107065","1661.3914346107065","1661.3914346107065"
"155232","1702.480292053314","1702.480292053314","1702.480292053314"
"155820","1686.1431097448294","1686.1431097448294","1686.1431097448294"
"156408","1700.5995043650346","1700.5995043650346","1700.5995043650346"
"156996","1700.0423903592666","1700.0423903592666","1700.0423903592666"
"157584","1686.5420880020135","1686.5420880020135","1686.5420880020135"
"158172","1692.5721817044623","1692.5721817044623","1692.5721817044623"
"158760","1699.8487440017718","1699.8487440017718","1699.8487440017718"
"159348","1688.1972110673296","1688.1972110673296","1688.1972110673296"
"159936","1702.4882903143407","1702.4882903143407","1702.4882903143407"
"160524","1710.250115502124","1710.250115502124","1710.250115502124"
"161112","1684.3687304012317","1684.3687304012317","1684.3687304012317"
"161700","1689.6790947237394","1689.6790947237394","1689.6790947237394"
"162288","1702.0807278667746","1702.0807278667746","1702.0807278667746"
"162876","1682.4226182604739","1682.4226182604739","1682.4226182604739"
"163464","1693.8708347058189","1693.8708347058189","1693.8708347058189"
"164052","1698.1189817209804","1698.1189817209804","1698.1189817209804"
"164640","1701.5049967971881","1701.5049967971881","1701.5049967971881"
"165228","1692.5709945226656","1692.5709945226656","1692.5709945226656"
"165816","1691.745023163462","1691.745023163462","1691.745023163462"
"166404","1691.8343209230818","1691.8343209230818","1691.8343209230818"
"166992","1696.064799570691","1696.064799570691","1696.064799570691"
"167580","1706.1736836592584","1706.1736836592584","1706.1736836592584"
"168168","1697.0139873806029","1697.0139873806029","1697.0139873806029"
"168756","1721.2298005092762","1721.2298005092762","1721.2298005092762"
"169344","1708.272029399992","1708.272029399992","1708.272029399992"
"169932","1700.57505874812","1700.57505874812","1700.57505874812"
"170520","1704.3568717376334","1704.3568717376334","1704.3568717376334"
"171108","1684.0973690348687","1684.0973690348687","1684.0973690348687"
"171696","1674.6420292088585","1674.6420292088585","1674.6420292088585"
"172284","1676.1364579124433","1676.1364579124433","1676.1364579124433"
"172872","1710.9369464400904","1710.9369464400904","1710.9369464400904"
"173460","1711.0951540281703","1711.0951540281703","1711.0951540281703"
"174048","1693.928477132388","1693.928477132388","1693.928477132388"
"174636","1720.2185641742165","1720.2185641742165","1720.2185641742165"
"175224","1699.821140791898","1699.821140791898","1699.821140791898"
"175812","1700.7091752205536","1700.7091752205536","1700.7091752205536"
"176400","1716.7322399231546","1716.7322399231546","1716.7322399231546"
"176988","1722.7467215125846","1722.7467215125846","1722.7467215125846"
"177576","1696.0690193518722","1696.0690193518722","1696.0690193518722"
"178164","1697.432999882913","1697.432999882913","1697.432999882913"
"178752","1700.3582517423429","1700.3582517423429","1700.3582517423429"
"179340","1712.4723326127091","1712.4723326127091","1712.4723326127091"
"179928","1710.6099714996867","1710.6099714996867","1710.6099714996867"
"180516","1713.6049415142872","1713.6049415142872","1713.6049415142872"
"181104","1710.8631020210662","1710.8631020210662","1710.8631020210662"
"181692","1681.6801200344175","1681.6801200344175","1681.6801200344175"
"182280","1719.8445086556633","1719.8445086556633","1719.8445086556633"
"182868","1715.1040812427764","1715.1040812427764","1715.1040812427764"
"183456","1711.178408757835","1711.178408757835","1711.178408757835"
"184044","1709.903086906829","1709.903086906829","1709.903086906829"
"184632","1710.8144834584764","1710.8144834584764","1710.8144834584764"
"185220","1712.370081560687","1712.370081560687","1712.370081560687"
"185808","1722.869553569577","1722.869553569577","1722.869553569577"
"186396","1714.2538615515948","1714.2538615515948","1714.2538615515948"
"186984","1726.6498439623601","1726.6498439623601","1726.6498439623601"
"187572","1690.3048986037081","1690.3048986037081","1690.3048986037081"
"188160","1722.6451016773603","1722.6451016773603","1722.6451016773603"
"188748","1705.3740807083148","1705.3740807083148","1705.3740807083148"
"189336","1695.5286058540212","1695.5286058540212","1695.5286058540212"
"189924","1718.747797729836","1718.747797729836","1718.747797729836"
"190512","1705.1231703849005","1705.1231703849005","1705.1231703849005"
"191100","1716.8748661915856","1716.8748661915856","1716.8748661915856"
"191688","1709.5758852243325","1709.5758852243325","1709.5758852243325"
"192276","1705.4391896439397","1705.4391896439397","1705.4391896439397"
"192864","1706.9181052445872","1706.9181052445872","1706.9181052445872"
"193452","1707.1578906952343","1707.1578906952343","1707.1578906952343"
"194040","1678.4455596112437","1678.4455596112437","1678.4455596112437"
"194628","1719.0479311793918","1719.0479311793918","1719.0479311793918"
"195216","1721.0174356205573","1721.0174356205573","1721.0174356205573"
"195804","1691.506642050255","1691.506642050255","1691.506642050255"
"196392","1719.6174559810636","1719.6174559810636","1719.6174559810636"
"196980","1699.5734310499522","1699.5734310499522","1699.5734310499522"
"197568","1700.315659880625","1700.315659880625","1700.315659880625"
"198156","1711.3801030017044","1711.3801030017044","1711.3801030017044"
"198744","1715.6471056499117","1715.6471056499117","1715.6471056499117"
"199332","1714.7288740601837","1714.7288740601837","1714.7288740601837"
"199920","1698.326617346452","1698.326617346452","1698.326617346452"
"200508","1695.0058308506218","1695.0058308506218","1695.0058308506218"
"201096","1728.8771974021113","1728.8771974021113","1728.8771974021113"
"201684","1705.610710570294","1705.610710570294","1705.610710570294"
"202272","1707.3355715945627","1707.3355715945627","1707.3355715945627"
"202860","1704.8212651731967","1704.8212651731967","1704.8212651731967"
"203448","1710.7039572416447","1710.7039572416447","1710.7039572416447"
"204036","1710.8871462045745","1710.8871462045745","1710.8871462045745"
"204624","1704.7416215417284","1704.7416215417284","1704.7416215417284"
"205212","1695.7682088461806","1695.7682088461806","1695.7682088461806"
"205800","1701.4740110824246","1701.4740110824246","1701.4740110824246"
"206388","1697.6497870227433","1697.6497870227433","1697.6497870227433"
"206976","1699.1797474955317","1699.1797474955317","1699.1797474955317"
"207564","1705.92881238043","1705.92881238043","1705.92881238043"
"208152","1686.2537801819885","1686.2537801819885","1686.2537801819885"
"208740","1694.7288371340367","1694.7288371340367","1694.7288371340367"
"209328","1714.397009444499","1714.397009444499","1714.397009444499"
"209916","1711.051402465272","1711.051402465272","1711.051402465272"
"210504","1695.3822997893126","1695.3822997893126","1695.3822997893126"
"211092","1716.8161872750688","1716.8161872750688","1716.8161872750688"
"211680","1711.6614941037237","1711.6614941037237","1711.6614941037237"
"212268","1718.7010000326302","1718.7010000326302","1718.7010000326302"
"212856","1717.394318467598","1717.394318467598","1717.394318467598"
"213444","1698.9863344061396","1698.9863344061396","1698.9863344061396"
"214032","1719.28371422905","1719.28371422905","1719.28371422905"
"214620","1738.7032395590352","1738.7032395590352","1738.7032395590352"
"215208","1730.9364929778576","1730.9364929778576","1730.9364929778576"
"215796","1714.1528725744304","1714.1528725744304","1714.1528725744304"
"216384","1710.1189275784732","1710.1189275784732","1710.1189275784732"
"216972","1703.7908988415304","1703.7908988415304","1703.7908988415304"
"217560","1706.957140929588","1706.957140929588","1706.957140929588"
"218148","1722.0470339622682","1722.0470339622682","1722.0470339622682"
"218736","1721.7327825202244","1721.7327825202244","1721.7327825202244"
"219324","1710.942506140734","1710.942506140734","1710.942506140734"
"219912","1718.07943916761","1718.07943916761","1718.07943916761"
"220500","1697.712862717353","1697.712862717353","1697.712862717353"
"221088","1711.232945649849","1711.232945649849","1711.232945649849"
"221676","1726.8354220147846","1726.8354220147846","1726.8354220147846"
"222264","1714.0721884707482","1714.0721884707482","1714.0721884707482"
"222852","1710.0427226282427","1710.0427226282427","1710.0427226282427"
"223440","1712.4694244251687","1712.4694244251687","1712.4694244251687"
"224028","1714.8519988020116","1714.8519988020116","1714.8519988020116"
"224616","1703.7069080722745","1703.7069080722745","1703.7069080722745"
"225204","1683.9123622390698","1683.9123622390698","1683.9123622390698"
"225792","1727.6267648791074","1727.6267648791074","1727.6267648791074"
"226380","1712.47558087903","1712.47558087903","1712.47558087903"
"226968","1704.4320522710916","1704.4320522710916","1704.4320522710916"
"227556","1717.559678444676","1717.559678444676","1717.559678444676"
"228144","1685.9017047587774","1685.9017047587774","1685.9017047587774"
"228732","1702.9804381095105","1702.9804381095105","1702.9804381095105"
"229320","1720.7614644208356","1720.7614644208356","1720.7614644208356"
"229908","1727.5808356277134","1727.5808356277134","1727.5808356277134"
"230496","1702.8709104497932","1702.8709104497932","1702.8709104497932"
"231084","1720.5801276349512","1720.5801276349512","1720.5801276349512"
"231672","1717.508737694653","1717.508737694653","1717.508737694653"
"232260","1708.4095246290228","1708.4095246290228","1708.4095246290228"
"232848","1714.4789321399114","1714.4789321399114","1714.4789321399114"
"233436","1703.2956660923796","1703.2956660923796","1703.2956660923796"
"234024","1723.0135993761478","1723.0135993761478","1723.0135993761478"
"234612","1711.4985008989083","1711.4985008989083","1711.4985008989083"
"235200","1705.5493759758847","1705.5493759758847","1705.5493759758847"
"235788","1720.047486191463","1720.047486191463","1720.047486191463"
"236376","1692.072493794038","1692.072493794038","1692.072493794038"
"236964","1713.3446232031513","1713.3446232031513","1713.3446232031513"
"237552","1717.019230712677","1717.019230712677","1717.019230712677"
"238140","1702.7763079006381","1702.7763079006381","1702.7763079006381"
"238728","1723.0029483101014","1723.0029483101014","1723.0029483101014"
"239316","1715.0091438679744","1715.0091438679744","1715.0091438679744"
"239904","1709.7729876149428","1709.7729876149428","1709.7729876149428"
"240492","1718.6773077417972","1718.6773077417972","1718.6773077417972"
"241080","1705.6398478617607","1705.6398478617607","1705.6398478617607"
"241668","1706.0230960541405","1706.0230960541405","1706.0230960541405"
"242256","1695.1113730545467","1695.1113730545467","1695.1113730545467"
"242844","1715.6858118038629","1715.6858118038629","1715.6858118038629"
"243432","1696.0384592753674","1696.0384592753674","1696.0384592753674"
"244020","1714.674947184493","1714.674947184493","1714.674947184493"
"244608","1718.61579510191","1718.61579510191","1718.61579510191"
"245196","1723.0189416742764","1723.0189416742764","1723.0189416742764"
"245784","1685.0466644054468","1685.0466644054468","1685.0466644054468"
"246372","1697.0426232175319","1697.0426232175319","1697.0426232175319"
"246960","1733.7090556825822","1733.7090556825822","1733.7090556825822"
"247548","1723.6204765858074","1723.6204765858074","1723.6204765858074"
"248136","1715.4063008074343","1715.4063008074343","1715.4063008074343"
"248724","1720.7433462496083","1720.7433462496083","1720.7433462496083"
"249312","1715.0201497543567","1715.0201497543567","1715.0201497543567"
"249900","1724.5783855244397","1724.5783855244397","1724.5783855244397"
"250488","1716.660192554632","1716.660192554632","1716.660192554632"
"251076","1736.7701830561762","1736.7701830561762","1736.7701830561762"
"251664","1718.6812956350939","1718.6812956350939","1718.6812956350939"
"252252","1730.233632411316","1730.233632411316","1730.233632411316"
"252840","1702.7560070603963","1702.7560070603963","1702.7560070603963"
"253428","1732.7134882721327","1732.7134882721327","1732.7134882721327"
"254016","1708.7237109434338","1708.7237109434338","1708.7237109434338"
"254604","1707.406261787017","1707.406261787017","1707.406261787017"
"255192","1726.7260637144495","1726.7260637144495","1726.7260637144495"
"255780","1721.470890601243","1721.470890601243","1721.470890601243"
"256368","1678.6437829351794","1678.6437829351794","1678.6437829351794"
