"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1699608306.1197076--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"588588","1777.2433882746593","1777.2433882746593","1777.2433882746593"
"589176","1763.341319713151","1763.341319713151","1763.341319713151"
"589764","1782.1081056180437","1782.1081056180437","1782.1081056180437"
"590352","1765.1277376919725","1765.1277376919725","1765.1277376919725"
"590940","1792.0449551096667","1792.0449551096667","1792.0449551096667"
"591528","1784.7389861105146","1784.7389861105146","1784.7389861105146"
"592116","1796.350220721926","1796.350220721926","1796.350220721926"
"592704","1756.422276428402","1756.422276428402","1756.422276428402"
"593292","1790.3416125156407","1790.3416125156407","1790.3416125156407"
"593880","1790.181453821207","1790.181453821207","1790.181453821207"
"594468","1809.123173224457","1809.123173224457","1809.123173224457"
"595056","1808.0399949466905","1808.0399949466905","1808.0399949466905"
"595644","1805.7279529949603","1805.7279529949603","1805.7279529949603"
"596232","1771.2837887017233","1771.2837887017233","1771.2837887017233"
"596820","1779.1107640352425","1779.1107640352425","1779.1107640352425"
"597408","1775.6237709317359","1775.6237709317359","1775.6237709317359"
"597996","1766.339624707616","1766.339624707616","1766.339624707616"
"598584","1772.672420309526","1772.672420309526","1772.672420309526"
"599172","1765.3880480265295","1765.3880480265295","1765.3880480265295"
"599760","1774.6165731456863","1774.6165731456863","1774.6165731456863"
"600348","1777.0073037333277","1777.0073037333277","1777.0073037333277"
"600936","1778.1920430657283","1778.1920430657283","1778.1920430657283"
"601524","1792.8793170220451","1792.8793170220451","1792.8793170220451"
"602112","1790.6912733064692","1790.6912733064692","1790.6912733064692"
"602700","1760.60420622558","1760.60420622558","1760.60420622558"
"603288","1766.593367108718","1766.593367108718","1766.593367108718"
"603876","1755.5678159770937","1755.5678159770937","1755.5678159770937"
"604464","1778.659546697311","1778.659546697311","1778.659546697311"
"605052","1805.540626151997","1805.540626151997","1805.540626151997"
"605640","1789.707155956964","1789.707155956964","1789.707155956964"
"606228","1761.354080650555","1761.354080650555","1761.354080650555"
"606816","1779.130869244687","1779.130869244687","1779.130869244687"
"607404","1791.2218416017404","1791.2218416017404","1791.2218416017404"
"607992","1765.526459695702","1765.526459695702","1765.526459695702"
"608580","1804.049056545933","1804.049056545933","1804.049056545933"
"609168","1774.916278062523","1774.916278062523","1774.916278062523"
"609756","1784.5631562985427","1784.5631562985427","1784.5631562985427"
"610344","1791.4097600260402","1791.4097600260402","1791.4097600260402"
"610932","1794.77615244433","1794.77615244433","1794.77615244433"
"611520","1781.2709916306987","1781.2709916306987","1781.2709916306987"
"612108","1782.8871653646663","1782.8871653646663","1782.8871653646663"
"612696","1771.1337732118945","1771.1337732118945","1771.1337732118945"
"613284","1774.329728909096","1774.329728909096","1774.329728909096"
"613872","1782.8967052449987","1782.8967052449987","1782.8967052449987"
"614460","1784.473231001751","1784.473231001751","1784.473231001751"
"615048","1769.0307934843977","1769.0307934843977","1769.0307934843977"
"615636","1764.3262365076253","1764.3262365076253","1764.3262365076253"
"616224","1784.944591072507","1784.944591072507","1784.944591072507"
"616812","1773.0704984527913","1773.0704984527913","1773.0704984527913"
"617400","1805.6451130599307","1805.6451130599307","1805.6451130599307"
"617988","1773.9086790241931","1773.9086790241931","1773.9086790241931"
"618576","1790.4463808745363","1790.4463808745363","1790.4463808745363"
"619164","1785.277591158705","1785.277591158705","1785.277591158705"
"619752","1792.1476005439981","1792.1476005439981","1792.1476005439981"
"620340","1788.0164531750506","1788.0164531750506","1788.0164531750506"
"620928","1790.7082616646157","1790.7082616646157","1790.7082616646157"
"621516","1802.0741494742504","1802.0741494742504","1802.0741494742504"
"622104","1781.6062114042752","1781.6062114042752","1781.6062114042752"
"622692","1796.9251994487029","1796.9251994487029","1796.9251994487029"
"623280","1802.9966020321674","1802.9966020321674","1802.9966020321674"
"623868","1781.8473115149184","1781.8473115149184","1781.8473115149184"
"624456","1789.8451795512858","1789.8451795512858","1789.8451795512858"
"625044","1803.7282630523528","1803.7282630523528","1803.7282630523528"
"625632","1781.2576795501393","1781.2576795501393","1781.2576795501393"
"626220","1792.857719736638","1792.857719736638","1792.857719736638"
"626808","1782.3395765904493","1782.3395765904493","1782.3395765904493"
"627396","1790.265979607176","1790.265979607176","1790.265979607176"
"627984","1777.001780202164","1777.001780202164","1777.001780202164"
"628572","1773.0604391778868","1773.0604391778868","1773.0604391778868"
"629160","1796.258625034004","1796.258625034004","1796.258625034004"
"629748","1741.9695695869966","1741.9695695869966","1741.9695695869966"
"630336","1783.4993502042284","1783.4993502042284","1783.4993502042284"
"630924","1798.623765835807","1798.623765835807","1798.623765835807"
"631512","1767.546302422044","1767.546302422044","1767.546302422044"
"632100","1775.5054147056683","1775.5054147056683","1775.5054147056683"
"632688","1788.3945638852344","1788.3945638852344","1788.3945638852344"
"633276","1795.0405882952518","1795.0405882952518","1795.0405882952518"
"633864","1775.124132748326","1775.124132748326","1775.124132748326"
"634452","1773.4986180373492","1773.4986180373492","1773.4986180373492"
"635040","1781.1119737814674","1781.1119737814674","1781.1119737814674"
"635628","1805.7170494113932","1805.7170494113932","1805.7170494113932"
"636216","1775.3844526437542","1775.3844526437542","1775.3844526437542"
"636804","1799.0038188298183","1799.0038188298183","1799.0038188298183"
"637392","1776.9137779588018","1776.9137779588018","1776.9137779588018"
"637980","1790.3408684620586","1790.3408684620586","1790.3408684620586"
"638568","1777.4259100726363","1777.4259100726363","1777.4259100726363"
"639156","1792.548325723095","1792.548325723095","1792.548325723095"
"639744","1790.6274697575582","1790.6274697575582","1790.6274697575582"
"640332","1791.8508104975158","1791.8508104975158","1791.8508104975158"
"640920","1777.0867246885198","1777.0867246885198","1777.0867246885198"
"641508","1805.6535407036206","1805.6535407036206","1805.6535407036206"
"642096","1789.5965412614619","1789.5965412614619","1789.5965412614619"
"642684","1799.5572110172495","1799.5572110172495","1799.5572110172495"
"643272","1782.6245866615786","1782.6245866615786","1782.6245866615786"
"643860","1794.3204860413036","1794.3204860413036","1794.3204860413036"
"644448","1770.9284144213116","1770.9284144213116","1770.9284144213116"
"645036","1782.466916970886","1782.466916970886","1782.466916970886"
"645624","1771.4653832403098","1771.4653832403098","1771.4653832403098"
"646212","1796.2461253123822","1796.2461253123822","1796.2461253123822"
"646800","1784.0074559155914","1784.0074559155914","1784.0074559155914"
"647388","1780.355011925764","1780.355011925764","1780.355011925764"
"647976","1790.0675837422903","1790.0675837422903","1790.0675837422903"
"648564","1794.540567286777","1794.540567286777","1794.540567286777"
"649152","1776.401117676195","1776.401117676195","1776.401117676195"
"649740","1802.372413434909","1802.372413434909","1802.372413434909"
"650328","1785.3111461924984","1785.3111461924984","1785.3111461924984"
"650916","1809.9441446321416","1809.9441446321416","1809.9441446321416"
"651504","1775.6831187382707","1775.6831187382707","1775.6831187382707"
"652092","1785.8635991239562","1785.8635991239562","1785.8635991239562"
"652680","1797.810146816658","1797.810146816658","1797.810146816658"
"653268","1783.5042322761128","1783.5042322761128","1783.5042322761128"
"653856","1785.0366216203602","1785.0366216203602","1785.0366216203602"
"654444","1807.5020861287837","1807.5020861287837","1807.5020861287837"
"655032","1801.3205958802187","1801.3205958802187","1801.3205958802187"
"655620","1774.2719304795694","1774.2719304795694","1774.2719304795694"
"656208","1793.5473807730598","1793.5473807730598","1793.5473807730598"
"656796","1802.8514751595585","1802.8514751595585","1802.8514751595585"
"657384","1793.062981712374","1793.062981712374","1793.062981712374"
"657972","1784.1949564184026","1784.1949564184026","1784.1949564184026"
"658560","1790.9444815767263","1790.9444815767263","1790.9444815767263"
"659148","1820.512669539501","1820.512669539501","1820.512669539501"
"659736","1798.7024839034675","1798.7024839034675","1798.7024839034675"
"660324","1776.3650618924396","1776.3650618924396","1776.3650618924396"
"660912","1790.3758555937577","1790.3758555937577","1790.3758555937577"
"661500","1781.5491135319803","1781.5491135319803","1781.5491135319803"
"662088","1802.9171135237245","1802.9171135237245","1802.9171135237245"
"662676","1797.6030387495807","1797.6030387495807","1797.6030387495807"
"663264","1780.3191102227524","1780.3191102227524","1780.3191102227524"
"663852","1798.4327983435383","1798.4327983435383","1798.4327983435383"
"664440","1801.2540103218737","1801.2540103218737","1801.2540103218737"
"665028","1786.0919492932583","1786.0919492932583","1786.0919492932583"
"665616","1800.6507286003407","1800.6507286003407","1800.6507286003407"
"666204","1799.6071211034853","1799.6071211034853","1799.6071211034853"
"666792","1804.635636776477","1804.635636776477","1804.635636776477"
"667380","1786.2432020121882","1786.2432020121882","1786.2432020121882"
"667968","1806.6284887473455","1806.6284887473455","1806.6284887473455"
"668556","1779.0497170148626","1779.0497170148626","1779.0497170148626"
"669144","1805.4205323367137","1805.4205323367137","1805.4205323367137"
"669732","1793.5524945020825","1793.5524945020825","1793.5524945020825"
"670320","1783.5743341300858","1783.5743341300858","1783.5743341300858"
"670908","1788.571043189447","1788.571043189447","1788.571043189447"
"671496","1789.3701732818338","1789.3701732818338","1789.3701732818338"
"672084","1800.6661461407127","1800.6661461407127","1800.6661461407127"
"672672","1794.3867825565708","1794.3867825565708","1794.3867825565708"
"673260","1807.0004020955264","1807.0004020955264","1807.0004020955264"
"673848","1797.4232453064415","1797.4232453064415","1797.4232453064415"
"674436","1794.8134818074775","1794.8134818074775","1794.8134818074775"
"675024","1798.6530466832842","1798.6530466832842","1798.6530466832842"
"675612","1766.4116034096612","1766.4116034096612","1766.4116034096612"
"676200","1770.7698901218068","1770.7698901218068","1770.7698901218068"
"676788","1791.7710489479932","1791.7710489479932","1791.7710489479932"
"677376","1786.293959805488","1786.293959805488","1786.293959805488"
"677964","1766.198549293458","1766.198549293458","1766.198549293458"
"678552","1811.65670523031","1811.65670523031","1811.65670523031"
"679140","1777.0067785838257","1777.0067785838257","1777.0067785838257"
"679728","1793.0885899746422","1793.0885899746422","1793.0885899746422"
"680316","1793.0627136900935","1793.0627136900935","1793.0627136900935"
"680904","1786.3378581489073","1786.3378581489073","1786.3378581489073"
"681492","1785.2357968013382","1785.2357968013382","1785.2357968013382"
"682080","1791.061771781895","1791.061771781895","1791.061771781895"
"682668","1781.8836624843793","1781.8836624843793","1781.8836624843793"
"683256","1792.1193265913475","1792.1193265913475","1792.1193265913475"
"683844","1806.8062682342359","1806.8062682342359","1806.8062682342359"
"684432","1779.5032396661181","1779.5032396661181","1779.5032396661181"
"685020","1795.498567698236","1795.498567698236","1795.498567698236"
"685608","1784.3694844462775","1784.3694844462775","1784.3694844462775"
"686196","1767.5958540174097","1767.5958540174097","1767.5958540174097"
"686784","1775.2948507807519","1775.2948507807519","1775.2948507807519"
"687372","1793.7767752938078","1793.7767752938078","1793.7767752938078"
"687960","1789.8091954490021","1789.8091954490021","1789.8091954490021"
"688548","1807.0913659303662","1807.0913659303662","1807.0913659303662"
"689136","1774.1339263849743","1774.1339263849743","1774.1339263849743"
"689724","1774.8841893589063","1774.8841893589063","1774.8841893589063"
"690312","1743.8620874035005","1743.8620874035005","1743.8620874035005"
"690900","1800.1730164529756","1800.1730164529756","1800.1730164529756"
"691488","1778.8585102497061","1778.8585102497061","1778.8585102497061"
"692076","1788.8904076573526","1788.8904076573526","1788.8904076573526"
"692664","1788.5698992268874","1788.5698992268874","1788.5698992268874"
"693252","1792.9809217122129","1792.9809217122129","1792.9809217122129"
"693840","1799.8310539033384","1799.8310539033384","1799.8310539033384"
"694428","1790.3470780794796","1790.3470780794796","1790.3470780794796"
"695016","1798.4881479592839","1798.4881479592839","1798.4881479592839"
"695604","1763.5412853423159","1763.5412853423159","1763.5412853423159"
"696192","1777.2128939945308","1777.2128939945308","1777.2128939945308"
"696780","1788.9801516995897","1788.9801516995897","1788.9801516995897"
"697368","1802.3069101805668","1802.3069101805668","1802.3069101805668"
"697956","1789.9486108766414","1789.9486108766414","1789.9486108766414"
"698544","1807.7860840421786","1807.7860840421786","1807.7860840421786"
"699132","1772.378693617833","1772.378693617833","1772.378693617833"
"699720","1781.4506664112948","1781.4506664112948","1781.4506664112948"
"700308","1779.533082148558","1779.533082148558","1779.533082148558"
"700896","1795.7618885658194","1795.7618885658194","1795.7618885658194"
"701484","1791.5067642270067","1791.5067642270067","1791.5067642270067"
"702072","1783.886261828907","1783.886261828907","1783.886261828907"
"702660","1796.5617365451067","1796.5617365451067","1796.5617365451067"
"703248","1804.4426648005283","1804.4426648005283","1804.4426648005283"
"703836","1803.626700153237","1803.626700153237","1803.626700153237"
"704424","1805.0108516162143","1805.0108516162143","1805.0108516162143"
"705012","1803.8621233011663","1803.8621233011663","1803.8621233011663"
"705600","1787.3004891820394","1787.3004891820394","1787.3004891820394"
"706188","1794.5190281783905","1794.5190281783905","1794.5190281783905"
"706776","1801.1726461360927","1801.1726461360927","1801.1726461360927"
"707364","1794.6567305250776","1794.6567305250776","1794.6567305250776"
"707952","1808.9635616583519","1808.9635616583519","1808.9635616583519"
"708540","1783.8271927075027","1783.8271927075027","1783.8271927075027"
"709128","1786.7344802327787","1786.7344802327787","1786.7344802327787"
"709716","1796.9837998271846","1796.9837998271846","1796.9837998271846"
"710304","1772.1331783419225","1772.1331783419225","1772.1331783419225"
"710892","1786.395863223082","1786.395863223082","1786.395863223082"
"711480","1781.8434034466745","1781.8434034466745","1781.8434034466745"
"712068","1797.695888816105","1797.695888816105","1797.695888816105"
"712656","1789.6339500121512","1789.6339500121512","1789.6339500121512"
"713244","1808.3677259591427","1808.3677259591427","1808.3677259591427"
"713832","1791.523230293512","1791.523230293512","1791.523230293512"
"714420","1796.4106625717402","1796.4106625717402","1796.4106625717402"
"715008","1793.183404977061","1793.183404977061","1793.183404977061"
"715596","1800.269922012039","1800.269922012039","1800.269922012039"
"716184","1780.9879820158146","1780.9879820158146","1780.9879820158146"
"716772","1772.2910956501146","1772.2910956501146","1772.2910956501146"
"717360","1798.4264475696534","1798.4264475696534","1798.4264475696534"
"717948","1798.0019185971203","1798.0019185971203","1798.0019185971203"
"718536","1793.231959271636","1793.231959271636","1793.231959271636"
"719124","1798.2877596998558","1798.2877596998558","1798.2877596998558"
"719712","1789.2889072025769","1789.2889072025769","1789.2889072025769"
"720300","1789.404365561783","1789.404365561783","1789.404365561783"
"720888","1775.787571770537","1775.787571770537","1775.787571770537"
"721476","1802.8920605379055","1802.8920605379055","1802.8920605379055"
"722064","1783.6016524672718","1783.6016524672718","1783.6016524672718"
"722652","1790.4468847784028","1790.4468847784028","1790.4468847784028"
"723240","1785.2539412619071","1785.2539412619071","1785.2539412619071"
"723828","1799.2388991030773","1799.2388991030773","1799.2388991030773"
"724416","1803.0095615955777","1803.0095615955777","1803.0095615955777"
"725004","1798.4052667671929","1798.4052667671929","1798.4052667671929"
"725592","1801.0760494516148","1801.0760494516148","1801.0760494516148"
"726180","1777.4033671000925","1777.4033671000925","1777.4033671000925"
"726768","1779.1343846131335","1779.1343846131335","1779.1343846131335"
"727356","1804.7774769779683","1804.7774769779683","1804.7774769779683"
"727944","1769.8228453820361","1769.8228453820361","1769.8228453820361"
"728532","1784.2841495874432","1784.2841495874432","1784.2841495874432"
"729120","1787.007548703975","1787.007548703975","1787.007548703975"
"729708","1769.7730492358946","1769.7730492358946","1769.7730492358946"
"730296","1794.8351029230105","1794.8351029230105","1794.8351029230105"
"730884","1809.4278487143135","1809.4278487143135","1809.4278487143135"
"731472","1798.5879106712503","1798.5879106712503","1798.5879106712503"
"732060","1779.0259287360839","1779.0259287360839","1779.0259287360839"
"732648","1785.9610819703828","1785.9610819703828","1785.9610819703828"
"733236","1799.3575516739668","1799.3575516739668","1799.3575516739668"
"733824","1807.2761534774081","1807.2761534774081","1807.2761534774081"
"734412","1798.352684726747","1798.352684726747","1798.352684726747"
"735000","1772.3911773141479","1772.3911773141479","1772.3911773141479"
"735588","1770.073381188946","1770.073381188946","1770.073381188946"
"736176","1790.2874234253936","1790.2874234253936","1790.2874234253936"
"736764","1786.1998827970947","1786.1998827970947","1786.1998827970947"
"737352","1791.5324288991324","1791.5324288991324","1791.5324288991324"
"737940","1799.1541194480214","1799.1541194480214","1799.1541194480214"
"738528","1806.6267988948332","1806.6267988948332","1806.6267988948332"
"739116","1801.5966604278735","1801.5966604278735","1801.5966604278735"
"739704","1764.2363611509902","1764.2363611509902","1764.2363611509902"
"740292","1779.8129656815347","1779.8129656815347","1779.8129656815347"
"740880","1778.9820934752065","1778.9820934752065","1778.9820934752065"
"741468","1798.1329141078527","1798.1329141078527","1798.1329141078527"
"742056","1785.0997563947592","1785.0997563947592","1785.0997563947592"
"742644","1781.6751374445428","1781.6751374445428","1781.6751374445428"
"743232","1799.0016945907525","1799.0016945907525","1799.0016945907525"
"743820","1795.446298808507","1795.446298808507","1795.446298808507"
"744408","1808.1410761904883","1808.1410761904883","1808.1410761904883"
"744996","1758.44908714283","1758.44908714283","1758.44908714283"
"745584","1809.1989254539076","1809.1989254539076","1809.1989254539076"
"746172","1790.6549308884526","1790.6549308884526","1790.6549308884526"
"746760","1795.6785023087218","1795.6785023087218","1795.6785023087218"
"747348","1782.4274006833048","1782.4274006833048","1782.4274006833048"
"747936","1796.284214111372","1796.284214111372","1796.284214111372"
"748524","1770.7775307866816","1770.7775307866816","1770.7775307866816"
"749112","1791.403650310666","1791.403650310666","1791.403650310666"
"749700","1787.9967168157077","1787.9967168157077","1787.9967168157077"
"750288","1809.0887749563594","1809.0887749563594","1809.0887749563594"
"750876","1793.550509580618","1793.550509580618","1793.550509580618"
"751464","1787.9677360147987","1787.9677360147987","1787.9677360147987"
"752052","1813.4096338590573","1813.4096338590573","1813.4096338590573"
"752640","1806.2990462998973","1806.2990462998973","1806.2990462998973"
"753228","1782.9278720556365","1782.9278720556365","1782.9278720556365"
"753816","1790.4037726299482","1790.4037726299482","1790.4037726299482"
"754404","1786.4941926850265","1786.4941926850265","1786.4941926850265"
"754992","1799.7642955448382","1799.7642955448382","1799.7642955448382"
"755580","1784.931301082621","1784.931301082621","1784.931301082621"
"756168","1783.0855806154798","1783.0855806154798","1783.0855806154798"
"756756","1799.5390427785637","1799.5390427785637","1799.5390427785637"
"757344","1790.1808472991088","1790.1808472991088","1790.1808472991088"
"757932","1795.849535295115","1795.849535295115","1795.849535295115"
"758520","1790.582556847562","1790.582556847562","1790.582556847562"
"759108","1791.9229923995683","1791.9229923995683","1791.9229923995683"
"759696","1795.517567730145","1795.517567730145","1795.517567730145"
"760284","1757.2235625391897","1757.2235625391897","1757.2235625391897"
"760872","1800.7570655510058","1800.7570655510058","1800.7570655510058"
"761460","1802.7963831515774","1802.7963831515774","1802.7963831515774"
"762048","1796.8241075239775","1796.8241075239775","1796.8241075239775"
"762636","1806.4424537499165","1806.4424537499165","1806.4424537499165"
"763224","1800.4841967430714","1800.4841967430714","1800.4841967430714"
"763812","1763.6886707242916","1763.6886707242916","1763.6886707242916"
"764400","1769.9877563036234","1769.9877563036234","1769.9877563036234"
"764988","1799.0748951971073","1799.0748951971073","1799.0748951971073"
"765576","1789.7351100255844","1789.7351100255844","1789.7351100255844"
"766164","1795.9910550042964","1795.9910550042964","1795.9910550042964"
"766752","1787.1503499993387","1787.1503499993387","1787.1503499993387"
"767340","1794.2299192191751","1794.2299192191751","1794.2299192191751"
"767928","1806.1927396888875","1806.1927396888875","1806.1927396888875"
"768516","1776.1251447620714","1776.1251447620714","1776.1251447620714"
"769104","1802.955984978837","1802.955984978837","1802.955984978837"
"769692","1793.9360364934507","1793.9360364934507","1793.9360364934507"
"770280","1803.025526137434","1803.025526137434","1803.025526137434"
"770868","1796.7978355761254","1796.7978355761254","1796.7978355761254"
"771456","1791.7193540771948","1791.7193540771948","1791.7193540771948"
"772044","1781.454318685752","1781.454318685752","1781.454318685752"
"772632","1785.826162117769","1785.826162117769","1785.826162117769"
"773220","1790.7879544597836","1790.7879544597836","1790.7879544597836"
"773808","1769.9293380561426","1769.9293380561426","1769.9293380561426"
"774396","1804.0343981939222","1804.0343981939222","1804.0343981939222"
"774984","1780.7749504909207","1780.7749504909207","1780.7749504909207"
"775572","1808.9219247341891","1808.9219247341891","1808.9219247341891"
"776160","1771.3781284139843","1771.3781284139843","1771.3781284139843"
"776748","1814.8264999328214","1814.8264999328214","1814.8264999328214"
"777336","1783.666854649509","1783.666854649509","1783.666854649509"
"777924","1787.6072136073012","1787.6072136073012","1787.6072136073012"
"778512","1804.2093945911483","1804.2093945911483","1804.2093945911483"
"779100","1807.6518416584677","1807.6518416584677","1807.6518416584677"
"779688","1817.8413333761916","1817.8413333761916","1817.8413333761916"
"780276","1795.3434917390534","1795.3434917390534","1795.3434917390534"
"780864","1787.3937340653513","1787.3937340653513","1787.3937340653513"
"781452","1785.0169992056453","1785.0169992056453","1785.0169992056453"
"782040","1815.9116374119171","1815.9116374119171","1815.9116374119171"
"782628","1817.370662934689","1817.370662934689","1817.370662934689"
"783216","1789.3945328750171","1789.3945328750171","1789.3945328750171"
"783804","1817.919154572426","1817.919154572426","1817.919154572426"
"784392","1784.122195876547","1784.122195876547","1784.122195876547"
"784980","1812.6895853313367","1812.6895853313367","1812.6895853313367"
"785568","1796.1883292896232","1796.1883292896232","1796.1883292896232"
"786156","1803.9600652859247","1803.9600652859247","1803.9600652859247"
"786744","1783.1484221887188","1783.1484221887188","1783.1484221887188"
"787332","1790.4062134706671","1790.4062134706671","1790.4062134706671"
"787920","1780.4291703732208","1780.4291703732208","1780.4291703732208"
"788508","1790.6378888963616","1790.6378888963616","1790.6378888963616"
"789096","1809.4182605006808","1809.4182605006808","1809.4182605006808"
"789684","1794.2441202268196","1794.2441202268196","1794.2441202268196"
"790272","1790.7746765338807","1790.7746765338807","1790.7746765338807"
"790860","1796.0432507701396","1796.0432507701396","1796.0432507701396"
"791448","1785.695570041125","1785.695570041125","1785.695570041125"
"792036","1818.6377828825548","1818.6377828825548","1818.6377828825548"
"792624","1798.4287787878038","1798.4287787878038","1798.4287787878038"
"793212","1821.2166113808405","1821.2166113808405","1821.2166113808405"
"793800","1814.0883473696513","1814.0883473696513","1814.0883473696513"
"794388","1811.5186611724396","1811.5186611724396","1811.5186611724396"
"794976","1804.8577493174914","1804.8577493174914","1804.8577493174914"
"795564","1803.9065649574088","1803.9065649574088","1803.9065649574088"
"796152","1819.0021157640113","1819.0021157640113","1819.0021157640113"
"796740","1791.096861450826","1791.096861450826","1791.096861450826"
"797328","1799.3752293573502","1799.3752293573502","1799.3752293573502"
"797916","1782.6304390549049","1782.6304390549049","1782.6304390549049"
"798504","1798.1135197060191","1798.1135197060191","1798.1135197060191"
"799092","1805.6961802291912","1805.6961802291912","1805.6961802291912"
"799680","1790.8604419243836","1790.8604419243836","1790.8604419243836"
"800268","1818.569557386276","1818.569557386276","1818.569557386276"
"800856","1811.4414753962203","1811.4414753962203","1811.4414753962203"
"801444","1765.8956380631184","1765.8956380631184","1765.8956380631184"
"802032","1801.9840448934917","1801.9840448934917","1801.9840448934917"
"802620","1815.1169604870302","1815.1169604870302","1815.1169604870302"
"803208","1801.841708755409","1801.841708755409","1801.841708755409"
"803796","1777.6924985868302","1777.6924985868302","1777.6924985868302"
"804384","1811.1269072415757","1811.1269072415757","1811.1269072415757"
"804972","1805.7998824464516","1805.7998824464516","1805.7998824464516"
"805560","1785.7850739122416","1785.7850739122416","1785.7850739122416"
"806148","1806.0898274104518","1806.0898274104518","1806.0898274104518"
"806736","1787.544694662541","1787.544694662541","1787.544694662541"
"807324","1786.015230026443","1786.015230026443","1786.015230026443"
"807912","1796.6085437954514","1796.6085437954514","1796.6085437954514"
"808500","1799.0403427394017","1799.0403427394017","1799.0403427394017"
"809088","1783.2638983995473","1783.2638983995473","1783.2638983995473"
"809676","1793.3409035847678","1793.3409035847678","1793.3409035847678"
"810264","1787.7929802238348","1787.7929802238348","1787.7929802238348"
"810852","1816.0396865779646","1816.0396865779646","1816.0396865779646"
"811440","1806.3532115755663","1806.3532115755663","1806.3532115755663"
"812028","1788.86447381746","1788.86447381746","1788.86447381746"
"812616","1791.848127178328","1791.848127178328","1791.848127178328"
"813204","1782.1399247934694","1782.1399247934694","1782.1399247934694"
"813792","1814.0476897394935","1814.0476897394935","1814.0476897394935"
"814380","1800.687514651074","1800.687514651074","1800.687514651074"
"814968","1809.2955161677621","1809.2955161677621","1809.2955161677621"
"815556","1793.5939183191056","1793.5939183191056","1793.5939183191056"
"816144","1798.9523724657222","1798.9523724657222","1798.9523724657222"
"816732","1791.488538949524","1791.488538949524","1791.488538949524"
"817320","1781.8157221597694","1781.8157221597694","1781.8157221597694"
"817908","1823.5402595825635","1823.5402595825635","1823.5402595825635"
"818496","1784.1402608800202","1784.1402608800202","1784.1402608800202"
"819084","1798.1316388950322","1798.1316388950322","1798.1316388950322"
"819672","1805.517497358065","1805.517497358065","1805.517497358065"
"820260","1824.3393585657518","1824.3393585657518","1824.3393585657518"
"820848","1812.3291577646112","1812.3291577646112","1812.3291577646112"
"821436","1810.440929835834","1810.440929835834","1810.440929835834"
"822024","1813.463239765604","1813.463239765604","1813.463239765604"
"822612","1793.3703070987199","1793.3703070987199","1793.3703070987199"
"823200","1774.1450797158902","1774.1450797158902","1774.1450797158902"
"823788","1802.8932317423348","1802.8932317423348","1802.8932317423348"
"824376","1804.76266278864","1804.76266278864","1804.76266278864"
"824964","1796.8757533302653","1796.8757533302653","1796.8757533302653"
"825552","1793.0083902511296","1793.0083902511296","1793.0083902511296"
"826140","1799.8360647225677","1799.8360647225677","1799.8360647225677"
"826728","1794.2732798360103","1794.2732798360103","1794.2732798360103"
"827316","1796.8630193571933","1796.8630193571933","1796.8630193571933"
"827904","1810.2523337543673","1810.2523337543673","1810.2523337543673"
"828492","1821.3422954494476","1821.3422954494476","1821.3422954494476"
"829080","1800.697986546161","1800.697986546161","1800.697986546161"
"829668","1815.175952152547","1815.175952152547","1815.175952152547"
"830256","1776.7256851929187","1776.7256851929187","1776.7256851929187"
"830844","1797.4942417460572","1797.4942417460572","1797.4942417460572"
"831432","1773.2064823798326","1773.2064823798326","1773.2064823798326"
"832020","1790.8752052926025","1790.8752052926025","1790.8752052926025"
"832608","1798.440275721334","1798.440275721334","1798.440275721334"
"833196","1806.9692421523641","1806.9692421523641","1806.9692421523641"
"833784","1797.4614601108499","1797.4614601108499","1797.4614601108499"
"834372","1824.2036325079273","1824.2036325079273","1824.2036325079273"
"834960","1799.6739629468664","1799.6739629468664","1799.6739629468664"
"835548","1785.6896179749822","1785.6896179749822","1785.6896179749822"
"836136","1795.262073753635","1795.262073753635","1795.262073753635"
"836724","1815.3421664650407","1815.3421664650407","1815.3421664650407"
"837312","1779.6758597465855","1779.6758597465855","1779.6758597465855"
"837900","1800.5149639725487","1800.5149639725487","1800.5149639725487"
"838488","1783.2013147423322","1783.2013147423322","1783.2013147423322"
"839076","1807.586788927715","1807.586788927715","1807.586788927715"
"839664","1795.5760869169796","1795.5760869169796","1795.5760869169796"
"840252","1791.317419534798","1791.317419534798","1791.317419534798"
"840840","1817.0350555637424","1817.0350555637424","1817.0350555637424"
"841428","1804.5209090893604","1804.5209090893604","1804.5209090893604"
"842016","1800.474634553896","1800.474634553896","1800.474634553896"
"842604","1782.9406428215373","1782.9406428215373","1782.9406428215373"
"843192","1810.2403144369905","1810.2403144369905","1810.2403144369905"
"843780","1817.2994205521804","1817.2994205521804","1817.2994205521804"
"844368","1786.9849590183678","1786.9849590183678","1786.9849590183678"
"844956","1785.2395579943177","1785.2395579943177","1785.2395579943177"
"845544","1806.0332942398359","1806.0332942398359","1806.0332942398359"
"846132","1801.678416457335","1801.678416457335","1801.678416457335"
"846720","1784.1089172327565","1784.1089172327565","1784.1089172327565"
