"Step","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-44-1699603969.8992152--dipo-clipaction-CMajorScaleTwoHands - train/return","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-44-1699603969.8992152--dipo-clipaction-CMajorScaleTwoHands - train/return__MIN","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-44-1699603969.8992152--dipo-clipaction-CMajorScaleTwoHands - train/return__MAX","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-43-1699603917.91163--dipo-clipaction-CMajorScaleTwoHands - train/return","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-43-1699603917.91163--dipo-clipaction-CMajorScaleTwoHands - train/return__MIN","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-43-1699603917.91163--dipo-clipaction-CMajorScaleTwoHands - train/return__MAX","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-42-1699603784.8798096--dipo-clipaction-CMajorScaleTwoHands - train/return","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-42-1699603784.8798096--dipo-clipaction-CMajorScaleTwoHands - train/return__MIN","SAC-RoboPianist-debug-CMajorScaleTwoHands-v0-42-1699603784.8798096--dipo-clipaction-CMajorScaleTwoHands - train/return__MAX"
"3926","62.262951058927236","62.262951058927236","62.262951058927236","62.62623252700005","62.62623252700005","62.62623252700005","60.139601914656204","60.139601914656204","60.139601914656204"
"4077","69.56263873368812","69.56263873368812","69.56263873368812","63.251243389019265","63.251243389019265","63.251243389019265","40.54831837590263","40.54831837590263","40.54831837590263"
"4228","47.81840889422395","47.81840889422395","47.81840889422395","62.62637557434125","62.62637557434125","62.62637557434125","45.846789537841815","45.846789537841815","45.846789537841815"
"4379","39.719583226146526","39.719583226146526","39.719583226146526","72.71441835260919","72.71441835260919","72.71441835260919","54.62365590797949","54.62365590797949","54.62365590797949"
"4530","44.75656835617741","44.75656835617741","44.75656835617741","62.89078312995595","62.89078312995595","62.89078312995595","45.8336163040871","45.8336163040871","45.8336163040871"
"4681","50.34081668027749","50.34081668027749","50.34081668027749","40.06283082945475","40.06283082945475","40.06283082945475","53.06846344690929","53.06846344690929","53.06846344690929"
"4832","45.383609341036895","45.383609341036895","45.383609341036895","51.75701292739889","51.75701292739889","51.75701292739889","53.32602228866223","53.32602228866223","53.32602228866223"
"4983","61.41471882248543","61.41471882248543","61.41471882248543","50.25229899566425","50.25229899566425","50.25229899566425","72.69805786433011","72.69805786433011","72.69805786433011"
"5134","-47.423056178709246","-47.423056178709246","-47.423056178709246","-30.405209977372223","-30.405209977372223","-30.405209977372223","-29.001836753462886","-29.001836753462886","-29.001836753462886"
"5285","9.131776983733097","9.131776983733097","9.131776983733097","45.91428868730553","45.91428868730553","45.91428868730553","32.11737898394364","32.11737898394364","32.11737898394364"
"5436","101.02133463388188","101.02133463388188","101.02133463388188","104.31406614243205","104.31406614243205","104.31406614243205","113.7723291308015","113.7723291308015","113.7723291308015"
"5587","179.66248987042573","179.66248987042573","179.66248987042573","201.02124673467395","201.02124673467395","201.02124673467395","203.7148764769294","203.7148764769294","203.7148764769294"
"5738","217.63100664428703","217.63100664428703","217.63100664428703","216.3577783541746","216.3577783541746","216.3577783541746","213.1790282186427","213.1790282186427","213.1790282186427"
"5889","218.6284533540516","218.6284533540516","218.6284533540516","221.67832269923235","221.67832269923235","221.67832269923235","213.60254296053904","213.60254296053904","213.60254296053904"
"6040","228.1204616877253","228.1204616877253","228.1204616877253","238.18550527374347","238.18550527374347","238.18550527374347","230.3019034983424","230.3019034983424","230.3019034983424"
"6191","233.9988149237077","233.9988149237077","233.9988149237077","231.10903350875884","231.10903350875884","231.10903350875884","240.67028619854025","240.67028619854025","240.67028619854025"
"6342","237.84100830653574","237.84100830653574","237.84100830653574","239.98844790016508","239.98844790016508","239.98844790016508","239.52905439147384","239.52905439147384","239.52905439147384"
"6493","232.52189090906637","232.52189090906637","232.52189090906637","239.7315394922699","239.7315394922699","239.7315394922699","247.67791974050024","247.67791974050024","247.67791974050024"
"6644","251.25866552923347","251.25866552923347","251.25866552923347","249.3309531083501","249.3309531083501","249.3309531083501","250.6557789277033","250.6557789277033","250.6557789277033"
"6795","251.04726697420398","251.04726697420398","251.04726697420398","249.42665660921566","249.42665660921566","249.42665660921566","243.88226762945644","243.88226762945644","243.88226762945644"
"6946","246.12469538451538","246.12469538451538","246.12469538451538","244.5525796815657","244.5525796815657","244.5525796815657","260.48632253283995","260.48632253283995","260.48632253283995"
"7097","251.4666598499642","251.4666598499642","251.4666598499642","234.5669473356371","234.5669473356371","234.5669473356371","257.47638777678355","257.47638777678355","257.47638777678355"
"7248","231.58241300329806","231.58241300329806","231.58241300329806","250.73680364886548","250.73680364886548","250.73680364886548","257.62886226674465","257.62886226674465","257.62886226674465"
"7399","236.24984764502108","236.24984764502108","236.24984764502108","255.793525531013","255.793525531013","255.793525531013","254.47696603272905","254.47696603272905","254.47696603272905"
"7550","240.72987899378685","240.72987899378685","240.72987899378685","261.36373373267594","261.36373373267594","261.36373373267594","257.4132760408443","257.4132760408443","257.4132760408443"
"7701","252.36137691943256","252.36137691943256","252.36137691943256","262.19557451842536","262.19557451842536","262.19557451842536","260.72707065008376","260.72707065008376","260.72707065008376"
"7852","263.6685183824037","263.6685183824037","263.6685183824037","248.10180457068574","248.10180457068574","248.10180457068574","260.6965535637175","260.6965535637175","260.6965535637175"
"8003","258.17526522181527","258.17526522181527","258.17526522181527","254.53468230452475","254.53468230452475","254.53468230452475","265.3550526351467","265.3550526351467","265.3550526351467"
"8154","273.4436561826411","273.4436561826411","273.4436561826411","247.9451762532188","247.9451762532188","247.9451762532188","265.4229675754624","265.4229675754624","265.4229675754624"
"8305","255.84948838156953","255.84948838156953","255.84948838156953","247.04141266874512","247.04141266874512","247.04141266874512","258.28643254989356","258.28643254989356","258.28643254989356"
"8456","254.56997162895493","254.56997162895493","254.56997162895493","260.49807915351533","260.49807915351533","260.49807915351533","264.4522844690701","264.4522844690701","264.4522844690701"
"8607","273.1562065352217","273.1562065352217","273.1562065352217","257.4100121088303","257.4100121088303","257.4100121088303","268.8089802512835","268.8089802512835","268.8089802512835"
"8758","270.6388815466437","270.6388815466437","270.6388815466437","270.48844036343905","270.48844036343905","270.48844036343905","279.3556549958711","279.3556549958711","279.3556549958711"
"8909","270.783533521744","270.783533521744","270.783533521744","266.6542004211793","266.6542004211793","266.6542004211793","283.31590085034645","283.31590085034645","283.31590085034645"
"9060","281.17024278002197","281.17024278002197","281.17024278002197","270.9037275986267","270.9037275986267","270.9037275986267","276.6154159326369","276.6154159326369","276.6154159326369"
"9211","261.0760320625836","261.0760320625836","261.0760320625836","265.46202913628485","265.46202913628485","265.46202913628485","274.76038545831733","274.76038545831733","274.76038545831733"
"9362","285.5758724458066","285.5758724458066","285.5758724458066","280.0009740381398","280.0009740381398","280.0009740381398","272.99087875226695","272.99087875226695","272.99087875226695"
"9513","282.60578470604014","282.60578470604014","282.60578470604014","273.70989390092126","273.70989390092126","273.70989390092126","263.20655596552575","263.20655596552575","263.20655596552575"
"9664","268.68886752590913","268.68886752590913","268.68886752590913","283.2339339615667","283.2339339615667","283.2339339615667","275.5637204778988","275.5637204778988","275.5637204778988"
"9815","267.7277074193886","267.7277074193886","267.7277074193886","284.4999533731962","284.4999533731962","284.4999533731962","271.4470154915736","271.4470154915736","271.4470154915736"
"9966","291.7942483117673","291.7942483117673","291.7942483117673","282.8787913342525","282.8787913342525","282.8787913342525","291.59354812531484","291.59354812531484","291.59354812531484"
"10117","290.5545817718933","290.5545817718933","290.5545817718933","284.2430214227944","284.2430214227944","284.2430214227944","289.86829756418024","289.86829756418024","289.86829756418024"
"10268","283.43349593406856","283.43349593406856","283.43349593406856","299.8054960466548","299.8054960466548","299.8054960466548","302.32007974440376","302.32007974440376","302.32007974440376"
"10419","291.364308413509","291.364308413509","291.364308413509","287.1500315777833","287.1500315777833","287.1500315777833","296.0356180635795","296.0356180635795","296.0356180635795"
"10570","290.4136625722026","290.4136625722026","290.4136625722026","299.1088389159274","299.1088389159274","299.1088389159274","291.39114752447705","291.39114752447705","291.39114752447705"
"10721","311.3830346060307","311.3830346060307","311.3830346060307","308.4474688251004","308.4474688251004","308.4474688251004","306.67990236521337","306.67990236521337","306.67990236521337"
"10872","292.44176653968645","292.44176653968645","292.44176653968645","298.65928492031225","298.65928492031225","298.65928492031225","303.8995370940691","303.8995370940691","303.8995370940691"
"11023","299.2251613051625","299.2251613051625","299.2251613051625","306.5168938554326","306.5168938554326","306.5168938554326","324.746573168823","324.746573168823","324.746573168823"
"11174","312.39675445361337","312.39675445361337","312.39675445361337","314.7623894144772","314.7623894144772","314.7623894144772","308.60378269701624","308.60378269701624","308.60378269701624"
"11325","305.99376997004254","305.99376997004254","305.99376997004254","302.86655183819477","302.86655183819477","302.86655183819477","327.68323532961955","327.68323532961955","327.68323532961955"
"11476","299.1037434280314","299.1037434280314","299.1037434280314","305.8711116776042","305.8711116776042","305.8711116776042","335.34187910468773","335.34187910468773","335.34187910468773"
"11627","302.85350221628175","302.85350221628175","302.85350221628175","310.35982562143164","310.35982562143164","310.35982562143164","330.26202770756936","330.26202770756936","330.26202770756936"
"11778","305.7042992797926","305.7042992797926","305.7042992797926","318.93610786238145","318.93610786238145","318.93610786238145","313.9970520175948","313.9970520175948","313.9970520175948"
"11929","325.96696297218153","325.96696297218153","325.96696297218153","325.5892269765249","325.5892269765249","325.5892269765249","302.68322373879715","302.68322373879715","302.68322373879715"
"12080","301.91788606548363","301.91788606548363","301.91788606548363","315.64177939002","315.64177939002","315.64177939002","316.5564397489324","316.5564397489324","316.5564397489324"
"12231","326.78749384816234","326.78749384816234","326.78749384816234","308.58183961518716","308.58183961518716","308.58183961518716","307.90892457442345","307.90892457442345","307.90892457442345"
"12382","308.83791942835796","308.83791942835796","308.83791942835796","317.8416841832755","317.8416841832755","317.8416841832755","318.66408193261714","318.66408193261714","318.66408193261714"
"12533","320.5358687198033","320.5358687198033","320.5358687198033","325.5204392819311","325.5204392819311","325.5204392819311","335.9736208434552","335.9736208434552","335.9736208434552"
"12684","316.8354683582147","316.8354683582147","316.8354683582147","305.71248389992553","305.71248389992553","305.71248389992553","326.0713830278329","326.0713830278329","326.0713830278329"
"12835","335.6411722132163","335.6411722132163","335.6411722132163","316.17300676398816","316.17300676398816","316.17300676398816","322.53385001008587","322.53385001008587","322.53385001008587"
"12986","319.8576649257699","319.8576649257699","319.8576649257699","321.8397510526654","321.8397510526654","321.8397510526654","321.2043194455896","321.2043194455896","321.2043194455896"
"13137","326.97814869063063","326.97814869063063","326.97814869063063","325.1558795931224","325.1558795931224","325.1558795931224","334.7043522342711","334.7043522342711","334.7043522342711"
"13288","331.79967466102784","331.79967466102784","331.79967466102784","314.28795613027086","314.28795613027086","314.28795613027086","324.94269551255263","324.94269551255263","324.94269551255263"
"13439","325.54220547644474","325.54220547644474","325.54220547644474","326.081263733448","326.081263733448","326.081263733448","314.34825439311015","314.34825439311015","314.34825439311015"
"13590","319.8088983888694","319.8088983888694","319.8088983888694","310.0759257392967","310.0759257392967","310.0759257392967","328.3149378497677","328.3149378497677","328.3149378497677"
"13741","341.8246332079701","341.8246332079701","341.8246332079701","332.03790663653325","332.03790663653325","332.03790663653325","327.1856179806145","327.1856179806145","327.1856179806145"
"13892","336.05082866034417","336.05082866034417","336.05082866034417","335.83631644998985","335.83631644998985","335.83631644998985","339.5226216272232","339.5226216272232","339.5226216272232"
"14043","348.57277332305927","348.57277332305927","348.57277332305927","342.98959760280235","342.98959760280235","342.98959760280235","335.5141280232028","335.5141280232028","335.5141280232028"
"14194","336.44539378175654","336.44539378175654","336.44539378175654","346.52482216981645","346.52482216981645","346.52482216981645","340.3935301607654","340.3935301607654","340.3935301607654"
"14345","342.7740514373798","342.7740514373798","342.7740514373798","323.4206549273179","323.4206549273179","323.4206549273179","343.7229638900936","343.7229638900936","343.7229638900936"
"14496","335.1836844067756","335.1836844067756","335.1836844067756","328.7806972433428","328.7806972433428","328.7806972433428","330.4958632931739","330.4958632931739","330.4958632931739"
"14647","344.47126008259124","344.47126008259124","344.47126008259124","328.1300460672938","328.1300460672938","328.1300460672938","348.73224747146435","348.73224747146435","348.73224747146435"
"14798","345.5022417069196","345.5022417069196","345.5022417069196","329.82668825929943","329.82668825929943","329.82668825929943","327.9933243512623","327.9933243512623","327.9933243512623"
"14949","352.9569407807885","352.9569407807885","352.9569407807885","340.19347041614895","340.19347041614895","340.19347041614895","351.82410721517124","351.82410721517124","351.82410721517124"
"15100","343.0556504904256","343.0556504904256","343.0556504904256","337.9181638877928","337.9181638877928","337.9181638877928","355.8525148022122","355.8525148022122","355.8525148022122"
"15251","344.07934066992624","344.07934066992624","344.07934066992624","349.02553506536015","349.02553506536015","349.02553506536015","351.6841950127527","351.6841950127527","351.6841950127527"
"15402","368.06767092481704","368.06767092481704","368.06767092481704","342.0849132410358","342.0849132410358","342.0849132410358","330.52094055635695","330.52094055635695","330.52094055635695"
"15553","360.07760730426605","360.07760730426605","360.07760730426605","342.32555665468135","342.32555665468135","342.32555665468135","333.98692868668087","333.98692868668087","333.98692868668087"
"15704","357.9727175463507","357.9727175463507","357.9727175463507","333.22025013478606","333.22025013478606","333.22025013478606","335.2632198266573","335.2632198266573","335.2632198266573"
"15855","325.4158655854635","325.4158655854635","325.4158655854635","325.5165136061358","325.5165136061358","325.5165136061358","362.53434598387986","362.53434598387986","362.53434598387986"
"16006","350.01030525103187","350.01030525103187","350.01030525103187","362.335779169395","362.335779169395","362.335779169395","331.2258006406096","331.2258006406096","331.2258006406096"
"16157","349.0884265355076","349.0884265355076","349.0884265355076","347.81906958392403","347.81906958392403","347.81906958392403","343.82601081772117","343.82601081772117","343.82601081772117"
"16308","340.10558389943674","340.10558389943674","340.10558389943674","357.6089995359254","357.6089995359254","357.6089995359254","319.80584652727515","319.80584652727515","319.80584652727515"
"16459","346.61250382008524","346.61250382008524","346.61250382008524","341.5720034088302","341.5720034088302","341.5720034088302","347.42088364674134","347.42088364674134","347.42088364674134"
"16610","337.93074309055964","337.93074309055964","337.93074309055964","342.70495677127093","342.70495677127093","342.70495677127093","348.5231760412591","348.5231760412591","348.5231760412591"
"16761","361.5217198026827","361.5217198026827","361.5217198026827","343.5172366043391","343.5172366043391","343.5172366043391","352.00299367966613","352.00299367966613","352.00299367966613"
"16912","356.77335733019095","356.77335733019095","356.77335733019095","355.1723677112652","355.1723677112652","355.1723677112652","350.19788342222245","350.19788342222245","350.19788342222245"
"17063","349.88953636307065","349.88953636307065","349.88953636307065","347.7584807113481","347.7584807113481","347.7584807113481","340.8099132428672","340.8099132428672","340.8099132428672"
"17214","342.24107668777924","342.24107668777924","342.24107668777924","363.5183714918556","363.5183714918556","363.5183714918556","365.32634076004035","365.32634076004035","365.32634076004035"
"17365","371.9173572681841","371.9173572681841","371.9173572681841","355.6567930613861","355.6567930613861","355.6567930613861","354.14616785640885","354.14616785640885","354.14616785640885"
"17516","328.7617249155096","328.7617249155096","328.7617249155096","353.0148579890839","353.0148579890839","353.0148579890839","344.5881624919832","344.5881624919832","344.5881624919832"
"17667","366.81088702351497","366.81088702351497","366.81088702351497","351.5778566745438","351.5778566745438","351.5778566745438","342.04689574347265","342.04689574347265","342.04689574347265"
"17818","367.6394793342068","367.6394793342068","367.6394793342068","355.2395748085874","355.2395748085874","355.2395748085874","333.9052646528273","333.9052646528273","333.9052646528273"
"17969","359.8103592466874","359.8103592466874","359.8103592466874","347.2497275321199","347.2497275321199","347.2497275321199","359.54344179784647","359.54344179784647","359.54344179784647"
"18120","371.76728127022636","371.76728127022636","371.76728127022636","352.8298567292254","352.8298567292254","352.8298567292254","361.9471356448609","361.9471356448609","361.9471356448609"
"18271","373.77581149032443","373.77581149032443","373.77581149032443","377.657076851107","377.657076851107","377.657076851107","352.5244341356589","352.5244341356589","352.5244341356589"
"18422","366.58302882723837","366.58302882723837","366.58302882723837","361.43275140122597","361.43275140122597","361.43275140122597","348.20130433727115","348.20130433727115","348.20130433727115"
"18573","360.52412536237443","360.52412536237443","360.52412536237443","363.4351187815536","363.4351187815536","363.4351187815536","365.6664312857817","365.6664312857817","365.6664312857817"
"18724","377.74217456707765","377.74217456707765","377.74217456707765","374.9715946486859","374.9715946486859","374.9715946486859","367.41520723854427","367.41520723854427","367.41520723854427"
"18875","370.4003328784245","370.4003328784245","370.4003328784245","365.5214823040019","365.5214823040019","365.5214823040019","374.8422247459121","374.8422247459121","374.8422247459121"
"19026","378.5596481837962","378.5596481837962","378.5596481837962","380.06321279093345","380.06321279093345","380.06321279093345","361.94196364967166","361.94196364967166","361.94196364967166"
"19177","379.95154593629934","379.95154593629934","379.95154593629934","371.95868819358384","371.95868819358384","371.95868819358384","369.6019914419954","369.6019914419954","369.6019914419954"
"19328","366.64997843245675","366.64997843245675","366.64997843245675","374.13983033663425","374.13983033663425","374.13983033663425","374.0350842192564","374.0350842192564","374.0350842192564"
"19479","371.79949448572626","371.79949448572626","371.79949448572626","372.97451351453384","372.97451351453384","372.97451351453384","375.3318271051912","375.3318271051912","375.3318271051912"
"19630","381.13088726006237","381.13088726006237","381.13088726006237","388.3638018750353","388.3638018750353","388.3638018750353","369.9997010359007","369.9997010359007","369.9997010359007"
"19781","368.91259931591105","368.91259931591105","368.91259931591105","377.31616130571666","377.31616130571666","377.31616130571666","387.87445298637454","387.87445298637454","387.87445298637454"
"19932","369.5382401517826","369.5382401517826","369.5382401517826","379.6442113374346","379.6442113374346","379.6442113374346","381.07444310398563","381.07444310398563","381.07444310398563"
"20083","375.3765529323085","375.3765529323085","375.3765529323085","383.08646303556094","383.08646303556094","383.08646303556094","379.0810614608363","379.0810614608363","379.0810614608363"
"20234","378.1464346101548","378.1464346101548","378.1464346101548","374.8443266570918","374.8443266570918","374.8443266570918","379.7681655483822","379.7681655483822","379.7681655483822"
"20385","378.8509876145318","378.8509876145318","378.8509876145318","383.13519311777395","383.13519311777395","383.13519311777395","376.4990870816882","376.4990870816882","376.4990870816882"
"20536","386.3350501572138","386.3350501572138","386.3350501572138","373.76178198657493","373.76178198657493","373.76178198657493","383.06818806481414","383.06818806481414","383.06818806481414"
"20687","384.8799133757337","384.8799133757337","384.8799133757337","370.20800784796086","370.20800784796086","370.20800784796086","382.63952745124595","382.63952745124595","382.63952745124595"
"20838","373.92574662029244","373.92574662029244","373.92574662029244","386.21739768489243","386.21739768489243","386.21739768489243","384.5662225941215","384.5662225941215","384.5662225941215"
"20989","381.0479462558177","381.0479462558177","381.0479462558177","387.7399916109104","387.7399916109104","387.7399916109104","387.0603131270648","387.0603131270648","387.0603131270648"
"21140","373.53360105734123","373.53360105734123","373.53360105734123","387.3670318437646","387.3670318437646","387.3670318437646","389.05207640174734","389.05207640174734","389.05207640174734"
"21291","381.5177277560104","381.5177277560104","381.5177277560104","397.4668313679259","397.4668313679259","397.4668313679259","387.5890368119324","387.5890368119324","387.5890368119324"
"21442","386.7455034281086","386.7455034281086","386.7455034281086","383.76664656912914","383.76664656912914","383.76664656912914","387.5879900131923","387.5879900131923","387.5879900131923"
"21593","392.6108785196456","392.6108785196456","392.6108785196456","387.91031701512577","387.91031701512577","387.91031701512577","390.15576951287466","390.15576951287466","390.15576951287466"
"21744","385.9412585193092","385.9412585193092","385.9412585193092","384.14476031698194","384.14476031698194","384.14476031698194","386.7893008311423","386.7893008311423","386.7893008311423"
"21895","383.7684218866831","383.7684218866831","383.7684218866831","388.2787274340471","388.2787274340471","388.2787274340471","384.2302368787984","384.2302368787984","384.2302368787984"
"22046","398.54004607420853","398.54004607420853","398.54004607420853","382.32845978979213","382.32845978979213","382.32845978979213","380.5610704553786","380.5610704553786","380.5610704553786"
"22197","381.4556631475887","381.4556631475887","381.4556631475887","393.7305515179967","393.7305515179967","393.7305515179967","390.11803908546136","390.11803908546136","390.11803908546136"
"22348","380.0942824111257","380.0942824111257","380.0942824111257","401.5862896668926","401.5862896668926","401.5862896668926","384.47501683870297","384.47501683870297","384.47501683870297"
"22499","374.13251717365836","374.13251717365836","374.13251717365836","395.4223665968313","395.4223665968313","395.4223665968313","390.2260681713744","390.2260681713744","390.2260681713744"
"22650","390.3809058843005","390.3809058843005","390.3809058843005","394.0342549319251","394.0342549319251","394.0342549319251","386.1697878031026","386.1697878031026","386.1697878031026"
"22801","395.49719046862805","395.49719046862805","395.49719046862805","402.0256876272398","402.0256876272398","402.0256876272398","383.048088444112","383.048088444112","383.048088444112"
"22952","395.5520380695657","395.5520380695657","395.5520380695657","390.7167136186572","390.7167136186572","390.7167136186572","396.09179924339435","396.09179924339435","396.09179924339435"
"23103","385.72890848057256","385.72890848057256","385.72890848057256","398.1558449366725","398.1558449366725","398.1558449366725","387.1395184280455","387.1395184280455","387.1395184280455"
"23254","401.62579423300133","401.62579423300133","401.62579423300133","392.5817221259592","392.5817221259592","392.5817221259592","399.7908447705637","399.7908447705637","399.7908447705637"
"23405","403.7793093189203","403.7793093189203","403.7793093189203","400.9186564546783","400.9186564546783","400.9186564546783","395.0362605967666","395.0362605967666","395.0362605967666"
"23556","398.9345048470668","398.9345048470668","398.9345048470668","395.61961697899113","395.61961697899113","395.61961697899113","394.81466485456787","394.81466485456787","394.81466485456787"
"23707","396.9393658538259","396.9393658538259","396.9393658538259","388.94563101739556","388.94563101739556","388.94563101739556","395.9463462725077","395.9463462725077","395.9463462725077"
"23858","395.09992816761644","395.09992816761644","395.09992816761644","403.9879964419961","403.9879964419961","403.9879964419961","402.20964203417833","402.20964203417833","402.20964203417833"
"24009","400.69166028447205","400.69166028447205","400.69166028447205","396.5704398815799","396.5704398815799","396.5704398815799","400.0489668327574","400.0489668327574","400.0489668327574"
"24160","404.5516358372626","404.5516358372626","404.5516358372626","404.9243776019852","404.9243776019852","404.9243776019852","403.2666140954481","403.2666140954481","403.2666140954481"
"24311","407.0788961448966","407.0788961448966","407.0788961448966","397.8509221194852","397.8509221194852","397.8509221194852","401.59329066042045","401.59329066042045","401.59329066042045"
"24462","413.9373899419636","413.9373899419636","413.9373899419636","396.20007635140405","396.20007635140405","396.20007635140405","394.17003251081246","394.17003251081246","394.17003251081246"
"24613","413.85048819102684","413.85048819102684","413.85048819102684","400.3813734363882","400.3813734363882","400.3813734363882","397.83719951147276","397.83719951147276","397.83719951147276"
"24764","406.9051411491401","406.9051411491401","406.9051411491401","401.10752412849206","401.10752412849206","401.10752412849206","400.8794447103447","400.8794447103447","400.8794447103447"
"24915","410.1715571047063","410.1715571047063","410.1715571047063","401.34057617078525","401.34057617078525","401.34057617078525","403.3292862454957","403.3292862454957","403.3292862454957"
